opponent,episode,p0,p1,p2,p3
single_only,500,0.4595,0.1355,0.20375,0.20125
max_combo,500,0.19325,0.19875,0.25175,0.35625
random2,500,0.192,0.261,0.28625,0.26075
v_table,500,0.14625,0.14325,0.2025,0.508
single_only,1000,0.56325,0.12775,0.17175,0.13725
max_combo,1000,0.26,0.21975,0.2385,0.28175
random2,1000,0.2835,0.26625,0.2485,0.20175
v_table,1000,0.1775,0.198,0.18525,0.43925
single_only,1500,0.62125,0.11925,0.16175,0.09775
max_combo,1500,0.287,0.2295,0.23275,0.25075
random2,1500,0.3165,0.2785,0.23225,0.17275
v_table,1500,0.1965,0.196,0.1945,0.413
single_only,2000,0.6215,0.103,0.17125,0.10425
max_combo,2000,0.34375,0.218,0.21,0.22825
random2,2000,0.347,0.27275,0.22175,0.1585
v_table,2000,0.2345,0.2075,0.18025,0.37775
single_only,2500,0.628,0.1225,0.15825,0.09125
max_combo,2500,0.29875,0.22525,0.24175,0.23425
random2,2500,0.33525,0.2615,0.22825,0.175
v_table,2500,0.19675,0.187,0.21475,0.4015
single_only,3000,0.663,0.0995,0.13875,0.09875
max_combo,3000,0.32275,0.23475,0.222,0.2205
random2,3000,0.34575,0.27125,0.225,0.158
v_table,3000,0.2165,0.198,0.19925,0.38625
single_only,3500,0.648,0.0955,0.15975,0.09675
max_combo,3500,0.29575,0.24675,0.22425,0.23325
random2,3500,0.33975,0.27925,0.226,0.155
v_table,3500,0.181,0.22025,0.217,0.38175
single_only,4000,0.66675,0.10475,0.15,0.0785
max_combo,4000,0.29525,0.24975,0.224,0.231
random2,4000,0.3275,0.28825,0.228,0.15625
v_table,4000,0.18675,0.21225,0.2175,0.3835
single_only,4500,0.67,0.1075,0.146,0.0765
max_combo,4500,0.294,0.24575,0.21925,0.241
random2,4500,0.32275,0.29575,0.236,0.1455
v_table,4500,0.1525,0.2205,0.236,0.391
single_only,5000,0.6775,0.10775,0.1435,0.07125
max_combo,5000,0.28525,0.261,0.20925,0.2445
random2,5000,0.3175,0.29375,0.234,0.15475
v_table,5000,0.169,0.21975,0.21725,0.394
single_only,5500,0.6495,0.12075,0.149,0.08075
max_combo,5500,0.28175,0.24525,0.23975,0.23325
random2,5500,0.3185,0.301,0.233,0.1475
v_table,5500,0.156,0.2135,0.252,0.3785
single_only,6000,0.6545,0.12075,0.15075,0.074
max_combo,6000,0.267,0.23375,0.24025,0.259
random2,6000,0.29975,0.3015,0.249,0.14975
v_table,6000,0.1465,0.201,0.24825,0.40425
single_only,6500,0.672,0.1015,0.1495,0.077
max_combo,6500,0.27625,0.252,0.2335,0.23825
random2,6500,0.3345,0.284,0.23825,0.14325
v_table,6500,0.166,0.205,0.2375,0.3915
single_only,7000,0.65275,0.1115,0.16175,0.074
max_combo,7000,0.3025,0.2405,0.2345,0.2225
random2,7000,0.333,0.29675,0.223,0.14725
v_table,7000,0.16375,0.2165,0.226,0.39375
single_only,7500,0.65825,0.12025,0.152,0.0695
max_combo,7500,0.2865,0.24375,0.232,0.23775
random2,7500,0.32175,0.297,0.2435,0.13775
v_table,7500,0.15275,0.209,0.24925,0.389
single_only,8000,0.671,0.11525,0.142,0.07175
max_combo,8000,0.3095,0.24075,0.23225,0.2175
random2,8000,0.338,0.293,0.23225,0.13675
v_table,8000,0.15625,0.23075,0.237,0.376
single_only,8500,0.67675,0.1075,0.14525,0.0705
max_combo,8500,0.324,0.24625,0.219,0.21075
random2,8500,0.342,0.29625,0.22675,0.135
v_table,8500,0.1515,0.222,0.2505,0.376
single_only,9000,0.6635,0.11675,0.15125,0.0685
max_combo,9000,0.29925,0.24025,0.22925,0.23125
random2,9000,0.32475,0.29275,0.24175,0.14075
v_table,9000,0.1675,0.20525,0.2235,0.40375
single_only,9500,0.66675,0.11,0.15575,0.0675
max_combo,9500,0.31675,0.24,0.22375,0.2195
random2,9500,0.33875,0.29175,0.23125,0.13825
v_table,9500,0.1845,0.21875,0.22625,0.3705
single_only,10000,0.6735,0.113,0.15,0.0635
max_combo,10000,0.311,0.23925,0.22275,0.227
random2,10000,0.3345,0.302,0.2215,0.142
v_table,10000,0.17775,0.218,0.22575,0.3785
single_only,10500,0.657,0.11975,0.14625,0.077
max_combo,10500,0.3175,0.23825,0.21825,0.226
random2,10500,0.3345,0.30775,0.221,0.13675
v_table,10500,0.177,0.229,0.2305,0.3635
single_only,11000,0.67775,0.1145,0.14575,0.062
max_combo,11000,0.311,0.23225,0.2305,0.22625
random2,11000,0.33175,0.28675,0.2425,0.139
v_table,11000,0.17575,0.2205,0.232,0.37175
single_only,11500,0.676,0.106,0.14525,0.07275
max_combo,11500,0.29625,0.244,0.2235,0.23625
random2,11500,0.33225,0.3105,0.22575,0.1315
v_table,11500,0.15675,0.20825,0.23425,0.40075
single_only,12000,0.672,0.1105,0.15175,0.06575
max_combo,12000,0.31175,0.241,0.221,0.22625
random2,12000,0.341,0.28975,0.228,0.14125
v_table,12000,0.1825,0.2185,0.22125,0.37775
single_only,12500,0.67475,0.104,0.146,0.07525
max_combo,12500,0.3075,0.22175,0.22875,0.242
