episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds,eps_per_sec_total,eps_per_sec_window
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,76,0.019374361028894782,0.0034994069719687104,0.0,0.0,0.0,8.304348026984371,60.2094226271932,60.2094226271932
1000,76,0.016296171001158655,0.002959837089292705,0.0,0.0,0.0,16.330481976037845,61.23517979857097,62.29649332714728
1500,82,0.01731967891100794,0.0032187741016969085,0.0,0.0,0.0,24.104442866984755,62.229191866305776,64.31727751322626
2000,81,0.013388552935793996,0.002454265020787716,0.0,0.0,0.0,31.724457614007406,63.04284298045598,65.61667091200364
2500,73,0.016501507023349404,0.0035221290308982134,0.0,0.0,0.0,39.22659005201422,63.73227947382159,66.64771705001272
3000,67,0.011638134019449353,0.0028295160736888647,0.0,0.0,0.0,46.673421618063,64.27641034226158,67.14264926839147
3500,90,0.014452373026870191,0.0025304099544882774,0.0,0.0,0.0,54.759536494035274,63.91580762158643,61.83439237126596
4000,94,0.014750382048077881,0.0025686529697850347,0.0,0.0,0.0,61.93878026306629,64.57989619768433,69.64521836643038
4500,74,0.012676556943915784,0.0028850770322605968,0.0,0.0,0.0,69.89143955602776,64.3855675113491,62.87205091792713
5000,81,0.017590236966498196,0.003323386888951063,0.0,0.0,0.0,77.08503882598598,64.86342974136845,69.50623481184051
5500,66,0.014069187920540571,0.00309523509349674,0.0,0.0,0.0,84.81466172006913,64.8472786244524,64.68620873894619
6000,79,0.012684076093137264,0.0025287849130108953,0.0,0.0,0.0,92.54518601996824,64.8331940108197,64.67866610373697
6500,90,0.015165627002716064,0.0024938159622251987,0.0,0.0,0.0,99.67521421902347,65.21179864953272,70.12594986177653
7000,67,0.011941879987716675,0.002547792042605579,0.0,0.0,0.0,106.59135025902651,65.67136998442533,72.2947028670333
7500,74,0.012339528067968786,0.0030678679468110204,0.0,0.0,0.0,113.4266797399614,66.12200954126732,73.14936337664494
8000,73,0.012809499981813133,0.0024739380460232496,0.0,0.0,0.0,120.36165758396965,66.46634950518893,72.09828369271509
8500,82,0.016602440970018506,0.002645425032824278,0.0,0.0,0.0,128.0630520300474,66.37355478616617,64.92330752577476
9000,68,0.016360954963602126,0.0031240819953382015,0.0,0.0,0.0,135.65743270795792,66.34358192060967,65.83815339338078
9500,89,0.019128371961414814,0.003795730066485703,0.0,0.0,0.0,142.67783130903263,66.5835744266641,71.22102723960126
10000,56,40.339857488987036,0.002579750958830118,38.45370594796259,1.8703540000133216,0.0019798550056293607,190.65577081695665,52.450549790075456,10.421456301128151
10500,75,0.01512320397887379,0.0028276839293539524,0.0,0.0,0.0,197.82675309700426,53.076744351414035,69.72545468299224
11000,72,0.015850956900976598,0.005656895111314952,0.0,0.0,0.0,204.8812514920719,53.68963689889242,70.8767614646549
11500,69,0.013081053039059043,0.002421668032184243,0.0,0.0,0.0,211.900222775992,54.270825435408334,71.23551013030345
12000,72,0.010421673068776727,0.002449040999636054,0.0,0.0,0.0,218.7790654359851,54.84985492595592,72.68664580859911
12500,72,0.01247878698632121,0.0024856720119714737,0.0,0.0,0.0,225.7335983980447,55.37500880997906,71.89555398295556
13000,76,0.01293206901755184,0.003226231085136533,0.0,0.0,0.0,233.18279337196145,55.75025417618638,67.12134690402696
13500,73,0.014095064951106906,0.003107338910922408,0.0,0.0,0.0,240.32369763799943,56.1742355526466,70.0191434266934
14000,69,0.013692093081772327,0.0027034530648961663,0.0,0.0,0.0,247.9837937069824,56.45530214181011,65.2733328012145
