opponent,episode,p0,p1,p2,p3
random2,18500,0.8475,0.1305,0.0175,0.0045
single_only,19000,0.784,0.161,0.044,0.011
max_combo,19000,0.597,0.2505,0.0985,0.054
random2,19000,0.806,0.156,0.028,0.01
single_only,19500,0.83,0.115,0.045,0.01
max_combo,19500,0.567,0.277,0.102,0.054
random2,19500,0.837,0.1395,0.018,0.0055
single_only,20000,0.803,0.1395,0.051,0.0065
max_combo,20000,0.578,0.262,0.1095,0.0505
random2,20000,0.85,0.13,0.0165,0.0035
