opponent,episode,p0,p1,p2,p3
single_only,500,0.2085,0.288,0.333,0.1705
max_combo,500,0.093,0.155,0.2615,0.4905
random2,500,0.3225,0.3475,0.2205,0.1095
single_only,1000,0.3505,0.267,0.237,0.1455
max_combo,1000,0.1545,0.2155,0.2495,0.3805
random2,1000,0.4355,0.308,0.1615,0.095
single_only,1500,0.3875,0.3535,0.1745,0.0845
max_combo,1500,0.1975,0.23,0.274,0.2985
random2,1500,0.514,0.3005,0.128,0.0575
single_only,2000,0.5185,0.312,0.1235,0.046
max_combo,2000,0.2245,0.278,0.244,0.2535
random2,2000,0.545,0.2955,0.1175,0.042
single_only,2500,0.576,0.273,0.117,0.034
max_combo,2500,0.2765,0.273,0.251,0.1995
random2,2500,0.6015,0.269,0.0945,0.035
single_only,3000,0.666,0.2115,0.096,0.0265
max_combo,3000,0.273,0.2855,0.2515,0.19
random2,3000,0.629,0.265,0.0795,0.0265
single_only,3500,0.6835,0.197,0.091,0.0285
max_combo,3500,0.3465,0.278,0.2075,0.168
random2,3500,0.665,0.2395,0.078,0.0175
single_only,4000,0.6985,0.1835,0.09,0.028
max_combo,4000,0.342,0.307,0.207,0.144
random2,4000,0.6755,0.24,0.0625,0.022
single_only,4500,0.73,0.1875,0.0635,0.019
max_combo,4500,0.3935,0.3045,0.191,0.111
random2,4500,0.7155,0.213,0.056,0.0155
single_only,5000,0.717,0.196,0.0695,0.0175
max_combo,5000,0.431,0.2705,0.1805,0.118
random2,5000,0.748,0.199,0.0405,0.0125
single_only,5500,0.703,0.1875,0.084,0.0255
max_combo,5500,0.432,0.3105,0.16,0.0975
random2,5500,0.7485,0.187,0.0555,0.009
single_only,6000,0.701,0.2035,0.0715,0.024
max_combo,6000,0.4445,0.3015,0.16,0.094
random2,6000,0.747,0.192,0.05,0.011
single_only,6500,0.635,0.2445,0.0915,0.029
max_combo,6500,0.4955,0.2675,0.1595,0.0775
random2,6500,0.7645,0.1845,0.036,0.015
single_only,7000,0.6985,0.21,0.071,0.0205
max_combo,7000,0.502,0.2785,0.149,0.0705
random2,7000,0.7615,0.1885,0.045,0.005
single_only,7500,0.658,0.2405,0.0825,0.019
max_combo,7500,0.493,0.282,0.156,0.069
random2,7500,0.7475,0.199,0.044,0.0095
single_only,8000,0.702,0.2135,0.0665,0.018
max_combo,8000,0.495,0.281,0.157,0.067
random2,8000,0.7735,0.1785,0.035,0.013
single_only,8500,0.6725,0.248,0.0645,0.015
max_combo,8500,0.5025,0.292,0.14,0.0655
random2,8500,0.7605,0.195,0.0385,0.006
single_only,9000,0.759,0.1815,0.0475,0.012
max_combo,9000,0.5165,0.282,0.1335,0.068
random2,9000,0.799,0.1635,0.032,0.0055
single_only,9500,0.7165,0.214,0.0565,0.013
max_combo,9500,0.526,0.2655,0.138,0.0705
random2,9500,0.7725,0.1845,0.038,0.005
single_only,10000,0.673,0.25,0.061,0.016
max_combo,10000,0.498,0.296,0.1425,0.0635
random2,10000,0.787,0.1705,0.0375,0.005
single_only,10500,0.7255,0.218,0.042,0.0145
max_combo,10500,0.5155,0.2985,0.12,0.066
random2,10500,0.7855,0.1845,0.024,0.006
single_only,11000,0.661,0.238,0.086,0.015
max_combo,11000,0.521,0.281,0.1285,0.0695
random2,11000,0.7805,0.183,0.0325,0.004
single_only,11500,0.693,0.22,0.0695,0.0175
max_combo,11500,0.5135,0.2825,0.134,0.07
random2,11500,0.7795,0.178,0.036,0.0065
single_only,12000,0.744,0.1835,0.06,0.0125
max_combo,12000,0.538,0.2825,0.123,0.0565
random2,12000,0.819,0.151,0.025,0.005
single_only,12500,0.717,0.1955,0.068,0.0195
max_combo,12500,0.543,0.266,0.128,0.063
random2,12500,0.812,0.158,0.023,0.007
single_only,13000,0.661,0.2305,0.076,0.0325
max_combo,13000,0.5545,0.2625,0.1175,0.0655
random2,13000,0.8235,0.1425,0.0255,0.0085
single_only,13500,0.691,0.224,0.0665,0.0185
max_combo,13500,0.568,0.2565,0.1135,0.062
random2,13500,0.8195,0.143,0.031,0.0065
single_only,14000,0.7525,0.1775,0.0585,0.0115
max_combo,14000,0.562,0.2605,0.124,0.0535
random2,14000,0.821,0.144,0.027,0.008
single_only,14500,0.744,0.1835,0.06,0.0125
max_combo,14500,0.548,0.2795,0.1215,0.051
random2,14500,0.7965,0.1725,0.0235,0.0075
single_only,15000,0.797,0.1425,0.049,0.0115
max_combo,15000,0.5955,0.26,0.0945,0.05
random2,15000,0.828,0.143,0.02,0.009
single_only,15500,0.795,0.146,0.0505,0.0085
max_combo,15500,0.573,0.266,0.109,0.052
random2,15500,0.835,0.1375,0.024,0.0035
single_only,16000,0.73,0.1965,0.0615,0.012
max_combo,16000,0.5805,0.2445,0.1115,0.0635
random2,16000,0.8265,0.148,0.0245,0.001
single_only,16500,0.7325,0.1915,0.063,0.013
max_combo,16500,0.5865,0.256,0.1125,0.045
random2,16500,0.826,0.1465,0.022,0.0055
single_only,17000,0.751,0.184,0.056,0.009
max_combo,17000,0.586,0.258,0.109,0.047
random2,17000,0.818,0.1525,0.023,0.0065
single_only,17500,0.7365,0.1975,0.0585,0.0075
max_combo,17500,0.569,0.264,0.1145,0.0525
random2,17500,0.806,0.1615,0.027,0.0055
single_only,18000,0.775,0.1745,0.045,0.0055
max_combo,18000,0.5655,0.283,0.105,0.0465
random2,18000,0.833,0.1485,0.017,0.0015
single_only,18500,0.807,0.141,0.046,0.006
max_combo,18500,0.5965,0.256,0.094,0.0535
