episode,ep_length,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,epsilon
1,70.0,1.389719545841217e-05,0.0,0.0,0.0,1.0
2,80.0,1.1400319635868073e-05,1.0,0.0,0.0,1.0
3,73.0,1.1184485629200935e-05,0.0,0.0,0.0,1.0
4,83.0,1.1456198990345001e-05,0.0,0.0,0.0,1.0
5,77.0,1.2703239917755127e-05,0.0,0.0,0.0,1.0
6,77.0,0.02673892118036747,1.0,0.0,0.0,0.9958081801801036
7,75.0,0.036089697387069464,1.0,0.0,0.0,0.9895533737083293
8,65.0,0.02861970756202936,0.0,0.0,0.0,0.983632944409115
9,76.0,0.03430172195658088,0.0,0.0,0.0,0.9768682274509316
10,83.0,0.038024873938411474,0.0,0.0,0.0,0.9689863770663922
11,73.0,0.030875835800543427,0.0,0.0,0.0,0.9626111719714324
12,83.0,0.03529354091733694,0.0,0.0,0.0,0.9554175190036465
13,70.0,0.033958693500608206,0.0,0.0,0.0,0.9485621933084712
14,85.0,0.03565854951739311,0.0,0.0,0.0,0.9414735292292377
15,74.0,0.03047560341656208,1.0,0.0,0.0,0.9355600060820768
16,79.0,0.034087229520082474,0.0,0.0,0.0,0.9288471623027823
17,71.0,0.030267880763858557,0.0,0.0,0.0,0.9227360431976
18,88.0,0.0318784445989877,2.0,0.0,0.0,0.9163901311428799
19,93.0,0.046845574863255024,0.0,0.0,0.0,0.9087235487287647
20,71.0,0.036008939845487475,0.0,0.0,0.0,0.9027448279387936
21,72.0,0.03252913081087172,0.0,0.0,0.0,0.8973437681566271
22,94.0,0.047960011288523674,0.0,0.0,0.0,0.8895695779571875
23,79.0,0.03687512269243598,0.0,0.0,0.0,0.8834517608957573
24,80.0,0.035218030447140336,2.0,0.0,0.0,0.8779026803584273
25,79.0,0.0402968164999038,0.0,0.0,0.0,0.8713420592001944
26,71.0,0.035541397985070944,0.0,0.0,0.0,0.8656092806320543
27,79.0,0.032686218386515975,1.0,0.0,0.0,0.8604304002574455
28,80.0,0.030714215245097876,2.0,0.0,0.0,0.8555391665153875
29,78.0,0.03284618258476257,0.0,0.0,0.0,0.8494004894294178
30,72.0,0.032886039931327105,0.0,0.0,0.0,0.8438120699675611
31,84.0,0.0436591412872076,0.0,0.0,0.0,0.8377575373155118
32,77.0,0.035943511640653014,0.0,0.0,0.0,0.8322457197640575
33,76.0,0.03575795888900757,0.0,0.0,0.0,0.8267701658466111
34,66.0,0.03562402748502791,0.0,0.0,0.0,0.821330636975603
35,68.0,0.035887568490579724,0.0,0.0,0.0,0.8149482243702426
36,82.0,0.029185068793594837,1.0,0.0,0.0,0.8098294238528277
37,68.0,0.03726295125670731,0.0,0.0,0.0,0.8037775183608437
38,73.0,0.042321284301579,0.0,0.0,0.0,0.7980102422064674
39,81.0,0.03358053066767752,1.0,0.0,0.0,0.7929978314562441
40,86.0,0.03290083282627165,1.0,0.0,0.0,0.7873079018683198
41,77.0,0.027890360914170742,1.0,0.0,0.0,0.782597493219763
42,78.0,0.030536992708221078,0.0,0.0,0.0,0.7774485874723135
43,78.0,0.030638743424788117,1.0,0.0,0.0,0.7723335576708336
44,79.0,0.044672922464087605,1.0,0.0,0.0,0.7672521809369538
45,73.0,0.039152586832642555,0.0,0.0,0.0,0.7619755745879209
46,80.0,0.039356646593660116,0.0,0.0,0.0,0.7565082363492249
47,67.0,0.038860847475007176,0.0,0.0,0.0,0.7508548033972445
48,87.0,0.034088867949321866,1.0,0.0,0.0,0.7454672590779372
49,69.0,0.02816966106183827,0.0,0.0,0.0,0.7410071800973455
50,71.0,0.02689099474810064,1.0,0.0,0.0,0.7367948239075652
51,86.0,0.03782492969185114,0.0,0.0,0.0,0.7310693238957938
52,82.0,0.0320748589001596,1.0,0.0,0.0,0.726041557104253
53,81.0,0.027571046724915504,2.0,0.0,0.0,0.7216977007531614
54,75.0,0.035913279047235847,0.0,0.0,0.0,0.716304409091862
55,76.0,0.024514882126823068,3.0,0.0,0.0,0.7126600110339106
56,81.0,0.03579013445414603,0.0,0.0,0.0,0.7073342585881991
57,72.0,0.03575494769029319,0.0,0.0,0.0,0.7026805285916604
58,62.0,0.030225009191781282,1.0,0.0,0.0,0.6988957141840891
59,78.0,0.03861126909032464,0.0,0.0,0.0,0.6940892142426066
60,75.0,0.03463520994409919,1.0,0.0,0.0,0.6897295455878983
61,77.0,0.036297550424933434,0.0,0.0,0.0,0.6851916414261405
62,83.0,0.039922168711200356,0.0,0.0,0.0,0.6802752443827972
63,79.0,0.03650808078236878,0.0,0.0,0.0,0.6757995424466211
64,72.0,0.04013606649823487,0.0,0.0,0.0,0.6711518812930314
65,79.0,0.03615926834754646,1.0,0.0,0.0,0.6667362042573386
66,77.0,0.03911678656004369,0.0,0.0,0.0,0.6621508741977767
67,93.0,0.0451940989587456,0.0,0.0,0.0,0.6568083172635245
68,77.0,0.038110288325697184,0.0,0.0,0.0,0.6522912640402436
69,68.0,0.030952780041843653,0.0,0.0,0.0,0.6483886505846665
70,74.0,0.03483718237839639,0.0,0.0,0.0,0.643736322897135
71,77.0,0.03346983669325709,0.0,0.0,0.0,0.6391173766589746
72,92.0,0.03452088707126677,1.0,0.0,0.0,0.6343412128794184
73,77.0,0.034444414312019944,0.0,0.0,0.0,0.6296007416678973
74,76.0,0.03270864929072559,0.0,0.0,0.0,0.6250832212580157
75,56.0,0.030997890047729015,0.0,0.0,0.0,0.6209706415239201
76,77.0,0.030781825305894017,1.0,0.0,0.0,0.6168851194862944
77,79.0,0.033611739752814174,0.0,0.0,0.0,0.6124588363938559
78,79.0,0.028691717190667987,1.0,0.0,0.0,0.6086118992328469
79,86.0,0.030215008417144418,1.0,0.0,0.0,0.6046076884692351
80,73.0,0.030204848619177938,1.0,0.0,0.0,0.60081006543501
81,81.0,0.03344537108205259,0.0,0.0,0.0,0.5966781277428083
82,72.0,0.030226069036871195,0.0,0.0,0.0,0.5931082438299775
83,83.0,0.027935272315517068,3.0,0.0,0.0,0.5897366392771326
84,73.0,0.0389449754729867,0.0,0.0,0.0,0.5856808566122114
85,68.0,0.04303714190609753,1.0,0.0,0.0,0.5821767686108924
86,77.0,0.04994888533838093,0.0,0.0,0.0,0.577826125525464
87,67.0,0.03314788988791406,0.0,0.0,0.0,0.5741967211266736
88,88.0,0.037705610040575266,1.0,0.0,0.0,0.5700767364517746
89,90.0,0.03439388796687126,2.0,0.0,0.0,0.5663260582164951
90,88.0,0.03558824793435633,1.0,0.0,0.0,0.562431276619708
