opponent,episode,p0,p1,p2,p3
single_only,500,0.305,0.204,0.2515,0.2395
max_combo,500,0.071,0.1255,0.2375,0.566
random2,500,0.264,0.2815,0.257,0.1975
single_only,1000,0.845,0.063,0.0535,0.0385
max_combo,1000,0.096,0.145,0.261,0.498
random2,1000,0.371,0.269,0.2025,0.1575
single_only,1500,0.903,0.0415,0.034,0.0215
max_combo,1500,0.1435,0.1725,0.24,0.444
random2,1500,0.433,0.2735,0.174,0.1195
single_only,2000,0.9345,0.031,0.0175,0.017
max_combo,2000,0.1295,0.163,0.2635,0.444
random2,2000,0.4505,0.255,0.189,0.1055
single_only,2500,0.92,0.043,0.0245,0.0125
max_combo,2500,0.1205,0.1535,0.2345,0.4915
random2,2500,0.4335,0.248,0.198,0.1205
single_only,3000,0.9165,0.046,0.029,0.0085
max_combo,3000,0.1165,0.1555,0.262,0.466
random2,3000,0.4245,0.276,0.186,0.1135
single_only,3500,0.914,0.047,0.024,0.015
max_combo,3500,0.0975,0.1735,0.245,0.484
random2,3500,0.438,0.2595,0.1795,0.123
single_only,4000,0.7885,0.125,0.067,0.0195
max_combo,4000,0.089,0.142,0.242,0.527
random2,4000,0.398,0.3045,0.19,0.1075
single_only,4500,0.64,0.2155,0.1075,0.037
max_combo,4500,0.065,0.124,0.255,0.556
random2,4500,0.3945,0.3085,0.1755,0.1215
single_only,5000,0.5365,0.244,0.124,0.0955
max_combo,5000,0.0525,0.096,0.1875,0.664
random2,5000,0.3125,0.259,0.1945,0.234
single_only,5500,0.607,0.226,0.106,0.061
max_combo,5500,0.076,0.112,0.179,0.633
random2,5500,0.3705,0.295,0.1715,0.163
single_only,6000,0.635,0.2335,0.104,0.0275
max_combo,6000,0.1005,0.1885,0.247,0.464
random2,6000,0.422,0.3255,0.148,0.1045
single_only,6500,0.652,0.226,0.0945,0.0275
max_combo,6500,0.137,0.189,0.246,0.428
random2,6500,0.4795,0.2795,0.1595,0.0815
single_only,7000,0.8195,0.1345,0.0395,0.0065
max_combo,7000,0.191,0.2265,0.2655,0.317
random2,7000,0.5535,0.278,0.1125,0.056
single_only,7500,0.8405,0.109,0.041,0.0095
max_combo,7500,0.2055,0.2225,0.2705,0.3015
random2,7500,0.602,0.2585,0.0965,0.043
single_only,8000,0.858,0.1035,0.0325,0.006
max_combo,8000,0.2285,0.2335,0.2685,0.2695
random2,8000,0.611,0.2455,0.1055,0.038
single_only,8500,0.9185,0.0545,0.02,0.007
max_combo,8500,0.235,0.2355,0.254,0.2755
random2,8500,0.6175,0.2475,0.0975,0.0375
single_only,9000,0.9085,0.064,0.021,0.0065
max_combo,9000,0.2325,0.2495,0.223,0.295
random2,9000,0.6065,0.2455,0.0955,0.0525
single_only,9500,0.9325,0.045,0.0175,0.005
max_combo,9500,0.235,0.239,0.2545,0.2715
random2,9500,0.5815,0.2555,0.112,0.051
single_only,10000,0.907,0.0665,0.0215,0.005
max_combo,10000,0.262,0.253,0.242,0.243
random2,10000,0.624,0.24,0.0955,0.0405
single_only,10500,0.949,0.037,0.0105,0.0035
max_combo,10500,0.238,0.2385,0.2375,0.286
random2,10500,0.589,0.2425,0.1125,0.056
single_only,11000,0.9465,0.035,0.015,0.0035
max_combo,11000,0.253,0.2405,0.2345,0.272
random2,11000,0.6275,0.221,0.102,0.0495
single_only,11500,0.9285,0.0575,0.012,0.002
max_combo,11500,0.2575,0.2755,0.2195,0.2475
random2,11500,0.644,0.228,0.0905,0.0375
single_only,12000,0.9375,0.0465,0.013,0.003
max_combo,12000,0.242,0.2495,0.241,0.2675
random2,12000,0.618,0.237,0.099,0.046
single_only,12500,0.945,0.039,0.014,0.002
max_combo,12500,0.2105,0.244,0.253,0.2925
random2,12500,0.5925,0.2405,0.1135,0.0535
single_only,13000,0.93,0.0475,0.018,0.0045
max_combo,13000,0.2375,0.266,0.243,0.2535
random2,13000,0.6345,0.2305,0.091,0.044
single_only,13500,0.942,0.045,0.011,0.002
max_combo,13500,0.2465,0.2405,0.2425,0.2705
random2,13500,0.63,0.2235,0.103,0.0435
single_only,14000,0.9135,0.0685,0.015,0.003
max_combo,14000,0.2435,0.2545,0.2375,0.2645
random2,14000,0.632,0.219,0.103,0.046
single_only,14500,0.911,0.0745,0.013,0.0015
max_combo,14500,0.2545,0.235,0.248,0.2625
random2,14500,0.5795,0.2515,0.118,0.051
single_only,15000,0.932,0.0515,0.016,0.0005
max_combo,15000,0.2375,0.246,0.2665,0.25
random2,15000,0.589,0.258,0.101,0.052
single_only,15500,0.917,0.0615,0.0145,0.007
max_combo,15500,0.261,0.239,0.2295,0.2705
random2,15500,0.574,0.254,0.121,0.051
single_only,16000,0.9325,0.048,0.0155,0.004
max_combo,16000,0.2385,0.254,0.24,0.2675
random2,16000,0.5885,0.231,0.1185,0.062
single_only,16500,0.94,0.044,0.012,0.004
max_combo,16500,0.2645,0.2275,0.241,0.267
random2,16500,0.616,0.234,0.103,0.047
single_only,17000,0.9375,0.0435,0.014,0.005
max_combo,17000,0.2415,0.231,0.2405,0.287
random2,17000,0.611,0.2435,0.102,0.0435
single_only,17500,0.931,0.051,0.0135,0.0045
max_combo,17500,0.2545,0.2595,0.2365,0.2495
random2,17500,0.621,0.237,0.094,0.048
single_only,18000,0.9205,0.0525,0.0235,0.0035
max_combo,18000,0.2235,0.237,0.2445,0.295
random2,18000,0.538,0.269,0.121,0.072
single_only,18500,0.946,0.036,0.013,0.005
max_combo,18500,0.238,0.231,0.239,0.292
random2,18500,0.559,0.2685,0.114,0.0585
single_only,19000,0.945,0.0405,0.0105,0.004
max_combo,19000,0.2205,0.2285,0.239,0.312
random2,19000,0.536,0.2725,0.1165,0.075
single_only,19500,0.9445,0.0335,0.019,0.003
max_combo,19500,0.226,0.232,0.224,0.318
random2,19500,0.5535,0.2265,0.129,0.091
single_only,20000,0.946,0.0325,0.017,0.0045
max_combo,20000,0.232,0.243,0.2285,0.2965
random2,20000,0.5405,0.262,0.119,0.0785
