opponent,episode,p0,p1,p2,p3
single_only,2000,0.777,0.1375,0.066,0.0195
max_combo,2000,0.2025,0.23,0.26,0.3075
random2,2000,0.5895,0.258,0.1095,0.043
single_only,4000,0.68,0.1285,0.0885,0.103
max_combo,4000,0.2335,0.242,0.2515,0.273
random2,4000,0.6005,0.206,0.106,0.0875
single_only,6000,0.632,0.162,0.0945,0.1115
max_combo,6000,0.2215,0.2395,0.2575,0.2815
random2,6000,0.5885,0.203,0.1085,0.1
single_only,8000,0.847,0.106,0.037,0.01
max_combo,8000,0.264,0.268,0.2395,0.2285
random2,8000,0.665,0.212,0.0815,0.0415
single_only,10000,0.693,0.2515,0.046,0.0095
max_combo,10000,0.2345,0.3445,0.245,0.176
random2,10000,0.724,0.215,0.044,0.017
