version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,step_reward,delta_weight,final_reward,env_reward,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last,parameter_sharing,add_seat_id
67,2025-08-12 22:50:39,PPO,500000,10000,10000,4,64,True,False,18,65,"ppo,opp,opp,opp",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_67/train/ppo_model_67_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_67/train,none,0.0,none,True,0.0,0.0,0.0,0.0,0.0,True,True
