opponent,episode,p0,p1,p2,p3
single_only,150000,0.703,0.2335,0.056,0.0075
max_combo,150000,0.4505,0.335,0.134,0.0805
random2,150000,0.7985,0.17,0.0235,0.008
single_only,160000,0.6875,0.2185,0.073,0.021
max_combo,160000,0.424,0.3015,0.176,0.0985
random2,160000,0.8285,0.1425,0.023,0.006
single_only,170000,0.794,0.1415,0.051,0.0135
max_combo,170000,0.427,0.312,0.1675,0.0935
random2,170000,0.8045,0.151,0.0315,0.013
single_only,180000,0.802,0.1515,0.0405,0.006
max_combo,180000,0.4385,0.3205,0.1645,0.0765
random2,180000,0.813,0.1595,0.022,0.0055
single_only,190000,0.685,0.221,0.0805,0.0135
max_combo,190000,0.429,0.2875,0.177,0.1065
random2,190000,0.785,0.1715,0.034,0.0095
single_only,200000,0.775,0.1625,0.056,0.0065
max_combo,200000,0.423,0.307,0.182,0.088
random2,200000,0.777,0.1855,0.0325,0.005
single_only,210000,0.823,0.131,0.0405,0.0055
max_combo,210000,0.4565,0.31,0.156,0.0775
random2,210000,0.783,0.1675,0.0405,0.009
single_only,220000,0.8185,0.1285,0.04,0.013
max_combo,220000,0.4215,0.307,0.1745,0.097
random2,220000,0.817,0.1505,0.0255,0.007
single_only,230000,0.821,0.13,0.0385,0.0105
max_combo,230000,0.4185,0.269,0.2,0.1125
random2,230000,0.802,0.15,0.037,0.011
single_only,240000,0.754,0.174,0.0625,0.0095
max_combo,240000,0.422,0.3135,0.177,0.0875
random2,240000,0.7705,0.1875,0.036,0.006
single_only,250000,0.7185,0.1725,0.0935,0.0155
max_combo,250000,0.4275,0.2985,0.177,0.097
random2,250000,0.7765,0.174,0.038,0.0115
single_only,260000,0.823,0.123,0.044,0.01
max_combo,260000,0.4235,0.324,0.1695,0.083
random2,260000,0.8185,0.1455,0.025,0.011
single_only,270000,0.7185,0.1765,0.0815,0.0235
max_combo,270000,0.4395,0.324,0.1595,0.077
random2,270000,0.7755,0.18,0.039,0.0055
single_only,280000,0.69,0.2105,0.092,0.0075
max_combo,280000,0.4355,0.3165,0.1675,0.0805
random2,280000,0.776,0.183,0.038,0.003
single_only,290000,0.777,0.1295,0.0715,0.022
max_combo,290000,0.4185,0.2855,0.1895,0.1065
random2,290000,0.7855,0.163,0.0425,0.009
single_only,300000,0.832,0.1075,0.0455,0.015
max_combo,300000,0.4345,0.2795,0.187,0.099
random2,300000,0.8005,0.147,0.042,0.0105
single_only,310000,0.7445,0.161,0.0765,0.018
max_combo,310000,0.4485,0.288,0.1785,0.085
random2,310000,0.7875,0.1765,0.0325,0.0035
single_only,320000,0.793,0.1125,0.074,0.0205
max_combo,320000,0.412,0.304,0.1785,0.1055
random2,320000,0.757,0.1775,0.0535,0.012
single_only,330000,0.793,0.1325,0.0645,0.01
max_combo,330000,0.395,0.324,0.1865,0.0945
random2,330000,0.7905,0.1665,0.035,0.008
single_only,340000,0.7975,0.1375,0.0555,0.0095
max_combo,340000,0.425,0.3305,0.1805,0.064
random2,340000,0.7985,0.152,0.0425,0.007
single_only,350000,0.7795,0.15,0.0645,0.006
max_combo,350000,0.425,0.3155,0.183,0.0765
random2,350000,0.771,0.186,0.038,0.005
single_only,360000,0.8515,0.109,0.0335,0.006
max_combo,360000,0.45,0.311,0.167,0.072
random2,360000,0.8225,0.1445,0.0295,0.0035
single_only,370000,0.878,0.0805,0.0325,0.009
max_combo,370000,0.439,0.2805,0.184,0.0965
random2,370000,0.826,0.138,0.03,0.006
single_only,380000,0.8105,0.1325,0.05,0.007
max_combo,380000,0.4535,0.2875,0.1645,0.0945
random2,380000,0.8065,0.1535,0.0305,0.0095
single_only,390000,0.832,0.122,0.0355,0.0105
max_combo,390000,0.471,0.3085,0.1555,0.065
random2,390000,0.811,0.15,0.03,0.009
single_only,400000,0.858,0.1055,0.028,0.0085
max_combo,400000,0.4455,0.2925,0.161,0.101
random2,400000,0.7945,0.1525,0.04,0.013
single_only,410000,0.7485,0.195,0.0525,0.004
max_combo,410000,0.4135,0.327,0.1705,0.089
random2,410000,0.7945,0.1775,0.0275,0.0005
single_only,420000,0.8235,0.1255,0.045,0.006
max_combo,420000,0.4555,0.304,0.164,0.0765
random2,420000,0.81,0.1475,0.034,0.0085
single_only,430000,0.842,0.1215,0.033,0.0035
max_combo,430000,0.4765,0.29,0.153,0.0805
random2,430000,0.8005,0.162,0.0295,0.008
single_only,440000,0.8185,0.146,0.0275,0.008
max_combo,440000,0.4575,0.314,0.1445,0.084
random2,440000,0.8055,0.1615,0.0285,0.0045
single_only,450000,0.7815,0.163,0.0475,0.008
max_combo,450000,0.443,0.3005,0.1695,0.087
random2,450000,0.7955,0.165,0.0285,0.011
single_only,460000,0.8495,0.109,0.034,0.0075
max_combo,460000,0.4625,0.2645,0.166,0.107
random2,460000,0.81,0.1475,0.0295,0.013
single_only,470000,0.8045,0.1355,0.0525,0.0075
max_combo,470000,0.449,0.289,0.159,0.103
random2,470000,0.803,0.1495,0.0395,0.008
single_only,480000,0.7475,0.192,0.052,0.0085
max_combo,480000,0.453,0.2995,0.1655,0.082
random2,480000,0.78,0.177,0.041,0.002
single_only,490000,0.6445,0.191,0.1255,0.039
max_combo,490000,0.4395,0.3025,0.1675,0.0905
random2,490000,0.742,0.187,0.056,0.015
single_only,500000,0.729,0.168,0.081,0.022
max_combo,500000,0.4425,0.272,0.183,0.1025
random2,500000,0.785,0.1625,0.0445,0.008
