opponent,episode,p0,p1,p2,p3
single_only,10000,0.906,0.052,0.0285,0.0135
max_combo,10000,0.3145,0.2905,0.216,0.179
random2,10000,0.6905,0.192,0.0835,0.034
single_only,20000,0.8335,0.1265,0.0275,0.0125
max_combo,20000,0.351,0.2825,0.187,0.1795
random2,20000,0.745,0.1695,0.056,0.0295
single_only,30000,0.842,0.1225,0.029,0.0065
max_combo,30000,0.37,0.321,0.193,0.116
random2,30000,0.747,0.1985,0.043,0.0115
single_only,40000,0.776,0.197,0.0225,0.0045
max_combo,40000,0.3215,0.306,0.2445,0.128
random2,40000,0.7565,0.19,0.0425,0.011
single_only,50000,0.712,0.2465,0.036,0.0055
max_combo,50000,0.369,0.2925,0.212,0.1265
random2,50000,0.718,0.2155,0.0455,0.021
single_only,60000,0.7955,0.1405,0.0555,0.0085
max_combo,60000,0.364,0.302,0.22,0.114
random2,60000,0.7605,0.1765,0.0445,0.0185
single_only,70000,0.7615,0.161,0.0665,0.011
max_combo,70000,0.367,0.3115,0.2175,0.104
random2,70000,0.7525,0.182,0.0555,0.01
single_only,80000,0.8325,0.1055,0.055,0.007
max_combo,80000,0.373,0.316,0.208,0.103
random2,80000,0.7555,0.1795,0.051,0.014
single_only,90000,0.716,0.2145,0.0605,0.009
max_combo,90000,0.38,0.319,0.201,0.1
random2,90000,0.743,0.205,0.046,0.006
single_only,100000,0.7875,0.1445,0.055,0.013
max_combo,100000,0.441,0.278,0.172,0.109
random2,100000,0.7745,0.164,0.0425,0.019
single_only,110000,0.82,0.1455,0.033,0.0015
max_combo,110000,0.422,0.322,0.1715,0.0845
random2,110000,0.804,0.158,0.033,0.005
single_only,120000,0.8035,0.168,0.0265,0.002
max_combo,120000,0.419,0.295,0.1855,0.1005
random2,120000,0.7915,0.1675,0.0305,0.0105
single_only,130000,0.786,0.16,0.0465,0.0075
max_combo,130000,0.424,0.28,0.168,0.128
random2,130000,0.773,0.1725,0.04,0.0145
single_only,140000,0.7575,0.17,0.0615,0.011
max_combo,140000,0.4145,0.2905,0.186,0.109
random2,140000,0.783,0.1585,0.0435,0.015
