episode,ep_length,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,epsilon
1,74.0,1.9007595255970955e-05,3.0,0.0,0.0,1.0
2,73.0,1.7490936443209648e-05,1.0,0.0,0.0,1.0
3,73.0,1.3860873878002167e-05,0.0,0.0,0.0,1.0
4,80.0,1.5152618288993835e-05,1.0,0.0,0.0,1.0
5,66.0,1.054094173014164e-05,0.0,0.0,0.0,1.0
6,86.0,1.7759855836629868e-05,1.0,0.0,0.0,1.0
7,73.0,0.0770930943544954,1.0,0.0,0.0,0.9940170692592074
8,80.0,0.02609376166947186,3.0,0.0,0.0,0.9883664439118376
9,80.0,0.02696014568209648,3.0,0.0,0.0,0.9830428531694345
10,87.0,0.04147631488740444,1.0,0.0,0.0,0.9756965129813395
11,76.0,0.041047305800020695,0.0,0.0,0.0,0.9692771602144565
12,85.0,0.03545584436506033,1.0,0.0,0.0,0.9629000419840276
13,76.0,0.026498659048229456,2.0,0.0,0.0,0.957426305614215
14,82.0,0.02176768728531897,3.0,0.0,0.0,0.9528409850891864
15,67.0,0.03453031415119767,0.0,0.0,0.0,0.9460041465776737
16,78.0,0.03535367688164115,1.0,0.0,0.0,0.9400621660074104
17,79.0,0.042879468062892556,0.0,0.0,0.0,0.9333170182646591
18,77.0,0.03491964493878186,0.0,0.0,0.0,0.9266202684042146
19,78.0,0.03617824334651232,0.0,0.0,0.0,0.919971569160887
20,73.0,0.032533663557842374,0.0,0.0,0.0,0.913644669161937
21,75.0,0.044389706337824464,0.0,0.0,0.0,0.9070890726272437
22,66.0,0.030607052147388458,1.0,0.0,0.0,0.9019326013103783
23,79.0,0.031161420047283173,1.0,0.0,0.0,0.8959985598715371
24,75.0,0.02841538959182799,0.0,0.0,0.0,0.890637862543976
25,66.0,0.02815481391735375,0.0,0.0,0.0,0.885309237897248
26,77.0,0.03618231485597789,0.0,0.0,0.0,0.8786932670753377
27,77.0,0.030905366642400622,0.0,0.0,0.0,0.8729121230616055
28,80.0,0.03616258967667818,0.0,0.0,0.0,0.8661288800084601
29,73.0,0.028521647676825523,1.0,0.0,0.0,0.8609468909067693
30,82.0,0.032746331533417106,0.0,0.0,0.0,0.8550259200140033
31,86.0,0.03871797677129507,0.0,0.0,0.0,0.8481271529264106
32,70.0,0.03169047785922885,0.0,0.0,0.0,0.8425471110656779
33,82.0,0.03221936523914337,1.0,0.0,0.0,0.8367526805693326
34,86.0,0.0395286597777158,0.0,0.0,0.0,0.8300013509101429
35,83.0,0.032651353161782026,1.0,0.0,0.0,0.8245405632598917
36,78.0,0.03221075772307813,2.0,0.0,0.0,0.8198533501819883
37,70.0,0.040673912269994617,0.0,0.0,0.0,0.8142149909823264
38,64.0,0.03007503761909902,0.0,0.0,0.0,0.8093435990831642
39,92.0,0.03997830115258694,0.0,0.0,0.0,0.8025725752660817
40,73.0,0.03071293910034001,0.0,0.0,0.0,0.7972922484297008
41,92.0,0.03386219427920878,1.0,0.0,0.0,0.791571505478573
42,73.0,0.030230675358325243,1.0,0.0,0.0,0.7865995373085145
43,61.0,0.03450169833377004,0.0,0.0,0.0,0.7818933667560584
44,77.0,0.03705593035556376,1.0,0.0,0.0,0.776749093633716
45,74.0,0.01784818945452571,3.0,0.0,0.0,0.773725218953622
46,88.0,0.03627242217771709,1.0,0.0,0.0,0.7677127394864991
47,79.0,0.030370061052963138,0.0,0.0,0.0,0.7626617642776862
48,69.0,0.03038137569092214,0.0,0.0,0.0,0.7576440207051971
49,72.0,0.030873709125444293,0.0,0.0,0.0,0.7528851556764415
50,75.0,0.0434032678604126,0.0,0.0,0.0,0.747931734870961
51,73.0,0.01763277454301715,3.0,0.0,0.0,0.7452436189002138
52,84.0,0.03436035197228193,0.0,0.0,0.0,0.7398963360336197
53,66.0,0.025060716085135937,2.0,0.0,0.0,0.736573785460393
54,74.0,0.0438513879198581,0.0,0.0,0.0,0.7310693238957938
55,76.0,0.04240243136882782,0.0,0.0,0.0,0.7258237446371217
56,89.0,0.05128803150728345,0.0,0.0,0.0,0.7201834989084346
57,82.0,0.038382892264053226,0.0,0.0,0.0,0.7148015229713979
58,68.0,0.04417942790314555,0.0,0.0,0.0,0.7098856343651209
59,72.0,0.040090062422677875,1.0,0.0,0.0,0.7056384377808309
60,77.0,0.04335486958734691,0.0,0.0,0.0,0.7005753305865364
61,70.0,0.0409834748134017,0.0,0.0,0.0,0.6959660692773317
62,65.0,0.042256985791027546,0.0,0.0,0.0,0.6913871334576056
63,82.0,0.04492364381439984,1.0,0.0,0.0,0.6862203545448903
64,77.0,0.03036919143050909,1.0,0.0,0.0,0.681910111267019
