episode,ep_length,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,epsilon
1,27.0,1.2927921488881111e-05,0.0,0.0,0.0,1.0
2,35.0,7.150694727897644e-06,0.0,0.0,0.0,1.0
3,26.0,4.71062958240509e-06,0.0,0.0,0.0,1.0
4,33.0,2.7320347726345062e-06,3.0,0.0,0.0,1.0
5,31.0,2.1739397197961807e-06,3.0,0.0,0.0,1.0
6,29.0,5.245674401521683e-06,2.0,0.0,0.0,1.0
7,28.0,9.751878678798676e-06,0.0,0.0,0.0,1.0
8,34.0,5.7979486882686615e-06,2.0,0.0,0.0,1.0
9,34.0,5.609123036265373e-06,1.0,0.0,0.0,1.0
10,35.0,4.746951162815094e-06,2.0,0.0,0.0,1.0
11,36.0,7.778871804475784e-06,0.0,0.0,0.0,1.0
12,32.0,5.61494380235672e-06,2.0,0.0,0.0,1.0
13,34.0,1.2308591976761818e-05,0.0,0.0,0.0,1.0
14,32.0,6.011687219142914e-06,2.0,0.0,0.0,1.0
15,36.0,6.279442459344864e-06,2.0,0.0,0.0,1.0
16,36.0,0.02574448799714446,2.0,0.0,0.0,0.9976025184885671
17,29.0,0.01816694065928459,0.0,0.0,0.0,0.9949122216592634
18,29.0,0.00863668811507523,3.0,0.0,0.0,0.9940170692592074
19,31.0,0.013231172226369381,3.0,0.0,0.0,0.9919315111669599
20,30.0,0.019903553184121847,0.0,0.0,0.0,0.9892565076962169
21,31.0,0.012121985200792551,3.0,0.0,0.0,0.9877735129984705
22,37.0,0.025258663576096296,0.0,0.0,0.0,0.9842233898629276
23,30.0,0.040285275084897876,1.0,0.0,0.0,0.9818637324826113
24,33.0,0.02447065687738359,1.0,0.0,0.0,0.9792158794175366
25,30.0,0.03126994031481445,0.0,0.0,0.0,0.9762821944326016
26,38.0,0.01537102903239429,3.0,0.0,0.0,0.9745262039365118
27,31.0,0.06338196317665279,1.0,0.0,0.0,0.9721897953801671
28,30.0,0.03060131100937724,1.0,0.0,0.0,0.9695680306236436
29,28.0,0.029199444921687245,1.0,0.0,0.0,0.967243509196147
30,30.0,0.020120999310165644,0.0,0.0,0.0,0.964635083397566
31,29.0,0.026958263479173183,1.0,0.0,0.0,0.962322388619841
32,29.0,0.020398417254909873,0.0,0.0,0.0,0.9597272339135414
