opponent,episode,p0,p1,p2,p3
single_only,5000,0.584,0.1245,0.182,0.1095
max_combo,5000,0.3165,0.225,0.223,0.2355
random2,5000,0.346,0.2735,0.229,0.1515
single_only,10000,0.5205,0.15,0.215,0.1145
max_combo,10000,0.285,0.264,0.24,0.211
random2,10000,0.3345,0.286,0.2525,0.127
single_only,15000,0.5145,0.1735,0.194,0.118
max_combo,15000,0.303,0.266,0.228,0.203
random2,15000,0.349,0.3,0.217,0.134
single_only,20000,0.539,0.148,0.185,0.128
max_combo,20000,0.297,0.2575,0.2355,0.21
random2,20000,0.3435,0.291,0.231,0.1345
single_only,25000,0.481,0.164,0.227,0.128
max_combo,25000,0.2925,0.2735,0.23,0.204
random2,25000,0.3315,0.3195,0.2245,0.1245
single_only,30000,0.517,0.151,0.217,0.115
max_combo,30000,0.305,0.249,0.2435,0.2025
random2,30000,0.333,0.3035,0.232,0.1315
single_only,35000,0.506,0.1725,0.1995,0.122
max_combo,35000,0.3115,0.2615,0.229,0.198
random2,35000,0.3485,0.31,0.231,0.1105
single_only,40000,0.591,0.121,0.176,0.112
max_combo,40000,0.3175,0.234,0.2305,0.218
random2,40000,0.3835,0.2775,0.21,0.129
single_only,45000,0.5565,0.144,0.1905,0.109
max_combo,45000,0.3085,0.257,0.2485,0.186
random2,45000,0.356,0.2885,0.2455,0.11
single_only,50000,0.5675,0.137,0.1875,0.108
max_combo,50000,0.3365,0.2275,0.2275,0.2085
random2,50000,0.356,0.2915,0.2275,0.125
single_only,55000,0.576,0.1325,0.1955,0.096
max_combo,55000,0.3505,0.2185,0.2315,0.1995
random2,55000,0.3415,0.284,0.2405,0.134
single_only,60000,0.558,0.1285,0.191,0.1225
max_combo,60000,0.3215,0.2555,0.2295,0.1935
random2,60000,0.377,0.2765,0.2205,0.126
single_only,65000,0.5815,0.1275,0.181,0.11
max_combo,65000,0.3265,0.249,0.2465,0.178
random2,65000,0.354,0.299,0.2325,0.1145
single_only,70000,0.614,0.105,0.1625,0.1185
max_combo,70000,0.3435,0.2335,0.2195,0.2035
random2,70000,0.347,0.284,0.22,0.149
single_only,75000,0.584,0.1395,0.172,0.1045
max_combo,75000,0.3245,0.2585,0.2205,0.1965
random2,75000,0.372,0.288,0.207,0.133
single_only,80000,0.5895,0.1525,0.1495,0.1085
max_combo,80000,0.323,0.244,0.2205,0.2125
random2,80000,0.3515,0.298,0.2265,0.124
single_only,85000,0.5285,0.1795,0.1895,0.1025
max_combo,85000,0.316,0.26,0.2285,0.1955
random2,85000,0.348,0.304,0.2365,0.1115
single_only,90000,0.616,0.1075,0.179,0.0975
max_combo,90000,0.3425,0.238,0.234,0.1855
random2,90000,0.372,0.257,0.2325,0.1385
single_only,95000,0.607,0.1185,0.188,0.0865
max_combo,95000,0.3265,0.263,0.2255,0.185
random2,95000,0.376,0.2925,0.2045,0.127
single_only,100000,0.6625,0.1045,0.1505,0.0825
max_combo,100000,0.3485,0.243,0.2295,0.179
random2,100000,0.367,0.284,0.2265,0.1225
