episode,ep_length,ep_env_return_p0,ep_shaping_return_p0,ep_final_bonus_p0,ep_env_return_avg,ep_shaping_return_avg,ep_final_bonus_avg,epsilon_p0
1,47.0,2.0,0.0,0.0,1.5,0.0,0.0,1.0
2,26.0,2.0,0.0,0.0,1.5,0.0,0.0,1.0
3,24.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0
4,37.0,3.0,0.0,0.0,1.5,0.0,0.0,1.0
5,34.0,1.0,0.0,0.0,1.5,0.0,0.0,1.0
6,35.0,3.0,0.0,0.0,1.5,0.0,0.0,1.0
7,38.0,3.0,0.0,0.0,1.5,0.0,0.0,1.0
8,37.0,3.0,0.0,0.0,1.5,0.0,0.0,1.0
9,22.0,2.0,0.0,0.0,1.5,0.0,0.0,1.0
10,31.0,3.0,0.0,0.0,1.5,0.0,0.0,1.0
11,42.0,1.0,0.0,0.0,1.5,0.0,0.0,1.0
12,33.0,2.0,0.0,0.0,1.5,0.0,0.0,1.0
13,35.0,3.0,0.0,0.0,1.5,0.0,0.0,1.0
14,30.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0
15,33.0,1.0,0.0,0.0,1.5,0.0,0.0,1.0
16,36.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0
17,30.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9964059340640079
18,33.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9940170692592074
19,42.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9913364415340957
20,27.0,3.0,0.0,0.0,1.5,0.0,0.0,0.990741728889455
21,35.0,2.0,0.0,0.0,1.5,0.0,0.0,0.988663042824685
22,30.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9854053442635735
23,36.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9827479403134837
24,39.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9803918202961833
25,27.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9789221146537114
26,33.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9777479366283534
27,37.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9756965129813395
28,32.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9736493934487319
29,35.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9710236925032121
30,25.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9681145509271917
31,28.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9655037761361375
32,34.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9637671722479357
33,42.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9611681213036641
34,30.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9603033294839322
35,36.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9588637385034599
36,35.0,1.0,0.0,0.0,1.5,0.0,0.0,0.9559910275810025
37,30.0,2.0,0.0,0.0,1.5,0.0,0.0,0.954271533803125
38,32.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9508418189897965
39,36.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9494164117622602
40,32.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9485621933084712
41,37.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9468560614073688
42,40.0,1.0,0.0,0.0,1.5,0.0,0.0,0.9437361191265148
43,38.0,1.0,0.0,0.0,1.5,0.0,0.0,0.9409087298443178
44,32.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9400621660074104
45,36.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9378083843448103
46,28.0,3.0,0.0,0.0,1.5,0.0,0.0,0.937245783716958
47,25.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9347182546525445
48,35.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9324772849186164
49,33.0,1.0,0.0,0.0,1.5,0.0,0.0,0.9299626153618326
50,28.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9282899376016454
51,33.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9252311717097
52,40.0,1.0,0.0,0.0,1.5,0.0,0.0,0.9221824846179255
53,22.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9210763635153376
54,37.0,3.0,0.0,0.0,1.5,0.0,0.0,0.919971569160887
55,35.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9183168618013431
56,30.0,2.0,0.0,0.0,1.5,0.0,0.0,0.9163901311428799
57,30.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9130965645884601
58,33.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9117277412819866
59,39.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9100878616879078
60,28.0,3.0,0.0,0.0,1.5,0.0,0.0,0.909269028311539
61,26.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9081783963846469
62,32.0,1.0,0.0,0.0,1.5,0.0,0.0,0.9054575363770448
63,38.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9035577860099964
64,38.0,3.0,0.0,0.0,1.5,0.0,0.0,0.9013915229235262
65,31.0,0.0,0.0,0.0,1.5,0.0,0.0,0.8986909960714479
66,37.0,2.0,0.0,0.0,1.5,0.0,0.0,0.8965364010238753
67,40.0,3.0,0.0,0.0,1.5,0.0,0.0,0.8949238453421531
68,29.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8927782819688049
69,28.0,3.0,0.0,0.0,1.5,0.0,0.0,0.8919750225410643
70,40.0,0.0,0.0,0.0,1.5,0.0,0.0,0.8885025747351447
71,34.0,3.0,0.0,0.0,1.5,0.0,0.0,0.8877031622895888
72,31.0,2.0,0.0,0.0,1.5,0.0,0.0,0.8858406625691297
73,36.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8834517608957573
74,32.0,2.0,0.0,0.0,1.5,0.0,0.0,0.8818627399090656
75,28.0,3.0,0.0,0.0,1.5,0.0,0.0,0.8808049807318203
76,40.0,0.0,0.0,0.0,1.5,0.0,0.0,0.8776393095543198
77,40.0,0.0,0.0,0.0,1.5,0.0,0.0,0.874222670502961
78,23.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8723884543498597
79,30.0,3.0,0.0,0.0,1.5,0.0,0.0,0.871603540262273
80,29.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8689922568133112
81,33.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8666487912848397
82,27.0,2.0,0.0,0.0,1.5,0.0,0.0,0.8648304659706199
83,29.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8624982238026561
84,34.0,1.0,0.0,0.0,1.5,0.0,0.0,0.8601722711373684
