opponent,episode,p0,p1,p2,p3
random2,6500,0.3385,0.285,0.216,0.1605
v_table,6500,0.18175,0.21925,0.20675,0.39225
single_only,7000,0.594,0.11625,0.17675,0.113
max_combo,7000,0.2995,0.229,0.227,0.2445
random2,7000,0.32325,0.29275,0.21675,0.16725
v_table,7000,0.19,0.20425,0.19025,0.4155
single_only,7500,0.56075,0.132,0.19025,0.117
max_combo,7500,0.283,0.24225,0.2325,0.24225
random2,7500,0.3195,0.29075,0.23,0.15975
v_table,7500,0.163,0.20975,0.22175,0.4055
single_only,8000,0.573,0.1245,0.1835,0.119
max_combo,8000,0.286,0.2335,0.22325,0.25725
random2,8000,0.31775,0.26425,0.232,0.186
v_table,8000,0.186,0.21275,0.18475,0.4165
single_only,8500,0.59375,0.11425,0.1825,0.1095
max_combo,8500,0.28975,0.2275,0.2355,0.24725
random2,8500,0.3255,0.27825,0.22925,0.167
v_table,8500,0.191,0.217,0.1915,0.4005
single_only,9000,0.573,0.1125,0.18625,0.12825
max_combo,9000,0.2765,0.2265,0.225,0.272
random2,9000,0.323,0.2625,0.2345,0.18
v_table,9000,0.17925,0.21275,0.19075,0.41725
single_only,9500,0.588,0.11675,0.17725,0.118
max_combo,9500,0.2975,0.217,0.23225,0.25325
random2,9500,0.324,0.28325,0.2265,0.16625
v_table,9500,0.17425,0.2135,0.20175,0.4105
single_only,10000,0.6035,0.123,0.167,0.1065
max_combo,10000,0.30825,0.2265,0.2225,0.24275
random2,10000,0.33425,0.26475,0.222,0.179
v_table,10000,0.17525,0.21625,0.202,0.4065
single_only,10500,0.573,0.124,0.186,0.117
max_combo,10500,0.292,0.23875,0.2225,0.24675
random2,10500,0.33475,0.2645,0.2255,0.17525
v_table,10500,0.18225,0.1985,0.20525,0.414
single_only,11000,0.5925,0.12075,0.178,0.10875
max_combo,11000,0.2975,0.24825,0.224,0.23025
random2,11000,0.343,0.2755,0.22475,0.15675
v_table,11000,0.17475,0.2085,0.22225,0.3945
single_only,11500,0.62625,0.111,0.15825,0.1045
max_combo,11500,0.296,0.23475,0.2165,0.25275
random2,11500,0.33825,0.27675,0.225,0.16
v_table,11500,0.1825,0.22225,0.20325,0.392
single_only,12000,0.5765,0.123,0.1655,0.135
max_combo,12000,0.2735,0.2415,0.2235,0.2615
random2,12000,0.336,0.269,0.22675,0.16825
v_table,12000,0.171,0.21225,0.18925,0.4275
single_only,12500,0.587,0.11725,0.1735,0.12225
max_combo,12500,0.29475,0.239,0.21275,0.2535
random2,12500,0.321,0.27675,0.23325,0.169
v_table,12500,0.18675,0.19825,0.19175,0.42325
single_only,13000,0.618,0.1175,0.161,0.1035
max_combo,13000,0.289,0.242,0.218,0.251
random2,13000,0.33125,0.2735,0.22325,0.172
v_table,13000,0.17075,0.22325,0.2035,0.4025
single_only,13500,0.555,0.12075,0.20425,0.12
max_combo,13500,0.27,0.2465,0.2355,0.248
random2,13500,0.328,0.28425,0.23125,0.1565
v_table,13500,0.16125,0.21775,0.2045,0.4165
single_only,14000,0.6015,0.12625,0.15575,0.1165
max_combo,14000,0.2925,0.2385,0.22125,0.24775
random2,14000,0.33,0.2845,0.22825,0.15725
v_table,14000,0.1725,0.2185,0.19525,0.41375
single_only,14500,0.587,0.13425,0.16725,0.1115
max_combo,14500,0.2985,0.25075,0.21575,0.235
random2,14500,0.3545,0.27175,0.2085,0.16525
v_table,14500,0.18025,0.2205,0.20125,0.398
single_only,15000,0.56475,0.13725,0.1835,0.1145
max_combo,15000,0.30125,0.24375,0.2305,0.2245
random2,15000,0.35325,0.273,0.21725,0.1565
v_table,15000,0.18325,0.223,0.208,0.38575
single_only,15500,0.6095,0.12425,0.1525,0.11375
max_combo,15500,0.307,0.22775,0.22275,0.2425
random2,15500,0.3485,0.263,0.21225,0.17625
v_table,15500,0.189,0.21025,0.18325,0.4175
single_only,16000,0.573,0.126,0.177,0.124
max_combo,16000,0.3035,0.23225,0.20025,0.264
random2,16000,0.3305,0.25925,0.216,0.19425
v_table,16000,0.17225,0.219,0.18675,0.422
single_only,16500,0.56425,0.1395,0.1675,0.12875
max_combo,16500,0.3045,0.2285,0.197,0.27
random2,16500,0.3365,0.269,0.218,0.1765
v_table,16500,0.17075,0.22475,0.18125,0.42325
single_only,17000,0.61825,0.1185,0.15,0.11325
max_combo,17000,0.30875,0.22975,0.20925,0.25225
random2,17000,0.3455,0.25925,0.2195,0.17575
v_table,17000,0.18975,0.22275,0.192,0.3955
single_only,17500,0.5945,0.1145,0.17875,0.11225
max_combo,17500,0.3195,0.229,0.2075,0.244
random2,17500,0.343,0.26825,0.21725,0.1715
v_table,17500,0.202,0.21675,0.19275,0.3885
single_only,18000,0.61925,0.105,0.16875,0.107
max_combo,18000,0.30025,0.23575,0.21125,0.25275
random2,18000,0.362,0.27075,0.20175,0.1655
v_table,18000,0.19875,0.2255,0.184,0.39175
single_only,18500,0.6305,0.10225,0.1385,0.12875
max_combo,18500,0.30775,0.23175,0.19025,0.27025
random2,18500,0.356,0.25375,0.19825,0.192
v_table,18500,0.1855,0.234,0.177,0.4035
single_only,19000,0.62075,0.124,0.1445,0.11075
max_combo,19000,0.30325,0.232,0.2055,0.25925
random2,19000,0.352,0.26375,0.21125,0.173
v_table,19000,0.16975,0.235,0.18525,0.41
single_only,19500,0.6055,0.1295,0.15625,0.10875
max_combo,19500,0.32125,0.22775,0.20925,0.24175
random2,19500,0.348,0.2825,0.22075,0.14875
v_table,19500,0.19325,0.236,0.18375,0.387
single_only,20000,0.61875,0.1195,0.1615,0.10025
max_combo,20000,0.31725,0.237,0.21775,0.228
random2,20000,0.35925,0.2575,0.215,0.16825
v_table,20000,0.193,0.23,0.2005,0.3765
