opponent,episode,p0,p1,p2,p3
single_only,500,0.50675,0.11925,0.1945,0.1795
max_combo,500,0.28475,0.1915,0.213,0.31075
random2,500,0.27175,0.2575,0.24775,0.223
v_table,500,0.1705,0.18825,0.1745,0.46675
single_only,1000,0.52775,0.12675,0.19275,0.15275
max_combo,1000,0.281,0.20925,0.22375,0.286
random2,1000,0.26475,0.271,0.25125,0.213
v_table,1000,0.1695,0.1885,0.176,0.466
single_only,1500,0.5315,0.1255,0.18625,0.15675
max_combo,1500,0.28625,0.211,0.22375,0.279
random2,1500,0.303,0.269,0.23075,0.19725
v_table,1500,0.1715,0.19075,0.1895,0.44825
single_only,2000,0.558,0.1245,0.174,0.1435
max_combo,2000,0.27775,0.2115,0.213,0.29775
random2,2000,0.282,0.2745,0.2215,0.222
v_table,2000,0.15975,0.1815,0.18225,0.4765
single_only,2500,0.52275,0.114,0.1885,0.17475
max_combo,2500,0.27125,0.20125,0.224,0.3035
random2,2500,0.268,0.25475,0.242,0.23525
v_table,2500,0.165,0.1835,0.16375,0.48775
single_only,3000,0.473,0.1215,0.2055,0.2
max_combo,3000,0.27575,0.187,0.2245,0.31275
random2,3000,0.26725,0.2525,0.2515,0.22875
v_table,3000,0.16225,0.186,0.17,0.48175
single_only,3500,0.54125,0.1225,0.1805,0.15575
max_combo,3500,0.27125,0.21525,0.23475,0.27875
random2,3500,0.2725,0.27725,0.2295,0.22075
v_table,3500,0.1555,0.19775,0.1845,0.46225
single_only,4000,0.5475,0.1345,0.1775,0.1405
max_combo,4000,0.2775,0.21975,0.2255,0.27725
random2,4000,0.28675,0.26925,0.24475,0.19925
v_table,4000,0.17925,0.2,0.189,0.43175
single_only,4500,0.5825,0.1225,0.17625,0.11875
max_combo,4500,0.28925,0.2375,0.233,0.24025
random2,4500,0.30675,0.27825,0.239,0.176
v_table,4500,0.1745,0.229,0.19525,0.40125
single_only,5000,0.602,0.11775,0.17325,0.107
max_combo,5000,0.28575,0.237,0.2275,0.24975
random2,5000,0.338,0.27725,0.21275,0.172
v_table,5000,0.165,0.208,0.203,0.424
single_only,5500,0.59025,0.127,0.17175,0.111
max_combo,5500,0.28425,0.233,0.24075,0.242
random2,5500,0.3365,0.26825,0.23475,0.1605
v_table,5500,0.17475,0.21375,0.20375,0.40775
single_only,6000,0.585,0.1125,0.19025,0.11225
max_combo,6000,0.30275,0.2295,0.223,0.24475
random2,6000,0.328,0.2795,0.23125,0.16125
v_table,6000,0.192,0.21125,0.19375,0.403
single_only,6500,0.60775,0.121,0.17125,0.1
max_combo,6500,0.3065,0.231,0.22775,0.23475
