opponent,episode,p0,p1,p2,p3
random2,15500,0.694,0.2465,0.0505,0.009
single_only,16000,0.2485,0.4995,0.2105,0.0415
max_combo,16000,0.254,0.354,0.245,0.147
random2,16000,0.5735,0.3345,0.0805,0.0115
single_only,16500,0.5785,0.285,0.1075,0.029
max_combo,16500,0.3195,0.2895,0.202,0.189
random2,16500,0.7475,0.195,0.047,0.0105
single_only,17000,0.539,0.3225,0.115,0.0235
max_combo,17000,0.366,0.27,0.2125,0.1515
random2,17000,0.733,0.2115,0.0405,0.015
single_only,17500,0.5155,0.3255,0.132,0.027
max_combo,17500,0.3515,0.297,0.2095,0.142
random2,17500,0.7245,0.2205,0.046,0.009
single_only,18000,0.4565,0.3885,0.1335,0.0215
max_combo,18000,0.351,0.3155,0.208,0.1255
random2,18000,0.6865,0.261,0.045,0.0075
single_only,18500,0.487,0.39,0.107,0.016
max_combo,18500,0.35,0.336,0.191,0.123
random2,18500,0.7085,0.252,0.0345,0.005
single_only,19000,0.3245,0.502,0.1495,0.024
max_combo,19000,0.3055,0.3435,0.2405,0.1105
random2,19000,0.595,0.337,0.061,0.007
single_only,19500,0.4845,0.394,0.099,0.0225
max_combo,19500,0.34,0.356,0.213,0.091
random2,19500,0.719,0.2405,0.0335,0.007
single_only,20000,0.376,0.4795,0.1205,0.024
max_combo,20000,0.3325,0.359,0.204,0.1045
random2,20000,0.7,0.262,0.0305,0.0075
