episode,ep_length,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,epsilon
1,20.0,2.394896000623703e-06,3.0,0.0,0.0,1.0
2,30.0,4.302011802792549e-06,0.0,0.0,0.0,1.0
3,26.0,3.3495016396045685e-06,0.0,0.0,0.0,1.0
4,26.0,1.993030309677124e-06,2.0,0.0,0.0,1.0
5,25.0,3.553694114089012e-06,0.0,0.0,0.0,1.0
6,27.0,3.476860001683235e-06,0.0,0.0,0.0,1.0
7,28.0,2.9278453439474106e-06,1.0,0.0,0.0,1.0
8,30.0,3.5408884286880493e-06,1.0,0.0,0.0,1.0
9,28.0,3.2403040677309036e-06,1.0,0.0,0.0,1.0
10,25.0,1.3080425560474396e-06,3.0,0.0,0.0,1.0
11,22.0,1.6402918845415115e-06,3.0,0.0,0.0,1.0
12,29.0,3.5618431866168976e-06,0.0,0.0,0.0,1.0
13,28.0,2.776971086859703e-06,1.0,0.0,0.0,1.0
14,26.0,3.620050847530365e-06,0.0,0.0,0.0,1.0
15,26.0,1.5888363122940063e-06,3.0,0.0,0.0,1.0
16,26.0,1.716194674372673e-06,3.0,0.0,0.0,1.0
17,28.0,4.213536158204079e-06,0.0,0.0,0.0,1.0
18,28.0,0.046553916996344924,3.0,0.0,0.0,0.9994000900000001
19,21.0,0.009549952810630202,0.0,0.0,0.0,0.9973032377330205
20,27.0,0.017456145491451025,0.0,0.0,0.0,0.9940170692592074
21,29.0,0.02123816986568272,0.0,0.0,0.0,0.9910390406016355
22,29.0,0.024409075267612934,0.0,0.0,0.0,0.988069933978664
23,30.0,0.013318173587322235,3.0,0.0,0.0,0.9862927414584758
24,25.0,0.020408338168635964,0.0,0.0,0.0,0.983632944409115
25,32.0,0.024297278840094805,0.0,0.0,0.0,0.9806860261040145
26,30.0,0.018586079822853208,2.0,0.0,0.0,0.9786284380193153
27,31.0,0.02121476223692298,0.0,0.0,0.0,0.9756965129813395
28,24.0,0.010650564916431904,2.0,0.0,0.0,0.9742338460753309
29,29.0,0.01254664408043027,2.0,0.0,0.0,0.9724815398421197
30,30.0,0.017279418651014566,2.0,0.0,0.0,0.9704411656798425
31,18.0,0.015556454192847013,1.0,0.0,0.0,0.9686956811532723
32,30.0,0.022900803945958614,0.0,0.0,0.0,0.9657935141903946
33,30.0,0.012223558267578483,3.0,0.0,0.0,0.9643456928725468
34,28.0,0.007147145224735141,3.0,0.0,0.0,0.9634780420962614
35,23.0,0.017958150478079915,0.0,0.0,0.0,0.9611681213036641
36,19.0,0.009911990026012063,2.0,0.0,0.0,0.960015238485087
37,30.0,0.019812139216810465,0.0,0.0,0.0,0.957426305614215
38,23.0,0.023183810291811824,0.0,0.0,0.0,0.954557901173477
39,23.0,0.01230141706764698,2.0,0.0,0.0,0.9531269231661361
40,27.0,0.018865731079131365,1.0,0.0,0.0,0.9508418189897965
41,28.0,0.02128123724833131,0.0,0.0,0.0,0.9482776246504787
42,25.0,0.016567946411669254,1.0,0.0,0.0,0.9460041465776737
43,25.0,0.013125641969963908,2.0,0.0,0.0,0.9443026157087046
44,29.0,0.010017642984166741,3.0,0.0,0.0,0.9428870114025724
45,30.0,0.01943121408112347,1.0,0.0,0.0,0.9406264572253645
46,26.0,0.02896543382667005,0.0,0.0,0.0,0.9378083843448103
47,31.0,0.027308063814416528,0.0,0.0,0.0,0.9347182546525445
48,30.0,0.021701266057789326,1.0,0.0,0.0,0.9321975417331408
49,29.0,0.023921477841213346,0.0,0.0,0.0,0.9291259000728042
50,28.0,0.016418391140177846,1.0,0.0,0.0,0.9268983379055863
51,29.0,0.015566596062853932,2.0,0.0,0.0,0.9249536023581871
52,23.0,0.01866341568529606,0.0,0.0,0.0,0.9224592223846408
53,32.0,0.01739332336001098,0.0,0.0,0.0,0.9194196690168318
54,26.0,0.012403286760672927,0.0,0.0,0.0,0.9172153773591161
55,31.0,0.010580832371488214,3.0,0.0,0.0,0.9152909577372167
56,27.0,0.013742677168920636,0.0,0.0,0.0,0.9128226356190836
57,19.0,0.003230879083275795,3.0,0.0,0.0,0.9122750241917494
58,26.0,0.010098539758473635,2.0,0.0,0.0,0.9106341602269695
59,26.0,0.014229211257770658,0.0,0.0,0.0,0.9079059428657316
60,29.0,0.017526030773296952,0.0,0.0,0.0,0.9051858991161318
61,28.0,0.01565747312270105,0.0,0.0,0.0,0.9027448279387936
62,31.0,0.015325926942750812,1.0,0.0,0.0,0.9003103397500974
63,28.0,0.0064754250925034285,3.0,0.0,0.0,0.8992304534127546
64,23.0,0.0034859960433095694,3.0,0.0,0.0,0.8986909960714479
65,32.0,0.015383522026240826,1.0,0.0,0.0,0.8962674401035682
66,31.0,0.014619669178500772,0.0,0.0,0.0,0.8935822647640077
67,25.0,0.006133359856903553,2.0,0.0,0.0,0.8925104484842143
68,24.0,0.013271824223920703,0.0,0.0,0.0,0.8901035599838573
69,28.0,0.00785404909402132,2.0,0.0,0.0,0.8885025747351447
70,28.0,0.011289638932794333,1.0,0.0,0.0,0.8863724062393566
71,34.0,0.01516780722886324,0.0,0.0,0.0,0.8834517608957573
72,20.0,0.011364075122401118,0.0,0.0,0.0,0.8813337016327668
73,22.0,0.005238921148702502,3.0,0.0,0.0,0.8802765770158295
74,22.0,0.011190901277586818,0.0,0.0,0.0,0.8781661301974866
75,35.0,0.016283867182210088,0.0,0.0,0.0,0.875009943222802
