opponent,episode,p0,p1,p2,p3
single_only,2000,0.81,0.165,0.015,0.01
max_combo,2000,0.395,0.28,0.19,0.135
random2,2000,0.81,0.165,0.02,0.005
single_only,4000,0.86,0.105,0.015,0.02
max_combo,4000,0.35,0.295,0.205,0.15
random2,4000,0.8,0.12,0.055,0.025
single_only,6000,0.845,0.125,0.02,0.01
max_combo,6000,0.36,0.33,0.215,0.095
random2,6000,0.805,0.16,0.035,0.0
single_only,8000,0.825,0.14,0.03,0.005
max_combo,8000,0.35,0.335,0.225,0.09
random2,8000,0.77,0.15,0.06,0.02
single_only,10000,0.795,0.16,0.04,0.005
max_combo,10000,0.455,0.255,0.205,0.085
random2,10000,0.805,0.155,0.035,0.005
