opponent,episode,p0,p1,p2,p3
random2,44000,0.4215,0.2975,0.183,0.098
single_only,46000,0.617,0.144,0.1515,0.0875
max_combo,46000,0.4035,0.258,0.2015,0.137
random2,46000,0.432,0.2905,0.182,0.0955
single_only,48000,0.6335,0.133,0.1475,0.086
max_combo,48000,0.3885,0.259,0.221,0.1315
random2,48000,0.4345,0.306,0.166,0.0935
single_only,50000,0.6415,0.1325,0.154,0.072
max_combo,50000,0.3965,0.2355,0.206,0.162
random2,50000,0.421,0.2845,0.1895,0.105
single_only,52000,0.657,0.137,0.13,0.076
max_combo,52000,0.3855,0.258,0.211,0.1455
random2,52000,0.4395,0.2975,0.172,0.091
single_only,54000,0.63,0.1375,0.156,0.0765
max_combo,54000,0.3855,0.246,0.2305,0.138
random2,54000,0.431,0.284,0.193,0.092
single_only,56000,0.632,0.139,0.149,0.08
max_combo,56000,0.405,0.2455,0.207,0.1425
random2,56000,0.447,0.2805,0.173,0.0995
single_only,58000,0.6105,0.1445,0.166,0.079
max_combo,58000,0.396,0.247,0.215,0.142
random2,58000,0.4275,0.2905,0.184,0.098
single_only,60000,0.6375,0.133,0.141,0.0885
max_combo,60000,0.405,0.249,0.2105,0.1355
random2,60000,0.4225,0.269,0.1995,0.109
single_only,62000,0.617,0.1645,0.142,0.0765
max_combo,62000,0.376,0.2705,0.2145,0.139
random2,62000,0.41,0.312,0.1865,0.0915
single_only,64000,0.644,0.1225,0.155,0.0785
max_combo,64000,0.3935,0.2565,0.2115,0.1385
random2,64000,0.4475,0.2845,0.1815,0.0865
single_only,66000,0.6015,0.1365,0.174,0.088
max_combo,66000,0.375,0.2625,0.2225,0.14
random2,66000,0.418,0.2865,0.193,0.1025
single_only,68000,0.6535,0.124,0.145,0.0775
max_combo,68000,0.3935,0.241,0.213,0.1525
random2,68000,0.4395,0.283,0.186,0.0915
single_only,70000,0.617,0.143,0.162,0.078
max_combo,70000,0.3825,0.247,0.231,0.1395
random2,70000,0.43,0.303,0.1855,0.0815
single_only,72000,0.62,0.1415,0.1645,0.074
max_combo,72000,0.389,0.2465,0.206,0.1585
random2,72000,0.4395,0.2925,0.185,0.083
single_only,74000,0.6115,0.136,0.172,0.0805
max_combo,74000,0.393,0.257,0.21,0.14
random2,74000,0.421,0.2985,0.1965,0.084
single_only,76000,0.6315,0.1295,0.1565,0.0825
max_combo,76000,0.3895,0.2415,0.2185,0.1505
random2,76000,0.428,0.3135,0.174,0.0845
single_only,78000,0.617,0.137,0.17,0.076
max_combo,78000,0.385,0.253,0.232,0.13
random2,78000,0.4325,0.286,0.1845,0.097
single_only,80000,0.6375,0.1385,0.139,0.085
max_combo,80000,0.3975,0.241,0.211,0.1505
random2,80000,0.428,0.282,0.196,0.094
single_only,82000,0.6275,0.1375,0.147,0.088
max_combo,82000,0.398,0.244,0.204,0.154
random2,82000,0.4355,0.2875,0.1915,0.0855
single_only,84000,0.608,0.1455,0.1535,0.093
max_combo,84000,0.391,0.233,0.219,0.157
random2,84000,0.417,0.3025,0.1845,0.096
single_only,86000,0.6345,0.142,0.1395,0.084
max_combo,86000,0.3825,0.2675,0.209,0.141
random2,86000,0.435,0.298,0.1705,0.0965
single_only,88000,0.632,0.129,0.161,0.078
max_combo,88000,0.3985,0.251,0.211,0.1395
random2,88000,0.4265,0.2935,0.185,0.095
single_only,90000,0.621,0.1395,0.1585,0.081
max_combo,90000,0.3825,0.2655,0.2135,0.1385
random2,90000,0.43,0.279,0.191,0.1
single_only,92000,0.617,0.144,0.155,0.084
max_combo,92000,0.4055,0.2555,0.2105,0.1285
random2,92000,0.403,0.303,0.1985,0.0955
single_only,94000,0.6475,0.119,0.153,0.0805
max_combo,94000,0.394,0.2605,0.212,0.1335
random2,94000,0.4265,0.305,0.1835,0.085
single_only,96000,0.6135,0.138,0.165,0.0835
max_combo,96000,0.4015,0.2645,0.2065,0.1275
random2,96000,0.4295,0.2875,0.193,0.09
single_only,98000,0.623,0.125,0.1715,0.0805
max_combo,98000,0.376,0.267,0.2145,0.1425
random2,98000,0.4295,0.2855,0.1955,0.0895
single_only,100000,0.613,0.147,0.1545,0.0855
max_combo,100000,0.381,0.262,0.2225,0.1345
random2,100000,0.4255,0.3,0.1815,0.093
