episode,ep_length,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,epsilon
1,85.0,1.4774035662412643e-05,0.0,0.0,0.0,1.0
2,82.0,1.0420102626085281e-05,1.0,0.0,0.0,1.0
3,75.0,1.0405434295535088e-05,0.0,0.0,0.0,1.0
4,87.0,1.1395430192351341e-05,0.0,0.0,0.0,1.0
5,64.0,8.95373523235321e-06,1.0,0.0,0.0,1.0
6,70.0,0.07476806547492743,0.0,0.0,0.0,0.9964059340640079
7,78.0,0.039956282591447234,0.0,0.0,0.0,0.9895533737083293
8,84.0,0.04663178254850209,0.0,0.0,0.0,0.9821583799966103
9,85.0,0.03793207788839936,1.0,0.0,0.0,0.975111182886237
10,96.0,0.05268957745283842,1.0,0.0,0.0,0.967533769326945
11,72.0,0.04286778951063752,1.0,0.0,0.0,0.9614565582711454
12,69.0,0.036127602914348245,1.0,0.0,0.0,0.9562779109542888
13,86.0,0.05275552487000823,1.0,0.0,0.0,0.9494164117622602
14,76.0,0.03830802137963474,0.0,0.0,0.0,0.9426041452991516
15,74.0,0.03967200615443289,1.0,0.0,0.0,0.9366835205988484
16,79.0,0.05435442645102739,0.0,0.0,0.0,0.929683626577224
17,78.0,0.06701891613192856,0.0,0.0,0.0,0.9232899340619432
18,73.0,0.0448360494337976,0.0,0.0,0.0,0.91749062454648
19,78.0,0.049652308924123645,1.0,0.0,0.0,0.9109074324567065
20,78.0,0.0432185884565115,1.0,0.0,0.0,0.9041001647398254
21,83.0,0.041886122431606054,0.0,0.0,0.0,0.8970745650261801
22,90.0,0.05901701678521931,0.0,0.0,0.0,0.8901035599838573
23,63.0,0.03459413559176028,0.0,0.0,0.0,0.8845126985927314
24,77.0,0.060913655906915665,0.0,0.0,0.0,0.8781661301974866
25,71.0,0.05821746657602489,2.0,0.0,0.0,0.8731740752841907
26,82.0,0.05989886075258255,1.0,0.0,0.0,0.8671690146484173
27,79.0,0.05449096905067563,0.0,0.0,0.0,0.8606886068394973
28,67.0,0.04626250476576388,0.0,0.0,0.0,0.8550259200140033
29,75.0,0.03865145379677415,1.0,0.0,0.0,0.8496553860452314
30,74.0,0.04281503800302744,0.0,0.0,0.0,0.8435589263465708
31,81.0,0.031709701754152775,2.0,0.0,0.0,0.8387636007947006
32,71.0,0.03154772077687085,0.0,0.0,0.0,0.8332451640985706
33,76.0,0.03230958851054311,0.0,0.0,0.0,0.827514705675091
34,72.0,0.03023378551006317,1.0,0.0,0.0,0.8223169733812985
35,66.0,0.04085704102180898,0.0,0.0,0.0,0.8161717476574891
36,70.0,0.02827483112923801,1.0,0.0,0.0,0.8117756409434211
37,85.0,0.035569776548072696,0.0,0.0,0.0,0.8059509765434212
38,73.0,0.031359643675386906,0.0,0.0,0.0,0.8006484223552983
39,82.0,0.033089438220486045,1.0,0.0,0.0,0.7951421407783804
40,83.0,0.036942847073078156,1.0,0.0,0.0,0.7896737274292112
41,83.0,0.033912038430571556,1.0,0.0,0.0,0.7842429218774705
42,88.0,0.03217233158648014,1.0,0.0,0.0,0.77884946548389
43,76.0,0.028021951438859105,1.0,0.0,0.0,0.7741896630743968
44,84.0,0.03632208495400846,0.0,0.0,0.0,0.768634686130131
45,80.0,0.04223325033672154,0.0,0.0,0.0,0.7628906314671263
46,75.0,0.02997589483857155,2.0,0.0,0.0,0.7587815102720862
47,85.0,0.040508370380848646,0.0,0.0,0.0,0.7531110890031425
48,75.0,0.03247725055553019,0.0,0.0,0.0,0.747931734870961
49,86.0,0.031786147272214293,2.0,0.0,0.0,0.7430109038668479
50,75.0,0.035027609672397375,0.0,0.0,0.0,0.7376796412096739
51,85.0,0.03841243265196681,0.0,0.0,0.0,0.7317276812622124
52,78.0,0.03620553598739207,0.0,0.0,0.0,0.7262594349347334
53,77.0,0.027400143211707473,2.0,0.0,0.0,0.722130914309965
54,88.0,0.03478702181018889,1.0,0.0,0.0,0.7169494700579149
55,72.0,0.032634572591632605,0.0,0.0,0.0,0.7122324791666914
56,80.0,0.034577034413814545,0.0,0.0,0.0,0.7071220583106227
57,69.0,0.03074633190408349,1.0,0.0,0.0,0.703102326708476
58,71.0,0.03324266104027629,0.0,0.0,0.0,0.698476439656193
59,57.0,0.031217647716403008,0.0,0.0,0.0,0.6940892142426066
60,74.0,0.03355309693142772,0.0,0.0,0.0,0.6893157699362048
61,69.0,0.033615651773288846,0.0,0.0,0.0,0.6847805881085326
62,81.0,0.035641744965687394,0.0,0.0,0.0,0.6798671404609395
63,73.0,0.03384012123569846,0.0,0.0,0.0,0.6751915053060491
64,80.0,0.03893329412676394,0.0,0.0,0.0,0.6703468613850168
65,79.0,0.023975298274308443,3.0,0.0,0.0,0.6671364260707026
66,71.0,0.02872563130222261,0.0,0.0,0.0,0.6631449950388617
67,82.0,0.04746303055435419,0.0,0.0,0.0,0.6577944170517045
68,71.0,0.037975860526785254,0.0,0.0,0.0,0.6536627209492203
69,75.0,0.033682979410514235,1.0,0.0,0.0,0.6499468862278113
70,77.0,0.03636783710680902,1.0,0.0,0.0,0.6458644815326096
71,82.0,0.03403494879603386,1.0,0.0,0.0,0.6414226921072497
72,75.0,0.030160309746861458,1.0,0.0,0.0,0.6373938290334299
73,83.0,0.0286438032053411,2.0,0.0,0.0,0.6335803458997142
74,85.0,0.03140555648133159,2.0,0.0,0.0,0.6296007416678973
75,77.0,0.04089425690472126,0.0,0.0,0.0,0.6252708024987653
76,86.0,0.048812692519277334,0.0,0.0,0.0,0.6200397442675748
77,74.0,0.04304260201752186,0.0,0.0,0.0,0.6154061488176482
78,69.0,0.03986385790631175,0.0,0.0,0.0,0.6113572369771229
79,80.0,0.039919576374813914,0.0,0.0,0.0,0.606970617627761
80,79.0,0.03104375209659338,1.0,0.0,0.0,0.60315815271446
81,75.0,0.03694298956543207,0.0,0.0,0.0,0.5990100665738672
82,75.0,0.04537129169330001,0.0,0.0,0.0,0.5945336272091365
83,73.0,0.03523198748007417,0.0,0.0,0.0,0.5909765736944719
84,79.0,0.03570115612819791,1.0,0.0,0.0,0.5874408017846272
85,82.0,0.041899430099874735,0.0,0.0,0.0,0.5832257879893303
86,83.0,0.04181161103770137,0.0,0.0,0.0,0.5790410178223968
87,69.0,0.0418098708614707,0.0,0.0,0.0,0.5748862742793037
88,87.0,0.042909415904432535,0.0,0.0,0.0,0.5705901135100089
89,79.0,0.040207839803770185,0.0,0.0,0.0,0.5666660068206467
90,75.0,0.033559463918209076,2.0,0.0,0.0,0.5634447167637066
91,71.0,0.038247242104262114,0.0,0.0,0.0,0.5599056439472299
92,87.0,0.04709791042841971,0.0,0.0,0.0,0.5555547179268635
93,65.0,0.025792638771235943,2.0,0.0,0.0,0.5530599648694261
94,80.0,0.03838216350413859,1.0,0.0,0.0,0.549421244254459
95,76.0,0.04064517607912421,0.0,0.0,0.0,0.5456427217585226
96,88.0,0.03588023246265948,2.0,0.0,0.0,0.5420528010515727
97,74.0,0.038490455597639084,0.0,0.0,0.0,0.5378406062612485
98,71.0,0.03150455420836806,1.0,0.0,0.0,0.534462356341452
99,74.0,0.03002814156934619,1.0,0.0,0.0,0.5312647050799004
100,70.0,0.03901988570578396,0.0,0.0,0.0,0.5274527668317178
101,77.0,0.10239525348879397,1.0,0.0,0.0,0.5239825224133839
102,67.0,0.04348330036737025,2.0,0.0,0.0,0.5213166154849246
