version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir
09,2025-07-28 12:22:26,PPO,12000,500,10000,4,64,True,False,14,65,"ppo,ppo,ppo,ppo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_09/train/ppo_model_09_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_09/train
