opponent,episode,p0,p1,p2,p3
single_only,500,0.4705,0.149,0.196,0.1845
max_combo,500,0.238,0.1915,0.223,0.3475
random2,500,0.254,0.266,0.253,0.227
v_table,500,0.1515,0.1585,0.1785,0.5115
single_only,1000,0.481,0.1375,0.2115,0.17
max_combo,1000,0.2765,0.208,0.232,0.2835
random2,1000,0.3055,0.276,0.238,0.1805
v_table,1000,0.217,0.166,0.1855,0.4315
single_only,1500,0.582,0.1195,0.184,0.1145
max_combo,1500,0.307,0.2205,0.2165,0.256
random2,1500,0.3495,0.2445,0.2295,0.1765
v_table,1500,0.2215,0.187,0.1875,0.404
single_only,2000,0.523,0.1495,0.202,0.1255
max_combo,2000,0.356,0.225,0.225,0.194
random2,2000,0.37,0.252,0.2345,0.1435
v_table,2000,0.217,0.2035,0.1995,0.38
single_only,2500,0.618,0.1105,0.1575,0.114
max_combo,2500,0.351,0.2455,0.199,0.2045
random2,2500,0.376,0.264,0.2235,0.1365
v_table,2500,0.2325,0.231,0.201,0.3355
single_only,3000,0.6055,0.1395,0.1595,0.0955
max_combo,3000,0.338,0.252,0.229,0.181
random2,3000,0.3895,0.2805,0.2105,0.1195
v_table,3000,0.19,0.2565,0.2145,0.339
single_only,3500,0.6605,0.125,0.149,0.0655
max_combo,3500,0.361,0.2475,0.21,0.1815
random2,3500,0.39,0.3015,0.1935,0.115
v_table,3500,0.217,0.2475,0.21,0.3255
single_only,4000,0.6645,0.117,0.138,0.0805
max_combo,4000,0.3655,0.2405,0.2105,0.1835
random2,4000,0.4095,0.2675,0.204,0.119
v_table,4000,0.2495,0.2365,0.222,0.292
single_only,4500,0.6565,0.1155,0.148,0.08
max_combo,4500,0.373,0.2435,0.208,0.1755
random2,4500,0.3935,0.3045,0.2005,0.1015
v_table,4500,0.2345,0.238,0.216,0.3115
single_only,5000,0.6375,0.138,0.1525,0.072
max_combo,5000,0.3905,0.227,0.221,0.1615
random2,5000,0.412,0.285,0.189,0.114
v_table,5000,0.2315,0.2585,0.21,0.3
single_only,5500,0.6485,0.115,0.16,0.0765
max_combo,5500,0.3855,0.236,0.2125,0.166
random2,5500,0.4245,0.2815,0.195,0.099
v_table,5500,0.2375,0.2315,0.226,0.305
single_only,6000,0.6265,0.1275,0.162,0.084
max_combo,6000,0.361,0.2475,0.215,0.1765
random2,6000,0.4325,0.2635,0.2035,0.1005
v_table,6000,0.2475,0.2305,0.2275,0.2945
single_only,6500,0.645,0.121,0.1465,0.0875
max_combo,6500,0.386,0.229,0.225,0.16
random2,6500,0.4255,0.2865,0.196,0.092
v_table,6500,0.2265,0.2495,0.229,0.295
single_only,7000,0.6305,0.1185,0.1685,0.0825
max_combo,7000,0.378,0.258,0.2135,0.1505
random2,7000,0.4105,0.294,0.1995,0.096
v_table,7000,0.2185,0.2535,0.231,0.297
single_only,7500,0.628,0.143,0.154,0.075
max_combo,7500,0.3635,0.2455,0.2135,0.1775
random2,7500,0.434,0.284,0.188,0.094
v_table,7500,0.2115,0.25,0.2285,0.31
single_only,8000,0.6585,0.128,0.142,0.0715
max_combo,8000,0.363,0.2465,0.226,0.1645
