opponent,episode,p0,p1,p2,p3
random2,8000,0.414,0.2985,0.192,0.0955
v_table,8000,0.245,0.232,0.2195,0.3035
single_only,8500,0.6275,0.134,0.161,0.0775
max_combo,8500,0.3735,0.2475,0.1985,0.1805
random2,8500,0.4395,0.284,0.1965,0.08
v_table,8500,0.25,0.2185,0.237,0.2945
single_only,9000,0.637,0.1225,0.161,0.0795
max_combo,9000,0.377,0.248,0.202,0.173
random2,9000,0.428,0.2965,0.176,0.0995
v_table,9000,0.259,0.22,0.2215,0.2995
single_only,9500,0.6235,0.1385,0.1655,0.0725
max_combo,9500,0.359,0.2435,0.224,0.1735
random2,9500,0.434,0.305,0.172,0.089
v_table,9500,0.2425,0.2425,0.223,0.292
single_only,10000,0.624,0.132,0.155,0.089
max_combo,10000,0.371,0.2365,0.2245,0.168
random2,10000,0.4215,0.282,0.211,0.0855
v_table,10000,0.2455,0.244,0.2115,0.299
single_only,10500,0.6255,0.1235,0.164,0.087
max_combo,10500,0.3615,0.2405,0.2215,0.1765
random2,10500,0.417,0.302,0.1895,0.0915
v_table,10500,0.241,0.2265,0.228,0.3045
single_only,11000,0.6295,0.12,0.164,0.0865
max_combo,11000,0.367,0.24,0.2195,0.1735
random2,11000,0.4225,0.2845,0.2,0.093
v_table,11000,0.241,0.236,0.2245,0.2985
single_only,11500,0.653,0.1275,0.1485,0.071
max_combo,11500,0.374,0.248,0.217,0.161
random2,11500,0.44,0.2765,0.191,0.0925
v_table,11500,0.2535,0.2155,0.2195,0.3115
single_only,12000,0.6385,0.127,0.148,0.0865
max_combo,12000,0.3585,0.243,0.219,0.1795
random2,12000,0.437,0.2895,0.1935,0.08
v_table,12000,0.246,0.26,0.2105,0.2835
single_only,12500,0.644,0.1235,0.156,0.0765
max_combo,12500,0.382,0.257,0.203,0.158
random2,12500,0.4305,0.287,0.1825,0.1
v_table,12500,0.2525,0.2405,0.219,0.288
single_only,13000,0.6585,0.1205,0.1575,0.0635
max_combo,13000,0.394,0.233,0.219,0.154
random2,13000,0.437,0.2745,0.2015,0.087
v_table,13000,0.2565,0.2215,0.2185,0.3035
single_only,13500,0.6305,0.125,0.1675,0.077
max_combo,13500,0.3685,0.235,0.224,0.1725
random2,13500,0.4275,0.299,0.182,0.0915
v_table,13500,0.2515,0.2275,0.2245,0.2965
single_only,14000,0.6535,0.127,0.1455,0.074
max_combo,14000,0.3665,0.246,0.2285,0.159
random2,14000,0.427,0.2935,0.188,0.0915
v_table,14000,0.258,0.2315,0.2195,0.291
single_only,14500,0.645,0.1315,0.1495,0.074
max_combo,14500,0.3955,0.2505,0.193,0.161
random2,14500,0.4155,0.3065,0.185,0.093
v_table,14500,0.2325,0.239,0.2305,0.298
single_only,15000,0.637,0.1515,0.1385,0.073
max_combo,15000,0.387,0.256,0.2095,0.1475
random2,15000,0.4415,0.304,0.1735,0.081
v_table,15000,0.2395,0.241,0.218,0.3015
single_only,15500,0.615,0.1305,0.1705,0.084
max_combo,15500,0.3855,0.2355,0.2165,0.1625
random2,15500,0.4265,0.2925,0.1915,0.0895
v_table,15500,0.2235,0.2315,0.253,0.292
single_only,16000,0.6415,0.1375,0.1485,0.0725
max_combo,16000,0.3805,0.252,0.2195,0.148
random2,16000,0.427,0.2965,0.1885,0.088
v_table,16000,0.22,0.267,0.237,0.276
single_only,16500,0.6665,0.126,0.14,0.0675
max_combo,16500,0.3945,0.2345,0.214,0.157
random2,16500,0.427,0.2935,0.1935,0.086
v_table,16500,0.2405,0.2475,0.225,0.287
single_only,17000,0.627,0.1275,0.1725,0.073
max_combo,17000,0.361,0.257,0.219,0.163
random2,17000,0.4355,0.28,0.186,0.0985
v_table,17000,0.255,0.2445,0.1975,0.303
single_only,17500,0.6305,0.139,0.144,0.0865
max_combo,17500,0.395,0.2335,0.2095,0.162
random2,17500,0.4275,0.294,0.182,0.0965
v_table,17500,0.2585,0.2375,0.23,0.274
single_only,18000,0.6325,0.152,0.151,0.0645
max_combo,18000,0.37,0.242,0.23,0.158
random2,18000,0.435,0.277,0.204,0.084
v_table,18000,0.2355,0.233,0.248,0.2835
single_only,18500,0.635,0.1275,0.16,0.0775
max_combo,18500,0.36,0.247,0.228,0.165
random2,18500,0.4095,0.307,0.1915,0.092
v_table,18500,0.2275,0.2555,0.24,0.277
single_only,19000,0.653,0.129,0.1455,0.0725
max_combo,19000,0.381,0.229,0.231,0.159
random2,19000,0.4255,0.3045,0.179,0.091
v_table,19000,0.2475,0.237,0.2165,0.299
single_only,19500,0.63,0.1415,0.153,0.0755
max_combo,19500,0.396,0.244,0.203,0.157
random2,19500,0.441,0.2915,0.185,0.0825
v_table,19500,0.232,0.236,0.233,0.299
single_only,20000,0.6265,0.1335,0.1635,0.0765
max_combo,20000,0.3575,0.27,0.2195,0.153
random2,20000,0.4275,0.285,0.1955,0.092
v_table,20000,0.2475,0.2475,0.244,0.261
