opponent,episode,p0,p1,p2,p3
single_only,5000,0.558,0.13225,0.192,0.11775
max_combo,5000,0.28825,0.23375,0.21775,0.26025
random2,5000,0.31825,0.2855,0.23175,0.1645
v_table,5000,0.165,0.2095,0.19925,0.42625
single_only,10000,0.59125,0.12475,0.16825,0.11575
max_combo,10000,0.28175,0.22975,0.23525,0.25325
random2,10000,0.3385,0.29175,0.22525,0.1445
v_table,10000,0.16325,0.21525,0.2175,0.404
single_only,15000,0.56575,0.1385,0.17225,0.1235
max_combo,15000,0.297,0.2355,0.22425,0.24325
random2,15000,0.35775,0.274,0.21525,0.153
v_table,15000,0.1895,0.209,0.21125,0.39025
single_only,20000,0.536,0.16425,0.184,0.11575
max_combo,20000,0.29925,0.23025,0.235,0.2355
random2,20000,0.347,0.2685,0.22075,0.16375
v_table,20000,0.175,0.2275,0.2055,0.392
single_only,25000,0.63,0.11275,0.164,0.09325
max_combo,25000,0.30475,0.23525,0.23775,0.22225
random2,25000,0.35325,0.28075,0.2205,0.1455
v_table,25000,0.1915,0.21225,0.226,0.37025
single_only,30000,0.63175,0.11225,0.157,0.099
max_combo,30000,0.322,0.243,0.21275,0.22225
random2,30000,0.3385,0.279,0.21475,0.16775
v_table,30000,0.1835,0.23925,0.19675,0.3805
single_only,35000,0.61975,0.1115,0.16925,0.0995
max_combo,35000,0.30725,0.247,0.22225,0.2235
random2,35000,0.3505,0.26825,0.22775,0.1535
v_table,35000,0.19425,0.2215,0.199,0.38525
single_only,40000,0.62625,0.1215,0.1625,0.08975
max_combo,40000,0.30625,0.24775,0.2255,0.2205
random2,40000,0.33875,0.277,0.22925,0.155
v_table,40000,0.1775,0.22975,0.19775,0.395
single_only,45000,0.635,0.114,0.154,0.097
max_combo,45000,0.3,0.23375,0.2315,0.23475
random2,45000,0.335,0.2955,0.22,0.1495
v_table,45000,0.199,0.22125,0.2035,0.37625
single_only,50000,0.632,0.12225,0.15025,0.0955
max_combo,50000,0.3155,0.26275,0.214,0.20775
random2,50000,0.37,0.277,0.217,0.136
v_table,50000,0.1945,0.23275,0.202,0.37075
single_only,55000,0.6225,0.119,0.162,0.0965
max_combo,55000,0.3045,0.2525,0.22025,0.22275
random2,55000,0.329,0.2815,0.222,0.1675
v_table,55000,0.19425,0.21625,0.1935,0.396
single_only,60000,0.6185,0.11825,0.17125,0.092
max_combo,60000,0.30125,0.25325,0.23525,0.21025
random2,60000,0.34725,0.27675,0.23175,0.14425
v_table,60000,0.1935,0.214,0.21575,0.37675
single_only,65000,0.6385,0.1145,0.1535,0.0935
max_combo,65000,0.30325,0.25475,0.2185,0.2235
random2,65000,0.34275,0.28925,0.2225,0.1455
v_table,65000,0.194,0.21925,0.19775,0.389
single_only,70000,0.64525,0.114,0.152,0.08875
max_combo,70000,0.3205,0.24525,0.217,0.21725
random2,70000,0.35475,0.28075,0.2215,0.143
v_table,70000,0.20275,0.22825,0.187,0.382
single_only,75000,0.64425,0.1025,0.159,0.09425
max_combo,75000,0.2985,0.234,0.25425,0.21325
random2,75000,0.3345,0.27825,0.25,0.13725
v_table,75000,0.1875,0.21725,0.21025,0.385
single_only,80000,0.65,0.10075,0.1605,0.08875
max_combo,80000,0.311,0.25,0.226,0.213
random2,80000,0.327,0.28575,0.23375,0.1535
v_table,80000,0.21075,0.21675,0.19525,0.37725
single_only,85000,0.642,0.107,0.15875,0.09225
max_combo,85000,0.3075,0.236,0.224,0.2325
random2,85000,0.35525,0.27275,0.2205,0.1515
v_table,85000,0.2135,0.2145,0.1845,0.3875
single_only,90000,0.62825,0.12375,0.1655,0.0825
max_combo,90000,0.29075,0.24575,0.241,0.2225
random2,90000,0.3335,0.2875,0.2315,0.1475
v_table,90000,0.20725,0.215,0.1975,0.38025
single_only,95000,0.6235,0.12225,0.16825,0.086
max_combo,95000,0.30975,0.24125,0.23275,0.21625
random2,95000,0.346,0.28625,0.22825,0.1395
v_table,95000,0.2,0.203,0.21975,0.37725
single_only,100000,0.63175,0.1215,0.161,0.08575
max_combo,100000,0.30975,0.24175,0.2485,0.2
random2,100000,0.34075,0.2935,0.225,0.14075
v_table,100000,0.198,0.225,0.20225,0.37475
