episode,ep_length,ep_env_return_p0,ep_shaping_return_p0,ep_final_bonus_p0,ep_env_return_avg,ep_shaping_return_avg,ep_final_bonus_avg,epsilon
160,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
161,97.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
162,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
163,101.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
164,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
165,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
166,113.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
167,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
168,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
169,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
170,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
171,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
172,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
173,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
174,81.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
175,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
176,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
177,95.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
178,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
179,81.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
180,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
181,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
182,85.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
183,106.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
184,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
185,81.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
186,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
187,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
188,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
189,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
190,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
191,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
192,100.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
193,77.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
194,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
195,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
196,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
197,108.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
198,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
199,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
200,80.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
201,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
202,86.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
203,98.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
204,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
205,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
206,97.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
207,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
208,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
209,99.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
210,89.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
211,87.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
212,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
213,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
214,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
215,86.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
216,86.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
217,94.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
218,74.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
219,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
220,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
221,94.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
222,91.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
223,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
224,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
225,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
226,77.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
227,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
228,82.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
229,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
230,93.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
231,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
232,83.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
233,105.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
234,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
235,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
236,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
237,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
238,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
239,86.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
240,80.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
241,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
242,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
243,86.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
244,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
245,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
246,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
247,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
248,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
249,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
250,83.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
251,99.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
252,85.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
253,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
254,75.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
255,97.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
256,90.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
257,60.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
258,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
259,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
260,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
261,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
262,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
263,89.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
264,74.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
265,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
266,84.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
267,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
268,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
269,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
270,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
271,69.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
272,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
273,91.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
274,99.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
275,80.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
276,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
277,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
278,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
279,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
280,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
281,76.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
282,77.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
283,90.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
284,80.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
285,76.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
286,95.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
287,103.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
288,94.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
289,77.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
290,104.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
291,90.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
292,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
293,73.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
294,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
295,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
296,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
297,72.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
298,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
299,100.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
300,76.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
301,74.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
302,86.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
303,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
304,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
305,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
306,74.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
307,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
308,73.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
309,76.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
310,95.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
311,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
312,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
313,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
314,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
315,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
316,90.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
317,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
318,79.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
319,99.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
320,90.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
321,78.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
322,75.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
323,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
324,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
325,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
326,91.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
327,72.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
328,77.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
329,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
330,71.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
331,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
332,95.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
333,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
334,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
335,74.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
336,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
337,75.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
338,86.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
339,88.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
340,75.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
341,86.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
342,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
343,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
344,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
345,77.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
346,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
347,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
348,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
349,103.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
350,81.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
351,80.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
352,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
353,77.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
354,72.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
355,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
356,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
357,70.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
358,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
359,68.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
360,76.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
361,88.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
362,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
363,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
364,91.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
365,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
366,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
367,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
368,83.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
369,91.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
370,84.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
371,75.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
372,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
373,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
374,71.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
375,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
376,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
377,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
378,77.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
379,88.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
380,74.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
381,77.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
382,80.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
383,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
384,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
385,79.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
386,81.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
387,72.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
388,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
389,78.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
390,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
391,71.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
392,75.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
393,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
394,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
