script,version,timestamp,agent_type,num_episodes,bench_interval,bench_episodes,deck_size,num_ranks,observation_dim,num_actions,normalize,seat_onehot,models_dir,plots_dir,step_mode,delta_weight,hand_penalty_coeff,final_mode,bonus_win,bonus_2nd,bonus_3rd,bonus_last,episodes_per_update,updates_per_call
k4a1,36,2025-08-24 11:50:47,PPO_shared_inproc,2000,500,500,16,4,14,17,False,True,/home/wasterix/OpenSpiel/open_spiel/President/models/k4a1/model_36/models,/home/wasterix/OpenSpiel/open_spiel/President/models/k4a1/model_36/plots,none,0.0,0.0,env_only,0.0,0.0,0.0,0.0,20,1
