opponent,episode,p0,p1,p2,p3
single_only,420000,0.8315,0.1155,0.045,0.008
max_combo,420000,0.591,0.239,0.1045,0.0655
random2,420000,0.8335,0.1315,0.028,0.007
single_only,430000,0.83,0.1335,0.0315,0.005
max_combo,430000,0.5995,0.2445,0.1115,0.0445
random2,430000,0.8335,0.1305,0.0275,0.0085
single_only,440000,0.807,0.143,0.043,0.007
max_combo,440000,0.603,0.2495,0.102,0.0455
random2,440000,0.8445,0.1285,0.024,0.003
single_only,450000,0.8275,0.1255,0.0425,0.0045
max_combo,450000,0.5765,0.261,0.104,0.0585
random2,450000,0.8,0.159,0.035,0.006
single_only,460000,0.789,0.169,0.034,0.008
max_combo,460000,0.626,0.2415,0.0935,0.039
random2,460000,0.842,0.124,0.031,0.003
single_only,470000,0.8015,0.15,0.0445,0.004
max_combo,470000,0.5965,0.252,0.105,0.0465
random2,470000,0.8265,0.1335,0.028,0.012
single_only,480000,0.811,0.149,0.0335,0.0065
max_combo,480000,0.6295,0.228,0.095,0.0475
random2,480000,0.839,0.132,0.0235,0.0055
single_only,490000,0.7975,0.157,0.0385,0.007
max_combo,490000,0.604,0.231,0.1025,0.0625
random2,490000,0.824,0.1415,0.0285,0.006
single_only,500000,0.8055,0.1415,0.047,0.006
max_combo,500000,0.599,0.2505,0.1005,0.05
random2,500000,0.811,0.147,0.0355,0.0065
