opponent,episode,p0,p1,p2,p3
single_only,10000,0.1415,0.292,0.3575,0.209
max_combo,10000,0.073,0.1755,0.2795,0.472
random2,10000,0.276,0.3815,0.246,0.0965
single_only,20000,0.0865,0.422,0.324,0.1675
max_combo,20000,0.1365,0.156,0.274,0.4335
random2,20000,0.3145,0.337,0.232,0.1165
single_only,30000,0.2355,0.4115,0.26,0.093
max_combo,30000,0.2585,0.2205,0.2665,0.2545
random2,30000,0.5275,0.2975,0.131,0.044
single_only,40000,0.7555,0.176,0.055,0.0135
max_combo,40000,0.418,0.28,0.1885,0.1135
random2,40000,0.7915,0.1715,0.032,0.005
single_only,50000,0.769,0.169,0.0465,0.0155
max_combo,50000,0.475,0.2885,0.156,0.0805
random2,50000,0.7995,0.166,0.0295,0.005
single_only,60000,0.7485,0.1985,0.0455,0.0075
max_combo,60000,0.483,0.3005,0.1525,0.064
random2,60000,0.746,0.2105,0.0395,0.004
single_only,70000,0.7555,0.1845,0.0545,0.0055
max_combo,70000,0.4935,0.2885,0.152,0.066
random2,70000,0.7665,0.194,0.0365,0.003
single_only,80000,0.8635,0.108,0.0235,0.005
max_combo,80000,0.522,0.28,0.1425,0.0555
random2,80000,0.81,0.1575,0.027,0.0055
single_only,90000,0.807,0.14,0.046,0.007
max_combo,90000,0.563,0.27,0.1195,0.0475
random2,90000,0.8105,0.157,0.027,0.0055
single_only,100000,0.7985,0.136,0.06,0.0055
max_combo,100000,0.557,0.268,0.128,0.047
random2,100000,0.804,0.1605,0.0295,0.006
single_only,110000,0.815,0.1175,0.0565,0.011
max_combo,110000,0.5565,0.2705,0.103,0.07
random2,110000,0.801,0.147,0.0465,0.0055
single_only,120000,0.7665,0.147,0.077,0.0095
max_combo,120000,0.5825,0.253,0.119,0.0455
random2,120000,0.7805,0.17,0.0435,0.006
single_only,130000,0.8345,0.129,0.0335,0.003
max_combo,130000,0.5865,0.2505,0.1085,0.0545
random2,130000,0.8245,0.1375,0.03,0.008
single_only,140000,0.8325,0.124,0.0395,0.004
max_combo,140000,0.5825,0.2585,0.1045,0.0545
random2,140000,0.8255,0.14,0.029,0.0055
single_only,150000,0.786,0.1575,0.0485,0.008
max_combo,150000,0.579,0.256,0.104,0.061
random2,150000,0.8115,0.141,0.0375,0.01
single_only,160000,0.7975,0.147,0.048,0.0075
max_combo,160000,0.5765,0.2425,0.12,0.061
random2,160000,0.789,0.166,0.036,0.009
single_only,170000,0.8105,0.1465,0.038,0.005
max_combo,170000,0.575,0.27,0.1125,0.0425
random2,170000,0.8255,0.1405,0.0285,0.0055
single_only,180000,0.8295,0.1295,0.036,0.005
max_combo,180000,0.609,0.256,0.095,0.04
random2,180000,0.836,0.1345,0.0265,0.003
single_only,190000,0.8285,0.13,0.03,0.0115
max_combo,190000,0.6,0.2335,0.105,0.0615
random2,190000,0.8235,0.1385,0.032,0.006
single_only,200000,0.8275,0.134,0.0285,0.01
max_combo,200000,0.606,0.239,0.1015,0.0535
random2,200000,0.8435,0.1155,0.028,0.013
single_only,210000,0.7985,0.1465,0.0495,0.0055
max_combo,210000,0.5955,0.257,0.0915,0.056
random2,210000,0.816,0.146,0.0325,0.0055
single_only,220000,0.817,0.1305,0.0465,0.006
max_combo,220000,0.5995,0.2375,0.1095,0.0535
random2,220000,0.7995,0.1485,0.039,0.013
single_only,230000,0.7985,0.1525,0.042,0.007
max_combo,230000,0.601,0.2495,0.101,0.0485
random2,230000,0.8405,0.1235,0.028,0.008
single_only,240000,0.83,0.13,0.036,0.004
max_combo,240000,0.574,0.2625,0.1135,0.05
random2,240000,0.8325,0.1415,0.0225,0.0035
single_only,250000,0.831,0.1305,0.033,0.0055
max_combo,250000,0.6145,0.235,0.1,0.0505
random2,250000,0.8195,0.1515,0.023,0.006
single_only,260000,0.8315,0.1235,0.038,0.007
max_combo,260000,0.597,0.2555,0.0885,0.059
random2,260000,0.8245,0.1435,0.029,0.003
single_only,270000,0.831,0.1305,0.032,0.0065
max_combo,270000,0.584,0.2685,0.094,0.0535
random2,270000,0.827,0.145,0.025,0.003
single_only,280000,0.81,0.1385,0.0425,0.009
max_combo,280000,0.6245,0.2345,0.091,0.05
random2,280000,0.819,0.152,0.0245,0.0045
single_only,290000,0.8155,0.137,0.039,0.0085
max_combo,290000,0.5985,0.263,0.0935,0.045
random2,290000,0.827,0.1335,0.033,0.0065
single_only,300000,0.8205,0.1475,0.0275,0.0045
max_combo,300000,0.616,0.245,0.088,0.051
random2,300000,0.8385,0.1355,0.023,0.003
single_only,310000,0.7825,0.1625,0.048,0.007
max_combo,310000,0.613,0.245,0.096,0.046
random2,310000,0.8215,0.1485,0.023,0.007
single_only,320000,0.8125,0.143,0.036,0.0085
max_combo,320000,0.603,0.2515,0.095,0.0505
random2,320000,0.8285,0.143,0.0235,0.005
single_only,330000,0.814,0.1335,0.0445,0.008
max_combo,330000,0.595,0.2585,0.098,0.0485
random2,330000,0.8305,0.1465,0.0175,0.0055
single_only,340000,0.8575,0.106,0.031,0.0055
max_combo,340000,0.613,0.2315,0.103,0.0525
random2,340000,0.857,0.11,0.026,0.007
single_only,350000,0.804,0.1485,0.0435,0.004
max_combo,350000,0.6015,0.242,0.1035,0.053
random2,350000,0.837,0.1345,0.0235,0.005
single_only,360000,0.8175,0.1315,0.0445,0.0065
max_combo,360000,0.5965,0.2355,0.102,0.066
random2,360000,0.822,0.1455,0.027,0.0055
single_only,370000,0.798,0.139,0.055,0.008
max_combo,370000,0.587,0.251,0.1025,0.0595
random2,370000,0.8075,0.1605,0.026,0.006
single_only,380000,0.82,0.136,0.039,0.005
max_combo,380000,0.5945,0.253,0.105,0.0475
random2,380000,0.8385,0.141,0.0185,0.002
single_only,390000,0.8175,0.1385,0.041,0.003
max_combo,390000,0.5865,0.253,0.107,0.0535
random2,390000,0.8565,0.108,0.0275,0.008
single_only,400000,0.813,0.1445,0.0375,0.005
max_combo,400000,0.6145,0.2455,0.0955,0.0445
random2,400000,0.859,0.1185,0.0165,0.006
single_only,410000,0.8335,0.127,0.034,0.0055
max_combo,410000,0.594,0.2225,0.11,0.0735
random2,410000,0.849,0.1275,0.02,0.0035
