episode,wall_s,steps,p0_transitions,train_calls,epsilon
63,0.033599,75,17,17,0.1
64,0.031471,71,16,16,0.1
65,0.041949,71,22,22,0.1
66,0.038667,63,17,17,0.1
67,0.086536,68,22,22,0.1
68,0.053062,77,22,22,0.1
69,0.046855,73,16,16,0.1
70,0.043648,71,23,23,0.1
71,0.02698,62,14,14,0.1
72,0.037613,75,19,19,0.1
73,0.027366,60,14,14,0.1
74,0.041467,82,21,21,0.1
75,0.032006,68,16,16,0.1
76,0.032983,64,17,17,0.1
77,0.04313,71,20,20,0.1
78,0.044999,80,20,20,0.1
79,0.032505,61,16,16,0.1
80,0.034764,70,18,18,0.1
81,0.035469,77,18,18,0.1
82,0.03036,66,15,15,0.1
83,0.040232,66,20,20,0.1
84,0.06381,65,21,21,0.1
85,0.044186,76,22,22,0.1
86,0.038807,71,18,18,0.1
87,0.085436,78,19,19,0.1
88,0.039127,68,19,19,0.1
89,0.035852,69,18,18,0.1
90,0.048444,77,24,24,0.1
91,0.033924,77,17,17,0.1
92,0.037073,73,19,19,0.1
93,0.037002,67,16,16,0.1
94,0.047479,76,21,21,0.1
95,0.044096,72,22,22,0.1
96,0.035473,70,18,18,0.1
97,0.123422,76,17,17,0.1
98,0.074806,69,18,18,0.1
99,0.040239,68,20,20,0.1
100,0.034251,61,18,18,0.1
101,0.042989,66,22,22,0.1
102,0.04335,83,21,21,0.1
103,0.035396,75,18,18,0.1
104,0.046071,78,23,23,0.1
105,0.05332,83,26,26,0.1
106,0.033705,68,16,16,0.1
107,0.033752,71,17,17,0.1
108,0.036358,67,18,18,0.1
109,0.041666,70,19,19,0.1
110,0.042699,67,21,21,0.1
111,0.039032,73,20,20,0.1
112,0.042585,69,22,22,0.1
113,0.036079,63,18,18,0.1
114,0.03402,72,17,17,0.1
115,0.029038,78,14,14,0.1
116,0.046092,71,21,21,0.1
117,0.02904,75,14,14,0.1
118,0.038177,67,20,20,0.1
119,0.0373,72,19,19,0.1
120,0.030946,76,16,16,0.1
121,0.024101,61,12,12,0.1
122,0.036231,67,18,18,0.1
123,0.024635,64,12,12,0.1
124,0.052578,83,26,26,0.1
125,0.040018,74,20,20,0.1
126,0.033209,68,17,17,0.1
127,0.039078,66,20,20,0.1
128,0.021869,67,11,11,0.1
129,0.0412,83,22,22,0.1
130,0.035643,70,19,19,0.1
131,0.042529,78,22,22,0.1
132,0.045056,77,23,23,0.1
133,0.044372,76,22,22,0.1
134,0.042716,64,10,10,0.1
135,0.040599,65,17,17,0.1
136,0.035239,61,18,18,0.1
137,0.04529,59,17,17,0.1
138,0.03522,67,17,17,0.1
139,0.062908,72,13,13,0.1
140,0.032702,60,17,17,0.1
141,0.041602,69,21,21,0.1
142,0.039218,69,18,18,0.1
143,0.039842,66,19,19,0.1
144,0.042958,70,19,19,0.1
145,0.035186,75,17,17,0.1
146,0.040849,70,20,20,0.1
147,0.037367,72,19,19,0.1
148,0.039499,69,19,19,0.1
149,0.032315,71,15,15,0.1
150,0.043929,79,21,21,0.1
151,0.040496,68,21,21,0.1
152,0.046331,81,24,24,0.1
153,0.020507,64,10,10,0.1
154,0.036206,69,19,19,0.1
155,0.038594,69,20,20,0.1
156,0.03664,66,19,19,0.1
157,0.031572,75,16,16,0.1
158,0.037007,75,19,19,0.1
159,0.044939,65,18,18,0.1
160,0.055042,74,23,23,0.1
161,0.047818,89,25,25,0.1
162,0.036938,78,18,18,0.1
163,0.037648,71,19,19,0.1
164,0.029847,70,14,14,0.1
165,0.043264,69,22,22,0.1
166,0.035127,77,18,18,0.1
167,0.039901,76,21,21,0.1
168,0.036107,76,17,17,0.1
169,0.040405,74,19,19,0.1
170,0.048817,72,18,18,0.1
171,0.033159,67,17,17,0.1
172,0.039594,67,21,21,0.1
173,0.027135,55,14,14,0.1
174,0.037299,67,19,19,0.1
175,0.030626,58,16,16,0.1
176,0.042214,72,22,22,0.1
177,0.044441,73,22,22,0.1
178,0.039185,74,17,17,0.1
179,0.043858,76,18,18,0.1
180,0.064286,71,19,19,0.1
181,0.036382,68,19,19,0.1
182,0.032223,70,16,16,0.1
183,0.093924,70,19,19,0.1
184,0.04254,65,15,15,0.1
185,0.021997,58,10,10,0.1
186,0.025677,68,11,11,0.1
187,0.047716,81,24,24,0.1
188,0.045553,77,18,18,0.1
189,0.041299,73,21,21,0.1
190,0.045673,74,22,22,0.1
191,0.041884,78,21,21,0.1
192,0.078512,76,21,21,0.1
193,0.054271,63,21,21,0.1
194,0.024538,69,12,12,0.1
195,0.047286,78,22,22,0.1
196,0.028721,64,13,13,0.1
197,0.029669,56,15,15,0.1
198,0.035997,70,19,19,0.1
199,0.035977,64,18,18,0.1
200,0.034201,68,17,17,0.1
201,0.028565,65,14,14,0.1
202,0.040814,71,21,21,0.1
203,0.036028,62,18,18,0.1
204,0.032056,62,16,16,0.1
205,0.040788,76,21,21,0.1
206,0.030612,74,15,15,0.1
207,0.040936,81,21,21,0.1
208,0.03937,74,20,20,0.1
209,0.031699,64,15,15,0.1
210,0.036756,67,18,18,0.1
211,0.041824,70,22,22,0.1
212,0.035124,79,18,18,0.1
213,0.068125,73,22,22,0.1
214,0.029859,67,9,9,0.1
215,0.073422,74,20,20,0.1
216,0.056797,80,18,18,0.1
217,0.038893,61,15,15,0.1
218,0.038483,70,17,17,0.1
219,0.042693,66,20,20,0.1
220,0.036534,71,19,19,0.1
221,0.031273,69,16,16,0.1
222,0.048227,68,20,20,0.1
223,0.055654,71,18,18,0.1
224,0.055655,68,19,19,0.1
225,0.042232,65,14,14,0.1
226,0.049782,82,19,19,0.1
227,0.0504,80,20,20,0.1
228,0.065908,73,23,23,0.1
229,0.055155,74,21,21,0.1
230,0.060603,69,20,20,0.1
231,0.062338,77,23,23,0.1
232,0.03829,62,14,14,0.1
233,0.038984,66,18,18,0.1
234,0.029454,68,14,14,0.1
235,0.037341,67,19,19,0.1
236,0.03887,76,20,20,0.1
237,0.038452,69,20,20,0.1
238,0.033427,67,17,17,0.1
239,0.048843,81,23,23,0.1
240,0.036402,69,18,18,0.1
241,0.024547,70,12,12,0.1
242,0.032242,70,16,16,0.1
243,0.057449,82,20,20,0.1
244,0.048642,65,15,15,0.1
245,0.033582,68,17,17,0.1
246,0.038384,72,19,19,0.1
247,0.040043,72,17,17,0.1
248,0.030242,62,15,15,0.1
249,0.038815,68,19,19,0.1
250,0.039415,70,20,20,0.1
251,0.046073,68,17,17,0.1
252,0.031322,68,16,16,0.1
253,0.034966,76,17,17,0.1
254,0.03281,66,16,16,0.1
255,0.031398,67,16,16,0.1
256,0.02688,60,14,14,0.1
257,0.034773,75,18,18,0.1
258,0.031166,60,16,16,0.1
259,0.049875,77,20,20,0.1
260,0.028527,67,13,13,0.1
261,0.036594,76,19,19,0.1
262,0.034311,71,16,16,0.1
263,0.032985,72,17,17,0.1
264,0.030954,58,16,16,0.1
265,0.024052,67,12,12,0.1
266,0.029029,59,15,15,0.1
267,0.043771,77,22,22,0.1
268,0.037256,75,18,18,0.1
269,0.037667,73,19,19,0.1
270,0.036538,65,19,19,0.1
271,0.024574,68,11,11,0.1
272,0.039977,73,20,20,0.1
273,0.045256,70,19,19,0.1
274,0.02949,55,11,11,0.1
275,0.041453,77,21,21,0.1
276,0.046607,84,24,24,0.1
277,0.045644,78,23,23,0.1
278,0.032906,71,17,17,0.1
279,0.04901,78,23,23,0.1
280,0.037849,65,16,16,0.1
281,0.04359,76,21,21,0.1
282,0.036264,63,19,19,0.1
283,0.042377,77,22,22,0.1
284,0.041629,84,21,21,0.1
285,0.037332,75,19,19,0.1
286,0.037135,79,19,19,0.1
287,0.033665,68,17,17,0.1
288,0.03374,70,17,17,0.1
289,0.03507,73,18,18,0.1
290,0.028063,69,14,14,0.1
291,0.027765,65,14,14,0.1
292,0.035219,76,18,18,0.1
293,0.03545,69,18,18,0.1
294,0.036482,68,19,19,0.1
295,0.023624,76,11,11,0.1
296,0.037724,78,19,19,0.1
297,0.038316,68,20,20,0.1
298,0.03597,63,18,18,0.1
299,0.04054,80,17,17,0.1
300,0.036704,75,18,18,0.1
301,0.038749,62,19,19,0.1
302,0.054511,64,14,14,0.1
303,0.037044,78,15,15,0.1
304,0.0342,65,18,18,0.1
305,0.024533,62,12,12,0.1
306,0.053986,77,22,22,0.1
307,0.037247,66,17,17,0.1
308,0.051028,71,20,20,0.1
309,0.031131,61,15,15,0.1
310,0.050834,74,19,19,0.1
311,0.031613,68,15,15,0.1
312,0.144574,78,20,20,0.1
313,0.081915,80,20,20,0.1
314,0.043878,72,22,22,0.1
315,0.037275,76,19,19,0.1
316,0.041165,69,20,20,0.1
317,0.047353,66,18,18,0.1
318,0.058927,76,19,19,0.1
319,0.034045,74,16,16,0.1
320,0.047584,76,24,24,0.1
321,0.043221,72,18,18,0.1
322,0.040566,78,20,20,0.1
323,0.036807,72,19,19,0.1
324,0.048312,78,25,25,0.1
325,0.034112,68,17,17,0.1
326,0.037472,73,19,19,0.1
327,0.043879,79,22,22,0.1
328,0.036889,74,18,18,0.1
329,0.026759,62,12,12,0.1
330,0.04047,71,20,20,0.1
331,0.036248,68,19,19,0.1
332,0.025762,62,13,13,0.1
333,0.030278,65,15,15,0.1
334,0.037364,65,18,18,0.1
335,0.033923,68,18,18,0.1
336,0.027421,62,14,14,0.1
337,0.037631,68,19,19,0.1
338,0.039534,68,19,19,0.1
339,0.030838,62,15,15,0.1
340,0.041189,74,21,21,0.1
341,0.025606,70,13,13,0.1
342,0.035257,71,17,17,0.1
343,0.036416,64,19,19,0.1
344,0.029567,77,15,15,0.1
345,0.034479,71,18,18,0.1
346,0.03591,73,17,17,0.1
347,0.039702,73,19,19,0.1
348,0.03842,74,20,20,0.1
349,0.044336,76,22,22,0.1
350,0.032248,75,16,16,0.1
351,0.038512,76,20,20,0.1
352,0.033389,65,17,17,0.1
353,0.041092,86,21,21,0.1
354,0.038708,70,20,20,0.1
355,0.055746,77,18,18,0.1
356,0.040095,67,16,16,0.1
357,0.029627,68,15,15,0.1
358,0.037458,73,19,19,0.1
359,0.046025,75,21,21,0.1
360,0.043605,75,21,21,0.1
361,0.03705,71,18,18,0.1
362,0.034735,74,18,18,0.1
363,0.039848,76,19,19,0.1
364,0.027681,60,14,14,0.1
365,0.032906,62,17,17,0.1
366,0.038214,73,19,19,0.1
367,0.037208,72,19,19,0.1
368,0.03443,66,18,18,0.1
369,0.038585,70,19,19,0.1
370,0.038745,73,19,19,0.1
371,0.03511,71,17,17,0.1
372,0.036742,73,17,17,0.1
373,0.055567,87,20,20,0.1
374,0.05426,72,21,21,0.1
375,0.050157,66,20,20,0.1
376,0.043041,72,21,21,0.1
377,0.047952,68,22,22,0.1
378,0.028376,67,14,14,0.1
379,0.045591,81,19,19,0.1
380,0.043471,68,20,20,0.1
381,0.034952,67,18,18,0.1
382,0.034834,73,18,18,0.1
383,0.041098,79,21,21,0.1
384,0.020693,69,10,10,0.1
385,0.043532,79,22,22,0.1
386,0.040017,75,21,21,0.1
387,0.032919,77,17,17,0.1
388,0.032483,79,17,17,0.1
389,0.037951,73,20,20,0.1
390,0.030146,77,15,15,0.1
391,0.029949,73,15,15,0.1
392,0.023783,69,12,12,0.1
393,0.040021,78,20,20,0.1
394,0.034516,69,18,18,0.1
395,0.041095,78,19,19,0.1
396,0.034358,75,17,17,0.1
397,0.027045,62,13,13,0.1
398,0.033559,76,17,17,0.1
399,0.04402,77,23,23,0.1
400,0.044613,84,21,21,0.1
401,0.043549,71,21,21,0.1
402,0.043439,80,21,21,0.1
403,0.039067,69,20,20,0.1
404,0.04298,76,22,22,0.1
405,0.040232,74,21,21,0.1
406,0.02363,60,12,12,0.1
407,0.044611,78,22,22,0.1
408,0.03338,80,17,17,0.1
409,0.038455,72,20,20,0.1
410,0.034715,65,18,18,0.1
411,0.045479,82,22,22,0.1
412,0.065557,71,19,19,0.1
413,0.040687,74,21,21,0.1
414,0.034061,72,18,18,0.1
415,0.04165,76,20,20,0.1
416,0.031143,67,16,16,0.1
417,0.039035,78,20,20,0.1
418,0.029802,79,15,15,0.1
419,0.035927,70,18,18,0.1
420,0.045227,72,23,23,0.1
421,0.036972,64,19,19,0.1
422,0.033359,73,17,17,0.1
423,0.03165,77,15,15,0.1
424,0.031367,70,16,16,0.1
425,0.017909,55,9,9,0.1
426,0.029588,71,15,15,0.1
427,0.039821,77,21,21,0.1
428,0.042429,69,21,21,0.1
429,0.040953,70,20,20,0.1
430,0.034544,69,17,17,0.1
431,0.049883,73,19,19,0.1
432,0.040399,76,20,20,0.1
433,0.027376,62,14,14,0.1
434,0.032481,67,17,17,0.1
435,0.042249,76,22,22,0.1
436,0.029245,64,13,13,0.1
437,0.038332,64,16,16,0.1
438,0.037312,74,16,16,0.1
439,0.043591,80,19,19,0.1
440,0.049204,77,24,24,0.1
441,0.03467,74,17,17,0.1
442,0.037542,70,18,18,0.1
443,0.045757,73,17,17,0.1
444,0.066925,72,12,12,0.1
445,0.041822,64,10,10,0.1
446,0.043393,71,16,16,0.1
447,0.041411,77,20,20,0.1
448,0.024599,62,10,10,0.1
449,0.055057,82,21,21,0.1
450,0.095388,81,23,23,0.1
451,0.030647,65,12,12,0.1
452,0.053235,79,23,23,0.1
453,0.039348,77,20,20,0.1
454,0.036641,68,19,19,0.1
455,0.022193,62,11,11,0.1
456,0.024598,68,12,12,0.1
457,0.039305,75,20,20,0.1
458,0.039899,77,19,19,0.1
459,0.04061,80,21,21,0.1
460,0.031359,67,16,16,0.1
461,0.026053,68,12,12,0.1
462,0.028726,63,12,12,0.1
463,0.02476,68,11,11,0.1
464,0.028996,76,13,13,0.1
465,0.045917,79,21,21,0.1
466,0.033137,65,15,15,0.1
467,0.05733,67,20,20,0.1
468,0.069124,76,18,18,0.1
469,0.067467,72,22,22,0.1
470,0.046488,70,18,18,0.1
471,0.039361,65,13,13,0.1
472,0.128123,59,18,18,0.1
473,0.069943,73,18,18,0.1
474,0.060841,74,21,21,0.1
475,0.035023,66,13,13,0.1
476,0.041415,60,18,18,0.1
477,0.038367,70,14,14,0.1
478,0.043529,72,15,15,0.1
479,0.061688,80,22,22,0.1
480,0.048476,65,20,20,0.1
481,0.036207,72,16,16,0.1
482,0.046543,70,18,18,0.1
483,0.052718,68,21,21,0.1
484,0.047348,69,19,19,0.1
485,0.051695,67,20,20,0.1
486,0.048505,69,15,15,0.1
487,0.04582,61,16,16,0.1
488,0.033059,71,16,16,0.1
489,0.036158,73,18,18,0.1
490,0.044967,64,23,23,0.1
491,0.040046,71,19,19,0.1
492,0.035171,69,18,18,0.1
493,0.035798,76,17,17,0.1
494,0.029282,71,15,15,0.1
495,0.029247,75,14,14,0.1
496,0.037757,68,19,19,0.1
497,0.037201,76,19,19,0.1
498,0.03229,72,15,15,0.1
499,0.027337,60,14,14,0.1
500,0.031174,72,16,16,0.1
501,0.030885,63,15,15,0.1
502,0.037481,68,18,18,0.1
503,0.049717,73,23,23,0.1
504,0.030559,67,15,15,0.1
505,0.036126,77,18,18,0.1
506,0.022063,57,11,11,0.1
507,0.032141,80,16,16,0.1
508,0.028287,61,14,14,0.1
509,0.031323,64,16,16,0.1
510,0.042214,72,22,22,0.1
511,0.035005,78,18,18,0.1
512,0.035922,72,19,19,0.1
513,0.043607,81,22,22,0.1
514,0.057743,57,19,19,0.1
515,0.039699,68,20,20,0.1
516,0.043742,76,22,22,0.1
517,0.064252,79,22,22,0.1
518,0.043594,71,15,15,0.1
519,0.034387,73,18,18,0.1
520,0.043344,73,21,21,0.1
521,0.056067,69,20,20,0.1
522,0.034003,71,17,17,0.1
523,0.032169,67,14,14,0.1
524,0.026796,66,13,13,0.1
525,0.026719,63,13,13,0.1
526,0.039056,74,19,19,0.1
527,0.034619,68,18,18,0.1
528,0.03303,76,17,17,0.1
529,0.027848,65,14,14,0.1
530,0.038004,79,19,19,0.1
531,0.035043,72,16,16,0.1
532,0.036289,70,16,16,0.1
533,0.039883,70,19,19,0.1
534,0.043381,73,19,19,0.1
535,0.042092,71,21,21,0.1
536,0.03317,77,17,17,0.1
537,0.030111,55,15,15,0.1
538,0.023889,65,12,12,0.1
539,0.029523,71,15,15,0.1
540,0.037355,77,19,19,0.1
541,0.030603,68,16,16,0.1
542,0.040753,80,19,19,0.1
543,0.032349,66,17,17,0.1
544,0.029316,72,15,15,0.1
545,0.034579,73,17,17,0.1
546,0.03833,83,19,19,0.1
547,0.022725,62,11,11,0.1
548,0.038446,83,18,18,0.1
549,0.04014,71,20,20,0.1
550,0.04608,63,22,22,0.1
551,0.043136,82,21,21,0.1
552,0.045979,76,22,22,0.1
553,0.035923,74,18,18,0.1
554,0.043015,75,21,21,0.1
555,0.040308,80,19,19,0.1
556,0.025926,64,12,12,0.1
557,0.03669,68,19,19,0.1
558,0.033008,60,16,16,0.1
559,0.038174,83,19,19,0.1
560,0.044966,79,23,23,0.1
561,0.049916,72,17,17,0.1
562,0.12171,52,13,13,0.1
563,0.064736,73,23,23,0.1
564,0.069009,83,18,18,0.1
565,0.05222,75,21,21,0.1
566,0.178769,71,19,19,0.1
567,0.060144,73,22,22,0.1
568,0.060734,67,19,19,0.1
569,0.042069,73,21,21,0.1
570,0.050029,69,14,14,0.1
571,0.052336,83,15,15,0.1
572,0.033343,68,17,17,0.1
573,0.037664,80,19,19,0.1
574,0.035298,56,18,18,0.1
575,0.032169,77,16,16,0.1
576,0.033513,80,16,16,0.1
577,0.038891,75,20,20,0.1
578,0.030526,78,13,13,0.1
579,0.052134,74,20,20,0.1
580,0.03996,70,17,17,0.1
581,0.036897,66,18,18,0.1
582,0.028804,71,14,14,0.1
583,0.041896,82,21,21,0.1
584,0.038684,73,20,20,0.1
585,0.037041,66,19,19,0.1
586,0.026475,73,13,13,0.1
587,0.03024,72,15,15,0.1
588,0.038634,74,20,20,0.1
589,0.037424,75,19,19,0.1
590,0.040345,75,20,20,0.1
591,0.036347,68,18,18,0.1
592,0.040547,62,18,18,0.1
593,0.048308,69,22,22,0.1
594,0.103371,68,19,19,0.1
595,0.040178,59,13,13,0.1
596,0.070231,70,17,17,0.1
597,0.059796,77,19,19,0.1
598,0.044879,61,17,17,0.1
599,0.047039,76,17,17,0.1
600,0.048832,71,18,18,0.1
601,0.050941,74,19,19,0.1
602,0.086945,82,21,21,0.1
603,0.081042,75,21,21,0.1
604,0.05995,69,15,15,0.1
605,0.042333,67,15,15,0.1
606,0.050525,68,19,19,0.1
607,0.047364,80,19,19,0.1
608,0.05364,69,16,16,0.1
609,0.062502,72,20,20,0.1
610,0.050828,65,17,17,0.1
611,0.040769,71,14,14,0.1
612,0.038656,73,13,13,0.1
613,0.042004,70,15,15,0.1
614,0.085079,68,21,21,0.1
615,0.042263,67,20,20,0.1
616,0.061274,69,21,21,0.1
617,0.043149,76,15,15,0.1
618,0.060163,75,17,17,0.1
619,0.053922,74,19,19,0.1
620,0.048962,75,18,18,0.1
621,0.091789,62,17,17,0.1
622,0.120217,74,15,15,0.1
623,0.083057,71,17,17,0.1
624,0.05266,60,14,14,0.1
625,0.077864,71,20,20,0.1
626,0.07517,84,19,19,0.1
627,0.06281,69,19,19,0.1
628,0.04337,72,19,19,0.1
629,0.026815,64,13,13,0.1
630,0.040765,69,17,17,0.1
631,0.144107,69,17,17,0.1
632,0.214993,74,17,17,0.1
633,0.119929,75,19,19,0.1
634,0.04854,71,17,17,0.1
635,0.058287,68,20,20,0.1
636,0.056889,86,19,19,0.1
637,0.049304,69,19,19,0.1
638,0.041033,70,20,20,0.1
639,0.041667,66,21,21,0.1
640,0.033874,59,16,16,0.1
641,0.040945,68,19,19,0.1
642,0.036246,62,18,18,0.1
643,0.040042,83,20,20,0.1
644,0.037972,66,19,19,0.1
645,0.040251,87,19,19,0.1
646,0.037917,72,17,17,0.1
647,0.036208,67,18,18,0.1
648,0.076527,70,19,19,0.1
649,0.090829,80,22,22,0.1
650,0.054504,75,17,17,0.1
651,0.041786,64,14,14,0.1
652,0.041698,63,19,19,0.1
653,0.036346,68,19,19,0.1
654,0.050521,74,22,22,0.1
655,0.057439,72,20,20,0.1
656,0.070211,78,19,19,0.1
657,0.046098,72,22,22,0.1
658,0.192655,77,24,24,0.1
659,0.052606,70,19,19,0.1
660,0.032805,57,17,17,0.1
661,0.032291,69,17,17,0.1
662,0.032762,63,17,17,0.1
663,0.073342,71,23,23,0.1
664,0.054041,67,21,21,0.1
665,0.029578,70,12,12,0.1
666,0.054515,61,21,21,0.1
667,0.04076,70,20,20,0.1
668,0.038025,72,20,20,0.1
669,0.036508,67,19,19,0.1
670,0.029435,69,15,15,0.1
671,0.042376,80,21,21,0.1
672,0.037497,81,19,19,0.1
673,0.044858,75,23,23,0.1
674,0.042867,74,22,22,0.1
675,0.0502,77,23,23,0.1
676,0.042652,75,21,21,0.1
677,0.047454,81,23,23,0.1
678,0.033848,72,17,17,0.1
679,0.047898,75,23,23,0.1
680,0.0367,58,19,19,0.1
681,0.045649,87,23,23,0.1
682,0.043369,83,20,20,0.1
683,0.045925,68,22,22,0.1
684,0.044775,75,23,23,0.1
685,0.039796,65,21,21,0.1
686,0.045205,80,23,23,0.1
687,0.051889,83,26,26,0.1
688,0.04391,74,22,22,0.1
689,0.060422,66,17,17,0.1
690,0.094902,71,22,22,0.1
691,0.217419,68,23,23,0.1
692,0.210399,67,20,20,0.1
693,0.111878,79,27,27,0.1
694,0.068003,70,18,18,0.1
695,0.085589,73,22,22,0.1
696,0.074739,78,21,21,0.1
697,0.077975,66,21,21,0.1
698,0.078427,79,21,21,0.1
699,0.071483,71,22,22,0.1
700,0.063834,67,18,18,0.1
701,0.094468,75,24,24,0.1
702,0.049302,63,16,16,0.1
703,0.069365,68,22,22,0.1
704,0.075513,83,24,24,0.1
705,0.064496,69,23,23,0.1
706,0.041614,63,21,21,0.1
707,0.038881,68,19,19,0.1
708,0.045547,63,21,21,0.1
709,0.040871,71,21,21,0.1
710,0.044729,70,22,22,0.1
711,0.050102,72,25,25,0.1
712,0.044368,67,22,22,0.1
713,0.044494,82,22,22,0.1
714,0.051607,76,27,27,0.1
715,0.048529,76,24,24,0.1
716,0.043789,74,23,23,0.1
717,0.044608,72,22,22,0.1
718,0.040926,69,21,21,0.1
719,0.042019,68,21,21,0.1
720,0.040953,69,20,20,0.1
721,0.047863,64,21,21,0.1
722,0.035481,60,17,17,0.1
723,0.073915,78,20,20,0.1
724,0.050178,66,22,22,0.1
725,0.049834,85,25,25,0.1
726,0.048711,77,22,22,0.1
727,0.033791,72,16,16,0.1
728,0.067283,87,24,24,0.1
729,0.040096,68,19,19,0.1
730,0.046285,75,23,23,0.1
731,0.043777,75,21,21,0.1
732,0.044265,67,22,22,0.1
733,0.047498,72,24,24,0.1
734,0.049465,68,25,25,0.1
735,0.045741,69,23,23,0.1
736,0.048221,68,24,24,0.1
737,0.035264,66,18,18,0.1
738,0.040888,73,21,21,0.1
739,0.044863,77,22,22,0.1
740,0.042877,70,21,21,0.1
741,0.049787,75,25,25,0.1
742,0.041323,65,22,22,0.1
743,0.049479,78,24,24,0.1
744,0.047498,80,24,24,0.1
745,0.034568,77,17,17,0.1
746,0.04484,76,20,20,0.1
747,0.055795,72,23,23,0.1
748,0.137533,63,23,23,0.1
749,0.188416,61,20,20,0.1
750,0.051038,74,25,25,0.1
751,0.046622,76,23,23,0.1
752,0.050895,81,26,26,0.1
753,0.059819,65,21,21,0.1
754,0.061789,84,26,26,0.1
755,0.055026,69,22,22,0.1
756,0.04537,78,23,23,0.1
757,0.046148,75,24,24,0.1
758,0.024338,71,12,12,0.1
759,0.044638,73,23,23,0.1
760,0.041975,71,21,21,0.1
761,0.048003,76,25,25,0.1
762,0.04975,78,26,26,0.1
763,0.048194,76,24,24,0.1
764,0.088273,77,24,24,0.1
765,0.043711,78,22,22,0.1
766,0.04398,69,21,21,0.1
767,0.069179,78,24,24,0.1
768,0.050196,81,23,23,0.1
769,0.04643,79,24,24,0.1
770,0.032324,75,16,16,0.1
771,0.049499,83,25,25,0.1
772,0.0393,62,20,20,0.1
773,0.03605,79,18,18,0.1
774,0.053283,74,21,21,0.1
775,0.041886,78,22,22,0.1
776,0.041799,71,21,21,0.1
777,0.047529,76,23,23,0.1
778,0.047655,61,24,24,0.1
779,0.044173,71,23,23,0.1
780,0.040737,67,21,21,0.1
781,0.0485,79,25,25,0.1
782,0.043788,67,22,22,0.1
783,0.048539,74,23,23,0.1
784,0.046659,66,24,24,0.1
785,0.047739,80,25,25,0.1
786,0.041533,72,21,21,0.1
787,0.047593,77,24,24,0.1
788,0.041778,72,21,21,0.1
789,0.045796,69,24,24,0.1
790,0.047701,71,25,25,0.1
791,0.041964,90,21,21,0.1
792,0.051553,80,27,27,0.1
793,0.04244,69,22,22,0.1
794,0.048715,84,23,23,0.1
795,0.045026,88,22,22,0.1
796,0.055577,98,27,27,0.1
797,0.045377,65,23,23,0.1
798,0.047291,74,24,24,0.1
799,0.049982,71,25,25,0.1
800,0.056382,79,23,23,0.1
801,0.05354,74,24,24,0.1
802,0.052558,78,24,24,0.1
803,0.052306,73,22,22,0.1
804,0.039772,81,20,20,0.1
805,0.042726,83,21,21,0.1
806,0.054074,75,25,25,0.1
807,0.044936,84,22,22,0.1
808,0.054987,73,21,21,0.1
809,0.064963,73,24,24,0.1
810,0.051281,65,18,18,0.1
811,0.047039,74,22,22,0.1
812,0.063383,85,23,23,0.1
813,0.055945,87,25,25,0.1
