opponent,episode,p0,p1,p2,p3
single_only,10000,0.879,0.0855,0.03,0.0055
max_combo,10000,0.3695,0.313,0.1955,0.122
random2,10000,0.7825,0.1715,0.037,0.009
single_only,20000,0.7645,0.1485,0.0715,0.0155
max_combo,20000,0.4455,0.281,0.1875,0.086
random2,20000,0.7925,0.1655,0.0325,0.0095
single_only,30000,0.7485,0.143,0.084,0.0245
max_combo,30000,0.442,0.307,0.161,0.09
random2,30000,0.7455,0.183,0.0615,0.01
single_only,40000,0.7745,0.1375,0.069,0.019
max_combo,40000,0.489,0.27,0.158,0.083
random2,40000,0.773,0.166,0.048,0.013
single_only,50000,0.7715,0.145,0.0705,0.013
max_combo,50000,0.502,0.2665,0.139,0.0925
random2,50000,0.7495,0.1815,0.0545,0.0145
single_only,60000,0.7565,0.149,0.0825,0.012
max_combo,60000,0.5,0.272,0.1415,0.0865
random2,60000,0.772,0.1695,0.047,0.0115
single_only,70000,0.769,0.147,0.0665,0.0175
max_combo,70000,0.494,0.2685,0.157,0.0805
random2,70000,0.7565,0.162,0.0655,0.016
single_only,80000,0.768,0.145,0.0725,0.0145
max_combo,80000,0.5275,0.2805,0.125,0.067
random2,80000,0.756,0.1815,0.0515,0.011
single_only,90000,0.768,0.151,0.069,0.012
max_combo,90000,0.542,0.2615,0.1305,0.066
random2,90000,0.7545,0.2005,0.0375,0.0075
single_only,100000,0.774,0.1365,0.077,0.0125
max_combo,100000,0.5305,0.2705,0.119,0.08
random2,100000,0.7575,0.177,0.051,0.0145
single_only,110000,0.775,0.1365,0.0775,0.011
max_combo,110000,0.5375,0.2715,0.1295,0.0615
random2,110000,0.7585,0.175,0.0535,0.013
single_only,120000,0.782,0.1455,0.059,0.0135
max_combo,120000,0.543,0.275,0.12,0.062
random2,120000,0.766,0.1725,0.0545,0.007
single_only,130000,0.7735,0.1315,0.084,0.011
max_combo,130000,0.511,0.278,0.1385,0.0725
random2,130000,0.765,0.1665,0.061,0.0075
single_only,140000,0.8035,0.135,0.053,0.0085
