version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,step_reward,delta_weight,final_reward,env_reward,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last
54,2025-08-11 11:36:32,PPO,500000,15000,10000,4,64,True,False,14,65,"ppo,ppo,ppo,ppo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_54/train/ppo_model_54_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_54/train,delta_hand,2.0,none,True,0.0,10.0,3.0,2.0,0.0
