episode,ep_length,ep_env_return,ep_shaping_return,ep_final_bonus
1,113.0,3.0,0.0,0.0
2,121.0,3.0,0.0,0.0
3,121.0,3.0,0.0,0.0
4,120.0,3.0,0.0,0.0
5,147.0,0.0,0.0,0.0
6,121.0,3.0,0.0,0.0
7,140.0,2.0,0.0,0.0
8,105.0,3.0,0.0,0.0
9,119.0,3.0,0.0,0.0
10,125.0,1.0,0.0,0.0
11,109.0,3.0,0.0,0.0
12,98.0,0.0,0.0,0.0
13,111.0,1.0,0.0,0.0
14,111.0,3.0,0.0,0.0
15,121.0,1.0,0.0,0.0
16,110.0,2.0,0.0,0.0
17,127.0,3.0,0.0,0.0
18,86.0,1.0,0.0,0.0
19,120.0,3.0,0.0,0.0
20,114.0,1.0,0.0,0.0
21,115.0,3.0,0.0,0.0
22,123.0,3.0,0.0,0.0
23,129.0,2.0,0.0,0.0
24,150.0,3.0,0.0,0.0
25,118.0,2.0,0.0,0.0
26,123.0,0.0,0.0,0.0
27,116.0,3.0,0.0,0.0
28,129.0,1.0,0.0,0.0
29,120.0,0.0,0.0,0.0
30,104.0,0.0,0.0,0.0
31,111.0,3.0,0.0,0.0
32,97.0,2.0,0.0,0.0
33,128.0,2.0,0.0,0.0
34,107.0,3.0,0.0,0.0
35,130.0,3.0,0.0,0.0
36,120.0,2.0,0.0,0.0
37,120.0,0.0,0.0,0.0
38,102.0,1.0,0.0,0.0
39,93.0,0.0,0.0,0.0
40,125.0,3.0,0.0,0.0
41,108.0,3.0,0.0,0.0
42,126.0,2.0,0.0,0.0
43,118.0,2.0,0.0,0.0
44,95.0,1.0,0.0,0.0
45,99.0,1.0,0.0,0.0
46,123.0,0.0,0.0,0.0
47,100.0,2.0,0.0,0.0
48,103.0,3.0,0.0,0.0
49,108.0,0.0,0.0,0.0
50,121.0,2.0,0.0,0.0
51,97.0,3.0,0.0,0.0
52,111.0,0.0,0.0,0.0
53,100.0,2.0,0.0,0.0
54,129.0,1.0,0.0,0.0
55,106.0,3.0,0.0,0.0
56,103.0,3.0,0.0,0.0
57,99.0,3.0,0.0,0.0
58,109.0,2.0,0.0,0.0
59,109.0,3.0,0.0,0.0
60,108.0,2.0,0.0,0.0
61,120.0,3.0,0.0,0.0
62,92.0,3.0,0.0,0.0
63,119.0,3.0,0.0,0.0
64,105.0,3.0,0.0,0.0
65,103.0,3.0,0.0,0.0
66,118.0,1.0,0.0,0.0
67,108.0,3.0,0.0,0.0
68,107.0,3.0,0.0,0.0
69,102.0,0.0,0.0,0.0
70,93.0,3.0,0.0,0.0
71,104.0,3.0,0.0,0.0
72,127.0,2.0,0.0,0.0
73,89.0,1.0,0.0,0.0
74,108.0,1.0,0.0,0.0
75,107.0,2.0,0.0,0.0
76,96.0,0.0,0.0,0.0
77,105.0,0.0,0.0,0.0
78,119.0,0.0,0.0,0.0
