version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir
07,2025-07-29 12:38:55,DQN,2000,200,100,4,32,True,False,14,33,"dqn,random,random,random",/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train/dqn_model_07_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train
07,2025-07-29 12:39:01,DQN,2000,200,100,4,32,True,False,14,33,"random,dqn,random,random",/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train/dqn_model_07_agent_p1,/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train
07,2025-07-29 12:39:06,DQN,2000,200,100,4,32,True,False,14,33,"random,random,dqn,random",/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train/dqn_model_07_agent_p2,/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train
07,2025-07-29 12:39:11,DQN,2000,200,100,4,32,True,False,14,33,"random,random,random,dqn",/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train/dqn_model_07_agent_p3,/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_07/train
