opponent,episode,p0,p1,p2,p3
single_only,500,0.269,0.2835,0.2815,0.166
max_combo,500,0.092,0.1515,0.2725,0.484
random2,500,0.3675,0.286,0.214,0.1325
single_only,1000,0.352,0.289,0.226,0.133
max_combo,1000,0.1425,0.197,0.262,0.3985
random2,1000,0.416,0.2785,0.1945,0.111
single_only,1500,0.625,0.1785,0.12,0.0765
max_combo,1500,0.187,0.231,0.22,0.362
random2,1500,0.598,0.2285,0.12,0.0535
single_only,2000,0.655,0.2415,0.0785,0.025
max_combo,2000,0.192,0.2195,0.215,0.3735
random2,2000,0.628,0.23,0.0915,0.0505
single_only,2500,0.6725,0.265,0.0455,0.017
max_combo,2500,0.1975,0.2375,0.239,0.326
random2,2500,0.672,0.219,0.0745,0.0345
single_only,3000,0.809,0.1375,0.036,0.0175
max_combo,3000,0.255,0.242,0.248,0.255
random2,3000,0.727,0.187,0.061,0.025
single_only,3500,0.7685,0.1615,0.049,0.021
max_combo,3500,0.2215,0.259,0.2205,0.299
random2,3500,0.6865,0.2075,0.0695,0.0365
single_only,4000,0.6515,0.251,0.0715,0.026
max_combo,4000,0.2425,0.2685,0.2265,0.2625
random2,4000,0.66,0.2375,0.064,0.0385
single_only,4500,0.721,0.178,0.07,0.031
max_combo,4500,0.231,0.2715,0.248,0.2495
random2,4500,0.6785,0.2165,0.0805,0.0245
single_only,5000,0.583,0.273,0.1065,0.0375
max_combo,5000,0.278,0.284,0.2345,0.2035
random2,5000,0.713,0.214,0.056,0.017
single_only,5500,0.657,0.197,0.1005,0.0455
max_combo,5500,0.296,0.298,0.223,0.183
random2,5500,0.737,0.1915,0.0535,0.018
single_only,6000,0.7145,0.1845,0.072,0.029
max_combo,6000,0.3345,0.2705,0.222,0.173
random2,6000,0.7525,0.182,0.0475,0.018
single_only,6500,0.704,0.178,0.0815,0.0365
max_combo,6500,0.3635,0.24,0.2025,0.194
random2,6500,0.7665,0.168,0.046,0.0195
single_only,7000,0.6825,0.173,0.1015,0.043
max_combo,7000,0.3545,0.273,0.1935,0.179
random2,7000,0.778,0.158,0.048,0.016
single_only,7500,0.742,0.1695,0.062,0.0265
max_combo,7500,0.3915,0.268,0.19,0.1505
random2,7500,0.7945,0.1575,0.0365,0.0115
single_only,8000,0.667,0.2275,0.074,0.0315
max_combo,8000,0.368,0.2665,0.212,0.1535
random2,8000,0.795,0.163,0.029,0.013
single_only,8500,0.66,0.236,0.079,0.025
max_combo,8500,0.393,0.2695,0.1895,0.148
random2,8500,0.8015,0.1545,0.029,0.015
single_only,9000,0.671,0.2345,0.072,0.0225
max_combo,9000,0.382,0.276,0.2015,0.1405
random2,9000,0.828,0.1355,0.028,0.0085
single_only,9500,0.647,0.2195,0.0995,0.034
max_combo,9500,0.419,0.2515,0.1805,0.149
random2,9500,0.7995,0.1465,0.044,0.01
