version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir
06,2025-07-19 13:42:32,PPO,20000,200,400,4,32,True,False,14,33,"ppo,random,random,random",/home/wasterix/OpenSpiel/open_spiel/Playground/models/selfplay_president_06/train/selfplay_president_06_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/selfplay_president_06/train
