version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,reward_system,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last,include_env_reward
46,2025-08-09 11:58:10,PPO,100000,5000,10000,4,64,True,False,14,65,"ppo,ppo,ppo,ppo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_46/train/ppo_model_46_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_46/train,final_reward_only,-0.01,10.0,2.0,1.0,-5.0,False
