episode,wall_s,steps,p0_transitions,p1_transitions,p2_transitions,p3_transitions,p0_train_calls,p1_train_calls,p2_train_calls,p3_train_calls,eps_p0,eps_p1,eps_p2,eps_p3
9553,0.178909,100,30,22,21,27,30,22,21,27,0.1,0.1,0.1,0.1
9554,0.210976,126,35,32,26,33,35,32,26,33,0.1,0.1,0.1,0.1
9555,0.226585,127,28,37,30,32,28,37,30,32,0.1,0.1,0.1,0.1
9556,0.212935,116,28,27,30,31,28,27,30,31,0.1,0.1,0.1,0.1
9557,0.202679,121,33,34,31,23,33,34,31,23,0.1,0.1,0.1,0.1
9558,0.171562,104,31,30,26,17,31,30,26,17,0.1,0.1,0.1,0.1
9559,0.171479,108,28,23,30,27,28,23,30,27,0.1,0.1,0.1,0.1
9560,0.138836,86,27,22,15,22,27,22,15,22,0.1,0.1,0.1,0.1
9561,0.217414,128,31,33,34,30,31,33,34,30,0.1,0.1,0.1,0.1
9562,0.18567,112,30,23,28,31,30,23,28,31,0.1,0.1,0.1,0.1
9563,0.219013,122,29,28,31,34,29,28,31,34,0.1,0.1,0.1,0.1
9564,0.196845,99,24,26,28,21,24,26,28,21,0.1,0.1,0.1,0.1
9565,0.234879,127,31,33,34,29,31,33,34,29,0.1,0.1,0.1,0.1
9566,0.199848,111,28,29,32,22,28,29,32,22,0.1,0.1,0.1,0.1
9567,0.195088,113,27,29,32,25,27,29,32,25,0.1,0.1,0.1,0.1
9568,0.184504,111,28,32,25,26,28,32,25,26,0.1,0.1,0.1,0.1
9569,0.195495,120,30,34,25,31,30,34,25,31,0.1,0.1,0.1,0.1
9570,0.164651,101,29,19,29,24,29,19,29,24,0.1,0.1,0.1,0.1
9571,0.1969,112,25,29,30,28,25,29,30,28,0.1,0.1,0.1,0.1
9572,0.202838,124,27,30,33,34,27,30,33,34,0.1,0.1,0.1,0.1
9573,0.169033,102,21,25,26,30,21,25,26,30,0.1,0.1,0.1,0.1
9574,0.165207,99,29,26,21,23,29,26,21,23,0.1,0.1,0.1,0.1
9575,0.233683,129,34,29,31,35,34,29,31,35,0.1,0.1,0.1,0.1
9576,0.166185,99,20,26,28,25,20,26,28,25,0.1,0.1,0.1,0.1
9577,0.192761,116,29,32,27,28,29,32,27,28,0.1,0.1,0.1,0.1
9578,0.215516,118,36,25,26,31,36,25,26,31,0.1,0.1,0.1,0.1
9579,0.18331,103,31,25,27,20,31,25,27,20,0.1,0.1,0.1,0.1
9580,0.205218,123,25,30,29,39,25,30,29,39,0.1,0.1,0.1,0.1
9581,0.227992,127,28,35,38,26,28,35,38,26,0.1,0.1,0.1,0.1
9582,0.174635,104,24,27,32,21,24,27,32,21,0.1,0.1,0.1,0.1
9583,0.164332,102,28,30,26,18,28,30,26,18,0.1,0.1,0.1,0.1
9584,0.173798,100,21,25,26,28,21,25,26,28,0.1,0.1,0.1,0.1
9585,0.181474,102,30,20,19,33,30,20,19,33,0.1,0.1,0.1,0.1
9586,0.216518,120,29,32,33,26,29,32,33,26,0.1,0.1,0.1,0.1
9587,0.193717,104,30,20,23,31,30,20,23,31,0.1,0.1,0.1,0.1
9588,0.234768,132,34,28,37,33,34,28,37,33,0.1,0.1,0.1,0.1
9589,0.16501,93,24,25,18,26,24,25,18,26,0.1,0.1,0.1,0.1
9590,0.20304,114,28,30,31,25,28,30,31,25,0.1,0.1,0.1,0.1
9591,0.19595,110,25,26,29,30,25,26,29,30,0.1,0.1,0.1,0.1
9592,0.170833,101,28,19,22,32,28,19,22,32,0.1,0.1,0.1,0.1
9593,0.178232,115,24,28,29,34,24,28,29,34,0.1,0.1,0.1,0.1
9594,0.198509,126,36,33,23,34,36,33,23,34,0.1,0.1,0.1,0.1
9595,0.184416,114,30,28,30,26,30,28,30,26,0.1,0.1,0.1,0.1
9596,0.184158,114,28,31,29,26,28,31,29,26,0.1,0.1,0.1,0.1
9597,0.194291,109,22,31,29,27,22,31,29,27,0.1,0.1,0.1,0.1
9598,0.194671,105,26,32,30,17,26,32,30,17,0.1,0.1,0.1,0.1
9599,0.216646,112,33,26,24,29,33,26,24,29,0.1,0.1,0.1,0.1
9600,0.19739,115,24,28,31,32,24,28,31,32,0.1,0.1,0.1,0.1
9601,0.178368,108,18,33,27,30,18,33,27,30,0.1,0.1,0.1,0.1
9602,0.160037,96,18,30,27,21,18,30,27,21,0.1,0.1,0.1,0.1
9603,0.222341,120,32,24,34,30,32,24,34,30,0.1,0.1,0.1,0.1
9604,0.210672,125,31,32,33,29,31,32,33,29,0.1,0.1,0.1,0.1
9605,0.182424,104,25,28,30,21,25,28,30,21,0.1,0.1,0.1,0.1
9606,0.212074,122,35,30,36,21,35,30,36,21,0.1,0.1,0.1,0.1
9607,0.171607,104,28,29,22,25,28,29,22,25,0.1,0.1,0.1,0.1
9608,0.180053,101,26,31,19,25,26,31,19,25,0.1,0.1,0.1,0.1
9609,0.182159,103,28,31,26,18,28,31,26,18,0.1,0.1,0.1,0.1
9610,0.20395,126,32,34,29,31,32,34,29,31,0.1,0.1,0.1,0.1
9611,0.187298,116,29,22,30,35,29,22,30,35,0.1,0.1,0.1,0.1
9612,0.169644,104,26,31,23,24,26,31,23,24,0.1,0.1,0.1,0.1
9613,0.219836,122,34,33,31,24,34,33,31,24,0.1,0.1,0.1,0.1
9614,0.201248,114,30,31,20,33,30,31,20,33,0.1,0.1,0.1,0.1
9615,0.156275,91,17,27,24,23,17,27,24,23,0.1,0.1,0.1,0.1
9616,0.181249,111,27,29,30,25,27,29,30,25,0.1,0.1,0.1,0.1
9617,0.185066,112,30,33,21,28,30,33,21,28,0.1,0.1,0.1,0.1
9618,0.208865,112,24,28,29,31,24,28,29,31,0.1,0.1,0.1,0.1
9619,0.210644,116,32,35,23,26,32,35,23,26,0.1,0.1,0.1,0.1
9620,0.184745,93,23,29,20,21,23,29,20,21,0.1,0.1,0.1,0.1
9621,0.230673,124,21,35,36,32,21,35,36,32,0.1,0.1,0.1,0.1
9622,0.231102,121,26,34,30,31,26,34,30,31,0.1,0.1,0.1,0.1
9623,0.2222,114,26,28,29,31,26,28,29,31,0.1,0.1,0.1,0.1
9624,0.181223,103,24,28,26,25,24,28,26,25,0.1,0.1,0.1,0.1
9625,0.145067,88,11,22,25,30,11,22,25,30,0.1,0.1,0.1,0.1
9626,0.177242,94,22,23,25,24,22,23,25,24,0.1,0.1,0.1,0.1
9627,0.202274,107,25,29,31,22,25,29,31,22,0.1,0.1,0.1,0.1
9628,0.216281,116,29,30,32,25,29,30,32,25,0.1,0.1,0.1,0.1
9629,0.19421,102,28,26,20,28,28,26,20,28,0.1,0.1,0.1,0.1
9630,0.237712,121,25,29,31,36,25,29,31,36,0.1,0.1,0.1,0.1
9631,0.235417,126,34,35,26,31,34,35,26,31,0.1,0.1,0.1,0.1
9632,0.21078,117,23,33,29,32,23,33,29,32,0.1,0.1,0.1,0.1
9633,0.160142,94,17,25,31,21,17,25,31,21,0.1,0.1,0.1,0.1
9634,0.185558,102,26,30,32,14,26,30,32,14,0.1,0.1,0.1,0.1
9635,0.177334,106,18,26,28,34,18,26,28,34,0.1,0.1,0.1,0.1
9636,0.183697,101,22,25,26,28,22,25,26,28,0.1,0.1,0.1,0.1
9637,0.150476,86,23,21,22,20,23,21,22,20,0.1,0.1,0.1,0.1
9638,0.212324,120,24,33,36,27,24,33,36,27,0.1,0.1,0.1,0.1
9639,0.250134,137,37,32,33,35,37,32,33,35,0.1,0.1,0.1,0.1
9640,0.17219,95,21,31,18,25,21,31,18,25,0.1,0.1,0.1,0.1
9641,0.213997,111,31,22,25,33,31,22,25,33,0.1,0.1,0.1,0.1
9642,0.195311,105,19,25,28,33,19,25,28,33,0.1,0.1,0.1,0.1
9643,0.189983,104,26,20,28,30,26,20,28,30,0.1,0.1,0.1,0.1
9644,0.180022,96,21,23,25,27,21,23,25,27,0.1,0.1,0.1,0.1
9645,0.189172,113,29,30,26,28,29,30,26,28,0.1,0.1,0.1,0.1
9646,0.214519,125,31,32,27,35,31,32,27,35,0.1,0.1,0.1,0.1
9647,0.174157,105,30,22,25,28,30,22,25,28,0.1,0.1,0.1,0.1
9648,0.183635,112,30,28,29,25,30,28,29,25,0.1,0.1,0.1,0.1
9649,0.1765,108,28,29,30,21,28,29,30,21,0.1,0.1,0.1,0.1
9650,0.178098,108,24,25,29,30,24,25,29,30,0.1,0.1,0.1,0.1
9651,0.185889,112,24,31,28,29,24,31,28,29,0.1,0.1,0.1,0.1
9652,0.15596,93,13,29,25,26,13,29,25,26,0.1,0.1,0.1,0.1
9653,0.219044,122,32,27,29,34,32,27,29,34,0.1,0.1,0.1,0.1
9654,0.223216,116,27,30,33,26,27,30,33,26,0.1,0.1,0.1,0.1
9655,0.19345,106,29,22,27,28,29,22,27,28,0.1,0.1,0.1,0.1
9656,0.181826,107,28,29,34,16,28,29,34,16,0.1,0.1,0.1,0.1
9657,0.19641,108,32,26,22,28,32,26,22,28,0.1,0.1,0.1,0.1
9658,0.200638,105,17,29,27,32,17,29,27,32,0.1,0.1,0.1,0.1
9659,0.189573,100,25,16,28,31,25,16,28,31,0.1,0.1,0.1,0.1
9660,0.206358,109,29,32,21,27,29,32,21,27,0.1,0.1,0.1,0.1
9661,0.198928,115,26,28,29,32,26,28,29,32,0.1,0.1,0.1,0.1
9662,0.168559,107,31,26,23,27,31,26,23,27,0.1,0.1,0.1,0.1
9663,0.204095,118,32,27,28,31,32,27,28,31,0.1,0.1,0.1,0.1
9664,0.194333,100,21,30,26,23,21,30,26,23,0.1,0.1,0.1,0.1
9665,0.171008,100,27,23,25,25,27,23,25,25,0.1,0.1,0.1,0.1
9666,0.19603,107,26,22,27,32,26,22,27,32,0.1,0.1,0.1,0.1
9667,0.17345,109,33,13,34,29,33,13,34,29,0.1,0.1,0.1,0.1
9668,0.190288,117,31,32,25,29,31,32,25,29,0.1,0.1,0.1,0.1
9669,0.199501,123,30,36,27,30,30,36,27,30,0.1,0.1,0.1,0.1
9670,0.197213,122,25,33,34,30,25,33,34,30,0.1,0.1,0.1,0.1
9671,0.167289,108,23,26,28,31,23,26,28,31,0.1,0.1,0.1,0.1
9672,0.171164,107,24,25,31,27,24,25,31,27,0.1,0.1,0.1,0.1
9673,0.166728,100,27,30,27,16,27,30,27,16,0.1,0.1,0.1,0.1
9674,0.196557,126,31,25,33,37,31,25,33,37,0.1,0.1,0.1,0.1
9675,0.163091,105,27,22,24,32,27,22,24,32,0.1,0.1,0.1,0.1
9676,0.186629,100,26,27,22,25,26,27,22,25,0.1,0.1,0.1,0.1
9677,0.192219,113,26,30,24,33,26,30,24,33,0.1,0.1,0.1,0.1
9678,0.161624,98,28,20,27,23,28,20,27,23,0.1,0.1,0.1,0.1
9679,0.174126,106,29,24,21,32,29,24,21,32,0.1,0.1,0.1,0.1
9680,0.190095,117,30,31,36,20,30,31,36,20,0.1,0.1,0.1,0.1
9681,0.226209,130,33,31,32,34,33,31,32,34,0.1,0.1,0.1,0.1
9682,0.176982,106,28,30,22,26,28,30,22,26,0.1,0.1,0.1,0.1
9683,0.152291,92,25,29,22,16,25,29,22,16,0.1,0.1,0.1,0.1
9684,0.208727,121,30,34,28,29,30,34,28,29,0.1,0.1,0.1,0.1
9685,0.167392,97,25,29,24,19,25,29,24,19,0.1,0.1,0.1,0.1
9686,0.200016,116,35,32,23,26,35,32,23,26,0.1,0.1,0.1,0.1
9687,0.204744,106,27,30,23,26,27,30,23,26,0.1,0.1,0.1,0.1
9688,0.214091,111,27,21,30,33,27,21,30,33,0.1,0.1,0.1,0.1
9689,0.193542,103,29,26,17,31,29,26,17,31,0.1,0.1,0.1,0.1
9690,0.222022,123,33,35,31,24,33,35,31,24,0.1,0.1,0.1,0.1
9691,0.176801,110,25,29,33,23,25,29,33,23,0.1,0.1,0.1,0.1
9692,0.206845,127,34,30,31,32,34,30,31,32,0.1,0.1,0.1,0.1
9693,0.181507,108,22,27,28,31,22,27,28,31,0.1,0.1,0.1,0.1
9694,0.201135,119,30,33,27,29,30,33,27,29,0.1,0.1,0.1,0.1
9695,0.188604,112,28,30,23,31,28,30,23,31,0.1,0.1,0.1,0.1
9696,0.155188,95,25,20,30,20,25,20,30,20,0.1,0.1,0.1,0.1
9697,0.162641,101,21,22,31,27,21,22,31,27,0.1,0.1,0.1,0.1
9698,0.160069,99,29,21,22,27,29,21,22,27,0.1,0.1,0.1,0.1
9699,0.215549,108,29,29,27,23,29,29,27,23,0.1,0.1,0.1,0.1
9700,0.206211,130,37,31,39,23,37,31,39,23,0.1,0.1,0.1,0.1
9701,0.18272,111,23,32,27,29,23,32,27,29,0.1,0.1,0.1,0.1
9702,0.19834,121,29,32,28,32,29,32,28,32,0.1,0.1,0.1,0.1
9703,0.183332,105,30,31,20,24,30,31,20,24,0.1,0.1,0.1,0.1
9704,0.1981,112,31,33,21,27,31,33,21,27,0.1,0.1,0.1,0.1
9705,0.20354,118,24,31,33,30,24,31,33,30,0.1,0.1,0.1,0.1
9706,0.16326,95,25,17,22,31,25,17,22,31,0.1,0.1,0.1,0.1
9707,0.198778,112,29,33,24,26,29,33,24,26,0.1,0.1,0.1,0.1
9708,0.168919,95,28,19,26,22,28,19,26,22,0.1,0.1,0.1,0.1
9709,0.22177,119,33,27,31,28,33,27,31,28,0.1,0.1,0.1,0.1
9710,0.193362,99,27,22,30,20,27,22,30,20,0.1,0.1,0.1,0.1
9711,0.171061,93,32,17,21,23,32,17,21,23,0.1,0.1,0.1,0.1
9712,0.19295,104,27,30,20,27,27,30,20,27,0.1,0.1,0.1,0.1
9713,0.199111,112,26,28,31,27,26,28,31,27,0.1,0.1,0.1,0.1
9714,0.206427,123,33,25,30,35,33,25,30,35,0.1,0.1,0.1,0.1
9715,0.232099,129,27,38,28,36,27,38,28,36,0.1,0.1,0.1,0.1
9716,0.169274,97,21,28,17,31,21,28,17,31,0.1,0.1,0.1,0.1
9717,0.191014,122,30,37,27,28,30,37,27,28,0.1,0.1,0.1,0.1
9718,0.182568,118,32,28,33,25,32,28,33,25,0.1,0.1,0.1,0.1
9719,0.174733,113,25,27,30,31,25,27,30,31,0.1,0.1,0.1,0.1
9720,0.167649,97,25,20,23,29,25,20,23,29,0.1,0.1,0.1,0.1
9721,0.198829,113,28,36,29,20,28,36,29,20,0.1,0.1,0.1,0.1
9722,0.151208,84,24,22,26,12,24,22,26,12,0.1,0.1,0.1,0.1
9723,0.178935,98,23,21,28,26,23,21,28,26,0.1,0.1,0.1,0.1
9724,0.176759,98,17,27,29,25,17,27,29,25,0.1,0.1,0.1,0.1
9725,0.181482,101,29,32,26,14,29,32,26,14,0.1,0.1,0.1,0.1
9726,0.193915,112,26,25,29,32,26,25,29,32,0.1,0.1,0.1,0.1
9727,0.197225,115,27,31,32,25,27,31,32,25,0.1,0.1,0.1,0.1
9728,0.207051,112,23,29,27,33,23,29,27,33,0.1,0.1,0.1,0.1
9729,0.193514,103,27,24,29,23,27,24,29,23,0.1,0.1,0.1,0.1
9730,0.210379,99,18,25,27,29,18,25,27,29,0.1,0.1,0.1,0.1
9731,0.257092,118,27,32,26,33,27,32,26,33,0.1,0.1,0.1,0.1
9732,0.179679,101,17,23,30,31,17,23,30,31,0.1,0.1,0.1,0.1
9733,0.189209,99,24,17,27,31,24,17,27,31,0.1,0.1,0.1,0.1
9734,0.200464,119,26,28,32,33,26,28,32,33,0.1,0.1,0.1,0.1
9735,0.233832,131,36,32,29,34,36,32,29,34,0.1,0.1,0.1,0.1
9736,0.234124,126,32,36,28,30,32,36,28,30,0.1,0.1,0.1,0.1
9737,0.218258,118,28,30,33,27,28,30,33,27,0.1,0.1,0.1,0.1
9738,0.203244,116,23,26,32,35,23,26,32,35,0.1,0.1,0.1,0.1
9739,0.191572,117,26,31,32,28,26,31,32,28,0.1,0.1,0.1,0.1
9740,0.221843,117,31,34,23,29,31,34,23,29,0.1,0.1,0.1,0.1
9741,0.187124,102,31,23,26,22,31,23,26,22,0.1,0.1,0.1,0.1
9742,0.199119,110,33,31,21,25,33,31,21,25,0.1,0.1,0.1,0.1
9743,0.202838,109,26,29,22,32,26,29,22,32,0.1,0.1,0.1,0.1
9744,0.236487,128,28,31,34,35,28,31,34,35,0.1,0.1,0.1,0.1
9745,0.198314,110,31,34,28,17,31,34,28,17,0.1,0.1,0.1,0.1
9746,0.188148,104,26,27,20,31,26,27,20,31,0.1,0.1,0.1,0.1
9747,0.203983,114,19,34,37,24,19,34,37,24,0.1,0.1,0.1,0.1
9748,0.17929,98,25,26,30,17,25,26,30,17,0.1,0.1,0.1,0.1
9749,0.157805,94,24,30,19,21,24,30,19,21,0.1,0.1,0.1,0.1
9750,0.202625,108,27,26,29,26,27,26,29,26,0.1,0.1,0.1,0.1
9751,0.216719,114,23,35,27,29,23,35,27,29,0.1,0.1,0.1,0.1
9752,0.185774,100,24,30,26,20,24,30,26,20,0.1,0.1,0.1,0.1
9753,0.21459,116,28,30,21,37,28,30,21,37,0.1,0.1,0.1,0.1
9754,0.14759,78,16,22,22,18,16,22,22,18,0.1,0.1,0.1,0.1
9755,0.225117,118,26,28,29,35,26,28,29,35,0.1,0.1,0.1,0.1
9756,0.176345,93,27,29,23,14,27,29,23,14,0.1,0.1,0.1,0.1
9757,0.235088,124,32,33,29,30,32,33,29,30,0.1,0.1,0.1,0.1
9758,0.245047,132,32,27,35,38,32,27,35,38,0.1,0.1,0.1,0.1
9759,0.207799,115,20,32,34,29,20,32,34,29,0.1,0.1,0.1,0.1
9760,0.220315,120,28,35,31,26,28,35,31,26,0.1,0.1,0.1,0.1
9761,0.184458,102,21,26,29,26,21,26,29,26,0.1,0.1,0.1,0.1
9762,0.192969,109,21,26,32,30,21,26,32,30,0.1,0.1,0.1,0.1
9763,0.194614,117,29,30,29,29,29,30,29,29,0.1,0.1,0.1,0.1
9764,0.216004,113,30,25,26,32,30,25,26,32,0.1,0.1,0.1,0.1
9765,0.209498,124,28,31,32,33,28,31,32,33,0.1,0.1,0.1,0.1
9766,0.178439,107,29,22,25,31,29,22,25,31,0.1,0.1,0.1,0.1
9767,0.149725,89,26,22,23,18,26,22,23,18,0.1,0.1,0.1,0.1
9768,0.192706,115,26,33,35,21,26,33,35,21,0.1,0.1,0.1,0.1
9769,0.175696,98,21,28,24,25,21,28,24,25,0.1,0.1,0.1,0.1
9770,0.174891,109,30,32,18,29,30,32,18,29,0.1,0.1,0.1,0.1
9771,0.179736,111,29,24,31,27,29,24,31,27,0.1,0.1,0.1,0.1
9772,0.187464,117,25,35,28,29,25,35,28,29,0.1,0.1,0.1,0.1
9773,0.207009,119,25,33,29,32,25,33,29,32,0.1,0.1,0.1,0.1
9774,0.167416,96,24,26,29,17,24,26,29,17,0.1,0.1,0.1,0.1
9775,0.198405,114,26,25,31,32,26,25,31,32,0.1,0.1,0.1,0.1
9776,0.211754,109,24,28,30,27,24,28,30,27,0.1,0.1,0.1,0.1
9777,0.198654,120,32,25,29,34,32,25,29,34,0.1,0.1,0.1,0.1
9778,0.194795,121,30,31,32,28,30,31,32,28,0.1,0.1,0.1,0.1
9779,0.178952,112,28,25,32,27,28,25,32,27,0.1,0.1,0.1,0.1
9780,0.189732,114,32,31,32,19,32,31,32,19,0.1,0.1,0.1,0.1
9781,0.154548,92,22,24,17,29,22,24,17,29,0.1,0.1,0.1,0.1
9782,0.147059,85,25,18,24,18,25,18,24,18,0.1,0.1,0.1,0.1
9783,0.183521,110,31,25,26,28,31,25,26,28,0.1,0.1,0.1,0.1
9784,0.200555,120,28,29,31,32,28,29,31,32,0.1,0.1,0.1,0.1
9785,0.161925,97,23,26,20,28,23,26,20,28,0.1,0.1,0.1,0.1
9786,0.207873,108,29,32,23,24,29,32,23,24,0.1,0.1,0.1,0.1
9787,0.203199,106,27,19,28,32,27,19,28,32,0.1,0.1,0.1,0.1
9788,0.168245,98,19,21,30,28,19,21,30,28,0.1,0.1,0.1,0.1
9789,0.174691,99,22,23,25,29,22,23,25,29,0.1,0.1,0.1,0.1
9790,0.192891,119,31,27,28,33,31,27,28,33,0.1,0.1,0.1,0.1
9791,0.189108,109,29,30,26,24,29,30,26,24,0.1,0.1,0.1,0.1
9792,0.195236,124,28,31,32,33,28,31,32,33,0.1,0.1,0.1,0.1
9793,0.178919,100,31,24,26,19,31,24,26,19,0.1,0.1,0.1,0.1
9794,0.189514,110,27,28,24,31,27,28,24,31,0.1,0.1,0.1,0.1
9795,0.190019,115,30,25,26,34,30,25,26,34,0.1,0.1,0.1,0.1
9796,0.170473,104,27,25,23,29,27,25,23,29,0.1,0.1,0.1,0.1
9797,0.177458,111,31,31,24,25,31,31,24,25,0.1,0.1,0.1,0.1
9798,0.194846,119,33,27,29,30,33,27,29,30,0.1,0.1,0.1,0.1
9799,0.194787,111,31,26,25,29,31,26,25,29,0.1,0.1,0.1,0.1
9800,0.158652,89,25,22,18,24,25,22,18,24,0.1,0.1,0.1,0.1
9801,0.224574,130,32,30,33,35,32,30,33,35,0.1,0.1,0.1,0.1
9802,0.191378,119,30,23,32,34,30,23,32,34,0.1,0.1,0.1,0.1
9803,0.197002,118,31,29,25,33,31,29,25,33,0.1,0.1,0.1,0.1
9804,0.177953,102,28,30,26,18,28,30,26,18,0.1,0.1,0.1,0.1
9805,0.192319,108,34,27,29,18,34,27,29,18,0.1,0.1,0.1,0.1
9806,0.172711,94,24,27,24,19,24,27,24,19,0.1,0.1,0.1,0.1
9807,0.211934,114,30,26,28,30,30,26,28,30,0.1,0.1,0.1,0.1
9808,0.216704,117,27,32,28,30,27,32,28,30,0.1,0.1,0.1,0.1
9809,0.188109,106,28,29,26,23,28,29,26,23,0.1,0.1,0.1,0.1
9810,0.260446,145,37,38,34,36,37,38,34,36,0.1,0.1,0.1,0.1
9811,0.211189,118,31,30,24,33,31,30,24,33,0.1,0.1,0.1,0.1
9812,0.184682,115,33,32,27,23,33,32,27,23,0.1,0.1,0.1,0.1
9813,0.216014,122,35,33,28,26,35,33,28,26,0.1,0.1,0.1,0.1
9814,0.2001,115,29,30,24,32,29,30,24,32,0.1,0.1,0.1,0.1
9815,0.171625,107,30,29,21,27,30,29,21,27,0.1,0.1,0.1,0.1
9816,0.152612,93,27,11,30,25,27,11,30,25,0.1,0.1,0.1,0.1
9817,0.181567,101,29,25,20,27,29,25,20,27,0.1,0.1,0.1,0.1
9818,0.199715,120,30,32,24,34,30,32,24,34,0.1,0.1,0.1,0.1
9819,0.216856,118,25,31,30,32,25,31,30,32,0.1,0.1,0.1,0.1
9820,0.229628,126,31,29,32,34,31,29,32,34,0.1,0.1,0.1,0.1
9821,0.210831,105,21,25,31,28,21,25,31,28,0.1,0.1,0.1,0.1
9822,0.173326,99,24,21,21,33,24,21,21,33,0.1,0.1,0.1,0.1
9823,0.165191,97,26,20,27,24,26,20,27,24,0.1,0.1,0.1,0.1
9824,0.162584,90,25,23,20,22,25,23,20,22,0.1,0.1,0.1,0.1
9825,0.192633,101,23,31,20,27,23,31,20,27,0.1,0.1,0.1,0.1
9826,0.184643,100,25,27,18,30,25,27,18,30,0.1,0.1,0.1,0.1
9827,0.184391,111,30,25,27,29,30,25,27,29,0.1,0.1,0.1,0.1
9828,0.175268,97,16,26,31,24,16,26,31,24,0.1,0.1,0.1,0.1
9829,0.183087,102,31,22,20,29,31,22,20,29,0.1,0.1,0.1,0.1
9830,0.19331,109,25,27,32,25,25,27,32,25,0.1,0.1,0.1,0.1
9831,0.196523,111,28,23,29,31,28,23,29,31,0.1,0.1,0.1,0.1
9832,0.163321,92,21,19,25,27,21,19,25,27,0.1,0.1,0.1,0.1
9833,0.230509,120,29,31,32,28,29,31,32,28,0.1,0.1,0.1,0.1
9834,0.172665,106,33,25,29,19,33,25,29,19,0.1,0.1,0.1,0.1
9835,0.212696,127,34,35,36,22,34,35,36,22,0.1,0.1,0.1,0.1
9836,0.224562,124,31,34,29,30,31,34,29,30,0.1,0.1,0.1,0.1
9837,0.207253,118,35,28,21,34,35,28,21,34,0.1,0.1,0.1,0.1
9838,0.22962,136,36,37,33,30,36,37,33,30,0.1,0.1,0.1,0.1
9839,0.184821,114,27,26,30,31,27,26,30,31,0.1,0.1,0.1,0.1
9840,0.171059,106,25,27,23,31,25,27,23,31,0.1,0.1,0.1,0.1
9841,0.172497,107,27,29,19,32,27,29,19,32,0.1,0.1,0.1,0.1
9842,0.152842,95,26,28,24,17,26,28,24,17,0.1,0.1,0.1,0.1
9843,0.177116,102,17,28,31,26,17,28,31,26,0.1,0.1,0.1,0.1
9844,0.229964,126,32,29,34,31,32,29,34,31,0.1,0.1,0.1,0.1
9845,0.160301,100,27,30,19,24,27,30,19,24,0.1,0.1,0.1,0.1
9846,0.21321,121,34,35,33,19,34,35,33,19,0.1,0.1,0.1,0.1
9847,0.216534,122,28,26,35,33,28,26,35,33,0.1,0.1,0.1,0.1
9848,0.17286,101,32,25,24,20,32,25,24,20,0.1,0.1,0.1,0.1
9849,0.206304,128,31,33,36,28,31,33,36,28,0.1,0.1,0.1,0.1
9850,0.196119,121,26,30,32,33,26,30,32,33,0.1,0.1,0.1,0.1
9851,0.15405,95,26,23,18,28,26,23,18,28,0.1,0.1,0.1,0.1
9852,0.182638,111,25,30,28,28,25,30,28,28,0.1,0.1,0.1,0.1
9853,0.204944,126,32,34,29,31,32,34,29,31,0.1,0.1,0.1,0.1
9854,0.153605,94,25,22,24,23,25,22,24,23,0.1,0.1,0.1,0.1
9855,0.206533,112,30,31,25,26,30,31,25,26,0.1,0.1,0.1,0.1
9856,0.181851,110,20,31,27,32,20,31,27,32,0.1,0.1,0.1,0.1
9857,0.240744,133,33,35,29,36,33,35,29,36,0.1,0.1,0.1,0.1
9858,0.214239,120,31,33,34,22,31,33,34,22,0.1,0.1,0.1,0.1
9859,0.196953,114,32,26,22,34,32,26,22,34,0.1,0.1,0.1,0.1
9860,0.159375,98,23,22,26,27,23,22,26,27,0.1,0.1,0.1,0.1
9861,0.155078,99,23,16,29,31,23,16,29,31,0.1,0.1,0.1,0.1
9862,0.185539,119,25,27,32,35,25,27,32,35,0.1,0.1,0.1,0.1
9863,0.142134,92,24,14,26,28,24,14,26,28,0.1,0.1,0.1,0.1
9864,0.178576,114,32,21,27,34,32,21,27,34,0.1,0.1,0.1,0.1
9865,0.156678,101,29,21,27,24,29,21,27,24,0.1,0.1,0.1,0.1
9866,0.164288,106,28,23,29,26,28,23,29,26,0.1,0.1,0.1,0.1
9867,0.171629,100,30,15,32,23,30,15,32,23,0.1,0.1,0.1,0.1
9868,0.222983,115,31,33,29,22,31,33,29,22,0.1,0.1,0.1,0.1
9869,0.217686,119,29,32,25,33,29,32,25,33,0.1,0.1,0.1,0.1
9870,0.196681,111,26,29,31,25,26,29,31,25,0.1,0.1,0.1,0.1
9871,0.183267,107,29,24,26,28,29,24,26,28,0.1,0.1,0.1,0.1
9872,0.184864,108,27,24,28,29,27,24,28,29,0.1,0.1,0.1,0.1
9873,0.183284,108,33,20,25,30,33,20,25,30,0.1,0.1,0.1,0.1
9874,0.205636,121,40,23,27,31,40,23,27,31,0.1,0.1,0.1,0.1
9875,0.157107,91,24,25,23,19,24,25,23,19,0.1,0.1,0.1,0.1
9876,0.179124,101,26,28,23,24,26,28,23,24,0.1,0.1,0.1,0.1
9877,0.170733,94,26,28,22,18,26,28,22,18,0.1,0.1,0.1,0.1
9878,0.194724,107,28,29,24,26,28,29,24,26,0.1,0.1,0.1,0.1
9879,0.205181,107,27,32,30,18,27,32,30,18,0.1,0.1,0.1,0.1
9880,0.223865,127,33,31,35,28,33,31,35,28,0.1,0.1,0.1,0.1
9881,0.190924,108,27,29,30,22,27,29,30,22,0.1,0.1,0.1,0.1
9882,0.180384,104,26,27,28,23,26,27,28,23,0.1,0.1,0.1,0.1
9883,0.236967,136,30,32,35,39,30,32,35,39,0.1,0.1,0.1,0.1
