episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
400,85,0.17051231500227004,0.0,0.0,0.0,0.0,81.28256766404957
800,88,0.208351320005022,0.0,0.0,0.0,0.0,166.50551775004715
1200,89,0.20956795499660075,0.0,0.0,0.0,0.0,292.758087689057
1600,78,0.20155911706387997,0.0,0.0,0.0,0.0,395.7681690460304
2000,79,22.74216135405004,0.0,20.722502880031243,1.7979696249822155,0.003950393991544843,510.8425390650518
2400,91,0.2681340370327234,0.0,0.0,0.0,0.0,611.6887231230503
2800,77,0.3505381349241361,0.0,0.0,0.0,0.0,710.628331573098
3200,83,0.2547145950375125,0.0,0.0,0.0,0.0,833.363633405068
3600,87,0.24956248700618744,0.0,0.0,0.0,0.0,941.5044205531012
4000,100,29.154908890952356,0.0,26.55678680294659,2.291606180020608,0.0042119330028072,1086.412482064101
4400,121,0.34932617004960775,0.0,0.0,0.0,0.0,1227.4606105129933
4800,136,0.4200484899338335,0.0,0.0,0.0,0.0,1392.072623783024
5200,159,0.4777578490320593,0.0,0.0,0.0,0.0,1605.2442334820516
5600,152,0.47164090699516237,0.0,0.0,0.0,0.0,1775.6644687290536
6000,124,35.53247336205095,0.0,32.896846069954336,2.2444685390219092,0.004400281934067607,1968.3573596630013
6400,111,0.3541712650330737,0.0,0.0,0.0,0.0,2125.134783070069
6800,126,0.3782970110187307,0.0,0.0,0.0,0.0,2284.08334938006
7200,123,0.3622795100091025,0.0,0.0,0.0,0.0,2461.9523204420693
7600,97,0.29414731392171234,0.0,0.0,0.0,0.0,2592.58483003499
8000,92,32.26059857197106,0.0,29.377566150040366,2.613095573033206,0.005416229949332774,2741.450443155016
8400,110,0.33542391192168,0.0,0.0,0.0,0.0,2859.727505246992
8800,84,0.2427943260408938,0.0,0.0,0.0,0.0,2972.6855891210726
9200,91,0.28716604807414114,0.0,0.0,0.0,0.0,3118.0455626070034
9600,97,0.29583109996747226,0.0,0.0,0.0,0.0,3235.650932618999
10000,120,34.35566764802206,0.0,31.414308961015195,2.5966716619441286,0.006173490080982447,3389.7653722200776
