episode,wall_s,steps,p0_transitions,train_calls,epsilon
1,0.001654,84,25,25,1.0
2,0.002425,82,22,22,1.0
3,0.020652,79,25,25,0.9558895783575597
4,0.036974,82,24,24,0.8475428503023453
5,0.031116,79,23,23,0.7552531090661897
6,0.027704,65,22,22,0.6763948591909945
7,0.023754,74,19,19,0.6149486215357263
8,0.020184,66,16,16,0.567555222460375
9,0.030266,82,24,24,0.5032248303978422
10,0.024649,88,19,19,0.457510005540005
11,0.025148,72,20,20,0.41386834584198684
12,0.026334,72,21,21,0.37251769488706843
13,0.024197,75,19,19,0.3386767948568688
14,0.027037,78,21,21,0.30483872516307353
15,0.034731,92,27,27,0.2662522686041882
16,0.032303,82,22,22,0.2384520680152932
17,0.021762,66,19,19,0.2167901907234072
18,0.030549,79,22,22,0.19415447453059972
19,0.029277,79,24,24,0.17214774642209296
20,0.029273,77,23,23,0.1534024157688821
21,0.025994,68,20,20,0.138769433003975
22,0.027023,75,22,22,0.1242800989098765
23,0.026547,79,22,22,0.11130363979080501
24,0.032727,71,23,23,0.1
25,0.026609,59,18,18,0.1
26,0.034565,73,24,24,0.1
27,0.024023,70,19,19,0.1
28,0.026698,79,22,22,0.1
29,0.022293,70,19,19,0.1
30,0.023118,76,19,19,0.1
31,0.025023,76,21,21,0.1
32,0.022947,77,19,19,0.1
33,0.027069,74,22,22,0.1
34,0.026061,74,21,21,0.1
35,0.027023,74,22,22,0.1
36,0.027407,73,22,22,0.1
37,0.02315,76,19,19,0.1
38,0.023155,64,19,19,0.1
39,0.022689,74,19,19,0.1
40,0.024754,82,21,21,0.1
41,0.023751,67,20,20,0.1
42,0.029754,72,23,23,0.1
43,0.030961,79,22,22,0.1
44,0.012823,55,11,11,0.1
45,0.025322,68,21,21,0.1
46,0.022687,79,19,19,0.1
47,0.02089,72,18,18,0.1
48,0.025851,76,23,23,0.1
49,0.019215,66,17,17,0.1
50,0.047122,80,23,23,0.1
51,0.025339,65,15,15,0.1
52,0.025964,64,17,17,0.1
53,0.031377,73,22,22,0.1
54,0.029414,73,21,21,0.1
55,0.031573,77,21,21,0.1
56,0.025508,67,17,17,0.1
57,0.019166,69,12,12,0.1
58,0.030501,76,21,21,0.1
59,0.029106,69,21,21,0.1
60,0.021442,65,15,15,0.1
61,0.031548,80,24,24,0.1
62,0.030326,80,22,22,0.1
63,0.031348,74,22,22,0.1
64,0.025554,79,19,19,0.1
65,0.026756,68,20,20,0.1
66,0.028194,78,21,21,0.1
67,0.023938,62,18,18,0.1
68,0.028205,75,21,21,0.1
69,0.025459,74,19,19,0.1
70,0.029241,76,22,22,0.1
71,0.023876,72,18,18,0.1
72,0.031878,76,21,21,0.1
73,0.029763,80,21,21,0.1
74,0.030421,82,22,22,0.1
75,0.019337,61,14,14,0.1
76,0.028826,71,21,21,0.1
77,0.024657,72,18,18,0.1
78,0.034819,74,22,22,0.1
79,0.022672,70,19,19,0.1
80,0.026029,75,22,22,0.1
81,0.0235,71,20,20,0.1
82,0.023086,65,20,20,0.1
83,0.025661,72,22,22,0.1
84,0.02648,83,23,23,0.1
85,0.02305,66,20,20,0.1
86,0.025571,67,22,22,0.1
87,0.024147,82,20,20,0.1
88,0.029767,80,23,23,0.1
89,0.029235,82,21,21,0.1
90,0.024084,71,18,18,0.1
91,0.02508,65,19,19,0.1
92,0.030375,72,23,23,0.1
93,0.027223,80,21,21,0.1
94,0.022365,75,19,19,0.1
95,0.022284,83,19,19,0.1
96,0.020003,79,17,17,0.1
97,0.017557,75,14,14,0.1
98,0.024366,65,21,21,0.1
99,0.033161,82,23,23,0.1
100,0.031095,75,23,23,0.1
101,0.026059,70,20,20,0.1
102,0.03484,82,23,23,0.1
103,0.030662,81,18,18,0.1
104,0.035785,74,22,22,0.1
105,0.029474,81,21,21,0.1
106,0.025186,75,21,21,0.1
107,0.026005,75,22,22,0.1
108,0.025809,76,22,22,0.1
109,0.027363,80,23,23,0.1
110,0.023392,69,20,20,0.1
111,0.025652,72,22,22,0.1
112,0.026337,82,22,22,0.1
113,0.024607,65,21,21,0.1
114,0.019041,74,16,16,0.1
115,0.01908,72,16,16,0.1
116,0.029041,86,24,24,0.1
117,0.02496,74,21,21,0.1
118,0.021771,69,18,18,0.1
119,0.02772,73,23,23,0.1
120,0.023466,68,20,20,0.1
121,0.0235,72,20,20,0.1
122,0.024951,86,21,21,0.1
123,0.02612,70,20,20,0.1
124,0.024536,70,18,18,0.1
125,0.019055,69,13,13,0.1
126,0.021278,74,15,15,0.1
127,0.026911,70,21,21,0.1
128,0.015185,62,12,12,0.1
129,0.023968,69,19,19,0.1
130,0.02404,77,19,19,0.1
131,0.026698,80,23,23,0.1
132,0.019937,60,16,16,0.1
133,0.033181,74,23,23,0.1
134,0.023689,69,19,19,0.1
135,0.020598,66,15,15,0.1
136,0.022499,69,18,18,0.1
137,0.0248,71,20,20,0.1
138,0.022301,63,17,17,0.1
139,0.02672,78,21,21,0.1
140,0.021742,68,18,18,0.1
141,0.027575,74,23,23,0.1
142,0.031827,80,22,22,0.1
143,0.030048,74,20,20,0.1
144,0.030772,76,20,20,0.1
145,0.024894,75,17,17,0.1
146,0.034933,83,25,25,0.1
147,0.021485,68,15,15,0.1
148,0.025267,70,18,18,0.1
149,0.030694,75,22,22,0.1
150,0.033143,81,24,24,0.1
151,0.017136,62,12,12,0.1
152,0.031016,75,22,22,0.1
153,0.031834,80,23,23,0.1
154,0.031638,74,23,23,0.1
155,0.020041,69,14,14,0.1
156,0.032245,67,22,22,0.1
157,0.031157,68,20,20,0.1
