version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,reward_system,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last,include_env_reward
49,2025-08-09 21:34:31,PPO,100000,1000,5000,4,64,True,False,14,65,"ppo,ppo,ppo,ppo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_49/train/ppo_model_49_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_49/train,final_reward_only,-0.01,0.0,7.0,8.0,10.0,False
