version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,reward_system,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last,include_env_reward
51,2025-08-10 17:32:10,PPO,1000000,10000,10000,4,64,True,False,14,65,"ppo,max_combo,max_combo,max_combo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_51/train/ppo_model_51_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_51/train,dense+terminal,-0.1,10.0,3.0,2.0,0.0,False
