version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,observation_dim,num_actions,model_version_dir,parameter_sharing,add_seat_id
01,2025-08-14 17:32:56,PPO,20000,2000,2000,4,64,18,65,/home/wasterix/OpenSpiel/open_spiel/President/training/../models/ppo_model_01/train,True,True
