opponent,episode,p0,p1,p2,p3
single_only,10000,0.675,0.2675,0.049,0.0085
max_combo,10000,0.288,0.2615,0.239,0.2115
random2,10000,0.6865,0.2345,0.0615,0.0175
single_only,20000,0.7905,0.1565,0.0425,0.0105
max_combo,20000,0.322,0.2665,0.217,0.1945
random2,20000,0.7265,0.188,0.0605,0.025
single_only,30000,0.831,0.119,0.0385,0.0115
max_combo,30000,0.31,0.267,0.2295,0.1935
random2,30000,0.6905,0.208,0.0735,0.028
single_only,40000,0.862,0.0965,0.031,0.0105
max_combo,40000,0.321,0.2725,0.2095,0.197
random2,40000,0.705,0.1925,0.0685,0.034
single_only,50000,0.859,0.106,0.0315,0.0035
max_combo,50000,0.3395,0.2735,0.2325,0.1545
random2,50000,0.738,0.185,0.061,0.016
single_only,60000,0.8665,0.093,0.032,0.0085
max_combo,60000,0.337,0.328,0.209,0.126
random2,60000,0.749,0.188,0.049,0.014
single_only,70000,0.8625,0.1005,0.028,0.009
max_combo,70000,0.3195,0.303,0.221,0.1565
random2,70000,0.73,0.1885,0.058,0.0235
single_only,80000,0.8605,0.09,0.0355,0.014
max_combo,80000,0.3375,0.2815,0.2235,0.1575
random2,80000,0.723,0.2005,0.054,0.0225
single_only,90000,0.8535,0.108,0.0295,0.009
max_combo,90000,0.2945,0.314,0.237,0.1545
random2,90000,0.7205,0.2005,0.062,0.017
single_only,100000,0.809,0.141,0.0415,0.0085
max_combo,100000,0.3465,0.315,0.21,0.1285
random2,100000,0.7725,0.1795,0.039,0.009
single_only,110000,0.829,0.1115,0.05,0.0095
max_combo,110000,0.346,0.2825,0.198,0.1735
random2,110000,0.751,0.1785,0.05,0.0205
single_only,120000,0.847,0.1155,0.031,0.0065
max_combo,120000,0.3525,0.282,0.209,0.1565
random2,120000,0.752,0.1925,0.0415,0.014
single_only,130000,0.8245,0.1195,0.05,0.006
max_combo,130000,0.353,0.332,0.201,0.114
random2,130000,0.7715,0.1745,0.043,0.011
single_only,140000,0.833,0.1165,0.0405,0.01
max_combo,140000,0.3475,0.277,0.224,0.1515
random2,140000,0.7315,0.1975,0.056,0.015
single_only,150000,0.7965,0.16,0.035,0.0085
max_combo,150000,0.3705,0.3085,0.22,0.101
random2,150000,0.751,0.2025,0.041,0.0055
single_only,160000,0.8245,0.123,0.044,0.0085
max_combo,160000,0.3345,0.3045,0.2175,0.1435
random2,160000,0.7565,0.1815,0.047,0.015
single_only,170000,0.8265,0.1315,0.034,0.008
max_combo,170000,0.3785,0.282,0.2045,0.135
random2,170000,0.761,0.181,0.0445,0.0135
single_only,180000,0.7775,0.16,0.056,0.0065
max_combo,180000,0.36,0.3045,0.2195,0.116
random2,180000,0.742,0.1895,0.0565,0.012
single_only,190000,0.834,0.121,0.035,0.01
max_combo,190000,0.386,0.2945,0.1885,0.131
random2,190000,0.7845,0.16,0.037,0.0185
single_only,200000,0.8385,0.1025,0.044,0.015
max_combo,200000,0.368,0.293,0.212,0.127
random2,200000,0.7715,0.1625,0.046,0.02
single_only,210000,0.798,0.158,0.04,0.004
