opponent,episode,p0,p1,p2,p3
max_combo,210000,0.391,0.3195,0.1965,0.093
random2,210000,0.7895,0.162,0.0395,0.009
single_only,220000,0.809,0.1345,0.05,0.0065
max_combo,220000,0.4055,0.313,0.1735,0.108
random2,220000,0.7995,0.1575,0.035,0.008
single_only,230000,0.771,0.168,0.0425,0.0185
max_combo,230000,0.411,0.3095,0.1755,0.104
random2,230000,0.802,0.1585,0.0295,0.01
single_only,240000,0.795,0.122,0.0625,0.0205
max_combo,240000,0.3805,0.286,0.198,0.1355
random2,240000,0.7485,0.1875,0.048,0.016
single_only,250000,0.777,0.1295,0.063,0.0305
max_combo,250000,0.388,0.2705,0.182,0.1595
random2,250000,0.7835,0.14,0.0445,0.032
single_only,260000,0.7765,0.1605,0.059,0.004
max_combo,260000,0.3885,0.308,0.2075,0.096
random2,260000,0.7585,0.187,0.047,0.0075
single_only,270000,0.798,0.136,0.0545,0.0115
max_combo,270000,0.396,0.2675,0.202,0.1345
random2,270000,0.775,0.174,0.042,0.009
single_only,280000,0.728,0.2,0.062,0.01
max_combo,280000,0.4235,0.286,0.1615,0.129
random2,280000,0.8205,0.142,0.026,0.0115
single_only,290000,0.5895,0.273,0.122,0.0155
max_combo,290000,0.3825,0.3025,0.221,0.094
random2,290000,0.713,0.221,0.061,0.005
single_only,300000,0.772,0.136,0.074,0.018
max_combo,300000,0.4145,0.3085,0.18,0.097
random2,300000,0.769,0.1695,0.0545,0.007
single_only,310000,0.7545,0.166,0.0685,0.011
max_combo,310000,0.4155,0.293,0.186,0.1055
random2,310000,0.8045,0.1525,0.0355,0.0075
single_only,320000,0.7875,0.15,0.051,0.0115
max_combo,320000,0.4385,0.2775,0.1805,0.1035
random2,320000,0.78,0.1785,0.031,0.0105
single_only,330000,0.771,0.137,0.0695,0.0225
max_combo,330000,0.4225,0.2555,0.17,0.152
random2,330000,0.8005,0.1475,0.041,0.011
single_only,340000,0.659,0.2385,0.0895,0.013
max_combo,340000,0.3965,0.303,0.186,0.1145
random2,340000,0.751,0.198,0.046,0.005
single_only,350000,0.776,0.157,0.059,0.008
max_combo,350000,0.437,0.3015,0.168,0.0935
random2,350000,0.793,0.1645,0.036,0.0065
single_only,360000,0.771,0.153,0.0595,0.0165
max_combo,360000,0.4245,0.296,0.173,0.1065
random2,360000,0.783,0.172,0.0375,0.0075
single_only,370000,0.785,0.1535,0.0485,0.013
max_combo,370000,0.406,0.2935,0.175,0.1255
random2,370000,0.757,0.1905,0.0405,0.012
single_only,380000,0.7925,0.153,0.045,0.0095
max_combo,380000,0.4465,0.287,0.1615,0.105
random2,380000,0.7825,0.167,0.0335,0.017
single_only,390000,0.798,0.1265,0.0645,0.011
max_combo,390000,0.425,0.2755,0.1525,0.147
random2,390000,0.759,0.171,0.048,0.022
single_only,400000,0.724,0.2095,0.061,0.0055
max_combo,400000,0.4115,0.3225,0.1765,0.0895
random2,400000,0.772,0.1805,0.0395,0.008
single_only,410000,0.758,0.1395,0.079,0.0235
max_combo,410000,0.387,0.303,0.2085,0.1015
random2,410000,0.7735,0.1625,0.055,0.009
single_only,420000,0.773,0.155,0.0625,0.0095
max_combo,420000,0.3875,0.321,0.1835,0.108
random2,420000,0.7975,0.1535,0.039,0.01
single_only,430000,0.7785,0.1565,0.0545,0.0105
max_combo,430000,0.448,0.317,0.147,0.088
random2,430000,0.817,0.151,0.025,0.007
single_only,440000,0.779,0.149,0.059,0.013
max_combo,440000,0.4205,0.2955,0.169,0.115
random2,440000,0.7775,0.17,0.042,0.0105
single_only,450000,0.755,0.163,0.0725,0.0095
max_combo,450000,0.411,0.2855,0.198,0.1055
random2,450000,0.784,0.1685,0.0375,0.01
single_only,460000,0.739,0.1695,0.0715,0.02
max_combo,460000,0.41,0.265,0.192,0.133
random2,460000,0.783,0.1605,0.044,0.0125
single_only,470000,0.7355,0.1585,0.0875,0.0185
max_combo,470000,0.4355,0.271,0.187,0.1065
random2,470000,0.772,0.173,0.046,0.009
single_only,480000,0.7355,0.153,0.0955,0.016
max_combo,480000,0.4125,0.308,0.178,0.1015
random2,480000,0.7455,0.192,0.0545,0.008
single_only,490000,0.766,0.1405,0.0735,0.02
max_combo,490000,0.42,0.2725,0.177,0.1305
random2,490000,0.773,0.1695,0.047,0.0105
single_only,500000,0.7075,0.166,0.1,0.0265
max_combo,500000,0.4025,0.3055,0.1755,0.1165
random2,500000,0.7885,0.161,0.041,0.0095
