version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,step_reward,final_reward,env_reward,normalize,seat_onehot,opponents
12,2025-08-15 16:57:55,DQN,10000,1000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_model_12/train,delta_hand,none,True,False,False,"max_combo,max_combo,max_combo"
