episode,ep_length,ep_env_return_p0,ep_shaping_return_p0,ep_final_bonus_p0,ep_env_return_avg,ep_shaping_return_avg,ep_final_bonus_avg,epsilon_p0
81,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.5208475712723988
82,102.0,2.0,0.0,0.0,1.5,0.0,0.0,0.517110378194406
83,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5123228301190058
84,120.0,1.0,0.0,0.0,1.5,0.0,0.0,0.5077319260394543
85,121.0,2.0,0.0,0.0,1.5,0.0,0.0,0.5031821608649611
86,89.0,2.0,0.0,0.0,1.5,0.0,0.0,0.5001716568465039
87,85.0,3.0,0.0,0.0,1.5,0.0,0.0,0.4976268943241501
88,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.4930197296245985
89,116.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4886017998448399
90,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.4840781919167763
91,103.0,3.0,0.0,0.0,1.5,0.0,0.0,0.48118198562141007
92,132.0,1.0,0.0,0.0,1.5,0.0,0.0,0.47629814668334425
93,101.0,3.0,0.0,0.0,1.5,0.0,0.0,0.47373268483472925
94,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.47118104121014553
95,123.0,2.0,0.0,0.0,1.5,0.0,0.0,0.46695880703058235
96,104.0,3.0,0.0,0.0,1.5,0.0,0.0,0.46472244085841363
97,112.0,0.0,0.0,0.0,1.5,0.0,0.0,0.4602817885354394
98,97.0,3.0,0.0,0.0,1.5,0.0,0.0,0.45807740004110564
99,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4545177629831008
100,111.0,1.0,0.0,0.0,1.5,0.0,0.0,0.4505800217697049
101,83.0,1.0,0.0,0.0,1.5,0.0,0.0,0.4474812578134863
102,125.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4432053535052579
103,122.0,0.0,0.0,0.0,1.5,0.0,0.0,0.43870696489618966
104,131.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4343845488170469
105,94.0,0.0,0.0,0.0,1.5,0.0,0.0,0.43075045801909073
106,135.0,3.0,0.0,0.0,1.5,0.0,0.0,0.42676245349775876
107,97.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4239546759765583
108,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.42066020046786656
109,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4178925712041933
110,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.41414785284075456
111,122.0,1.0,0.0,0.0,1.5,0.0,0.0,0.409944388309122
112,102.0,3.0,0.0,0.0,1.5,0.0,0.0,0.407369471910464
113,101.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4043251745909218
114,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.4004616479609885
115,117.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3965160487233831
116,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3937890977258215
117,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3913156549022005
118,104.0,1.0,0.0,0.0,1.5,0.0,0.0,0.38792546884733176
119,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.385720253710742
120,105.0,0.0,0.0,0.0,1.5,0.0,0.0,0.38214915102905983
121,137.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3779301215057121
122,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.37465590180202113
123,117.0,0.0,0.0,0.0,1.5,0.0,0.0,0.37085326758820303
124,131.0,3.0,0.0,0.0,1.5,0.0,0.0,0.36918792789560023
125,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3659894466973706
126,123.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3635815100735859
127,147.0,3.0,0.0,0.0,1.5,0.0,0.0,0.36010730927037854
128,120.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3567733381722645
129,110.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3534702338824515
130,110.0,3.0,0.0,0.0,1.5,0.0,0.0,0.35114466430861874
131,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.34998762351907753
132,95.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3465393260165345
133,123.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3432279716945122
134,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.34035650304551673
135,113.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3373065822407567
136,117.0,1.0,0.0,0.0,1.5,0.0,0.0,0.33418370645500056
137,124.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3317858666580508
138,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3306926141608999
139,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.32822132775310614
140,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3256707788690253
141,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3227524562423463
142,120.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3201483316533186
143,123.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3171843116032836
144,107.0,0.0,0.0,0.0,1.5,0.0,0.0,0.31434203586520837
145,102.0,2.0,0.0,0.0,1.5,0.0,0.0,0.31199293834271596
146,98.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3095684973529162
147,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.30734727696276315
148,104.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3058753247413701
149,119.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3041365348185706
150,99.0,3.0,0.0,0.0,1.5,0.0,0.0,0.30231690699500635
151,126.0,1.0,0.0,0.0,1.5,0.0,0.0,0.29906896763140217
152,101.0,3.0,0.0,0.0,1.5,0.0,0.0,0.29799409404232596
153,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.29603351594590505
154,145.0,2.0,0.0,0.0,1.5,0.0,0.0,0.29285308214567835
155,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.29092632805959706
156,124.0,2.0,0.0,0.0,1.5,0.0,0.0,0.28831934904593975
157,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.28668035845690465
158,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.28436728118604315
159,112.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2820728669533116
160,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2797969651761952
161,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.27828990821089694
162,140.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2753827175390744
163,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.27365300127628306
164,128.0,1.0,0.0,0.0,1.5,0.0,0.0,0.27095680033244324
165,98.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2691741073917816
166,135.0,1.0,0.0,0.0,1.5,0.0,0.0,0.2663621460844657
167,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2643716052529458
168,144.0,1.0,0.0,0.0,1.5,0.0,0.0,0.26129602335511803
169,125.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2590322699798727
170,112.0,0.0,0.0,0.0,1.5,0.0,0.0,0.25640317761119336
171,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.2542580911184506
172,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2525094876068251
173,112.0,3.0,0.0,0.0,1.5,0.0,0.0,0.25092344120883114
174,107.0,3.0,0.0,0.0,1.5,0.0,0.0,0.24934735698374566
175,124.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2470388315520923
176,122.0,1.0,0.0,0.0,1.5,0.0,0.0,0.2446782535710284
177,132.0,0.0,0.0,0.0,1.5,0.0,0.0,0.24204955463688488
178,119.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2402407033085767
179,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.23866009929597284
180,116.0,3.0,0.0,0.0,1.5,0.0,0.0,0.23716104278755895
181,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.23553002042593077
182,116.0,3.0,0.0,0.0,1.5,0.0,0.0,0.23369975901398266
183,96.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2322318590767996
184,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.23118900745161997
185,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.22925486442821685
186,119.0,3.0,0.0,0.0,1.5,0.0,0.0,0.22754162861307892
187,123.0,2.0,0.0,0.0,1.5,0.0,0.0,0.22543498652644414
188,91.0,0.0,0.0,0.0,1.5,0.0,0.0,0.223616066855079
189,127.0,3.0,0.0,0.0,1.5,0.0,0.0,0.22214484050714484
190,122.0,3.0,0.0,0.0,1.5,0.0,0.0,0.22055090361265778
191,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.21903411379152435
192,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2175930332652517
193,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.21564319092879478
194,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2139032762508647
195,104.0,3.0,0.0,0.0,1.5,0.0,0.0,0.212814983794943
196,114.0,1.0,0.0,0.0,1.5,0.0,0.0,0.210971248740415
197,112.0,3.0,0.0,0.0,1.5,0.0,0.0,0.20945748476428272
198,104.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2081418538452555
199,102.0,2.0,0.0,0.0,1.5,0.0,0.0,0.20658639686716132
200,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.2050425639154992
201,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.20338818027824906
202,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2016866208733966
203,119.0,2.0,0.0,0.0,1.5,0.0,0.0,0.19987931525255678
204,118.0,2.0,0.0,0.0,1.5,0.0,0.0,0.19826659122948584
205,123.0,2.0,0.0,0.0,1.5,0.0,0.0,0.19648993235542636
206,100.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1948460841637527
207,106.0,0.0,0.0,0.0,1.5,0.0,0.0,0.19310007631463103
208,113.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1912549097656063
209,126.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1895410822844589
210,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.18801177217864445
211,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.18632700632173704
212,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1847127514086918
213,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.18316743191703963
214,124.0,3.0,0.0,0.0,1.5,0.0,0.0,0.18179861034237085
215,113.0,1.0,0.0,0.0,1.5,0.0,0.0,0.18027767075387577
216,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.17866220986581854
217,105.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1770081066896718
218,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.17552724478186138
219,126.0,2.0,0.0,0.0,1.5,0.0,0.0,0.17384999531259526
220,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.17291359542638515
221,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.17156991498710267
222,118.0,2.0,0.0,0.0,1.5,0.0,0.0,0.17008350899762176
223,103.0,3.0,0.0,0.0,1.5,0.0,0.0,0.16906591114313807
224,113.0,0.0,0.0,0.0,1.5,0.0,0.0,0.167450402906293
225,135.0,1.0,0.0,0.0,1.5,0.0,0.0,0.16565140079140392
226,113.0,2.0,0.0,0.0,1.5,0.0,0.0,0.164314844313941
227,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.16308690929524655
228,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1618195902658626
229,102.0,2.0,0.0,0.0,1.5,0.0,0.0,0.16075493848050879
230,84.0,1.0,0.0,0.0,1.5,0.0,0.0,0.15964938211964075
231,116.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15840877549545532
232,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.15741378845490334
233,101.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15623742545449285
234,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15534927254064104
235,95.0,0.0,0.0,0.0,1.5,0.0,0.0,0.15391100685863385
236,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.15257758985216796
237,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15171024177201695
238,120.0,1.0,0.0,0.0,1.5,0.0,0.0,0.15035077245518186
239,77.0,3.0,0.0,0.0,1.5,0.0,0.0,0.14999030925799092
240,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.14891409660683935
241,130.0,1.0,0.0,0.0,1.5,0.0,0.0,0.14735844669002598
242,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.14603797363223064
243,117.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1447293332798928
244,128.0,0.0,0.0,0.0,1.5,0.0,0.0,0.14317443480166858
245,91.0,3.0,0.0,0.0,1.5,0.0,0.0,0.14261705848571019
246,117.0,0.0,0.0,0.0,1.5,0.0,0.0,0.14121190580730547
247,125.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13982059757409263
248,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13885901249005408
249,104.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13773863009841117
250,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.13728477381204787
251,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.13593215814548995
252,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.1350783497922217
253,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13398847163533775
254,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1328276546775678
255,124.0,2.0,0.0,0.0,1.5,0.0,0.0,0.13167689452537976
256,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13053610405105034
257,118.0,1.0,0.0,0.0,1.5,0.0,0.0,0.12936637532262815
258,119.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1280149331449247
259,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1268677965266287
260,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.12591970561767832
261,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.12494120624091462
262,147.0,1.0,0.0,0.0,1.5,0.0,0.0,0.12356182168283401
263,99.0,1.0,0.0,0.0,1.5,0.0,0.0,0.122564864504396
264,135.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1212117153989311
265,112.0,0.0,0.0,0.0,1.5,0.0,0.0,0.12008950447599358
266,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.11951437000717301
267,106.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11837235120597023
268,128.0,2.0,0.0,0.0,1.5,0.0,0.0,0.11727642788651274
269,138.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11594687004588942
270,118.0,3.0,0.0,0.0,1.5,0.0,0.0,0.11553014934987259
271,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.11477004743906281
272,107.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11360516919474807
273,121.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1125533817387838
274,123.0,2.0,0.0,0.0,1.5,0.0,0.0,0.11154479545487399
275,143.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1103464148033775
276,127.0,0.0,0.0,0.0,1.5,0.0,0.0,0.10919366704530094
277,122.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1081178225752027
278,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1070204622259582
279,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.10628445278279397
280,126.0,0.0,0.0,0.0,1.5,0.0,0.0,0.10514258658231018
281,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.1047646971934526
282,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.10395058958092468
283,124.0,1.0,0.0,0.0,1.5,0.0,0.0,0.10292640319731601
284,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.10231060165558757
285,138.0,1.0,0.0,0.0,1.5,0.0,0.0,0.10121142849410535
286,109.0,2.0,0.0,0.0,1.5,0.0,0.0,0.10051536938934721
287,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0998540534924274
288,138.0,1.0,0.0,0.0,1.5,0.0,0.0,0.09881091551188353
289,133.0,2.0,0.0,0.0,1.5,0.0,0.0,0.09783736841968167
290,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.09684435129983071
291,91.0,2.0,0.0,0.0,1.5,0.0,0.0,0.09635162870686478
292,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09580390475697614
293,107.0,1.0,0.0,0.0,1.5,0.0,0.0,0.09497390202685214
294,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0945757885419631
295,112.0,0.0,0.0,0.0,1.5,0.0,0.0,0.09361587538544074
296,103.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09330740597844336
297,127.0,0.0,0.0,0.0,1.5,0.0,0.0,0.09230495858042803
298,120.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09175270440620957
299,116.0,1.0,0.0,0.0,1.5,0.0,0.0,0.09095779948718156
300,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.09014273033901235
301,115.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08920104292224988
302,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08850787766683622
303,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.08779375284424529
304,117.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08705926431283185
305,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08627912978007309
306,108.0,2.0,0.0,0.0,1.5,0.0,0.0,0.08566005851167567
307,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.08504542921245821
308,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08456197689272693
309,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.08390486098476357
310,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.08325285140629213
311,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08277958923912655
312,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.08225963939255061
313,107.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08191482180576741
314,117.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08137588358982477
315,109.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08062248359769002
316,120.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0800439999793527
317,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07935053410568675
318,123.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07856872289239059
319,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.07809865166493293
320,127.0,0.0,0.0,0.0,1.5,0.0,0.0,0.07732917478234971
321,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.07693574108178504
322,127.0,3.0,0.0,0.0,1.5,0.0,0.0,0.07642956149026794
323,125.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07574467929291882
324,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07511099413362353
325,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07461682001124022
326,107.0,0.0,0.0,0.0,1.5,0.0,0.0,0.07377089231821461
327,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0730221420175684
328,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07243296368013497
329,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07174083095714452
330,123.0,3.0,0.0,0.0,1.5,0.0,0.0,0.071183345867454
331,122.0,0.0,0.0,0.0,1.5,0.0,0.0,0.07046085831247971
332,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0698504165469318
333,118.0,3.0,0.0,0.0,1.5,0.0,0.0,0.06955761618642237
334,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0691829613366198
335,103.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06858359070623564
336,124.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06774505432594767
337,136.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06705746429958545
338,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06643662811511421
339,130.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06582153980035405
340,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06546700839948515
341,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.06519258249612687
342,136.0,3.0,0.0,0.0,1.5,0.0,0.0,0.06458901189298118
343,90.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06418331953411675
344,116.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06357001623320685
345,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06298146778841807
346,117.0,3.0,0.0,0.0,1.5,0.0,0.0,0.06256709687068815
347,108.0,3.0,0.0,0.0,1.5,0.0,0.0,0.062174104434779325
348,125.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06148768558106298
349,115.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06095498342209831
350,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06044502986839327
351,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06001132380987913
352,101.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05959860926817212
353,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05933097800181258
