opponent,episode,p0,p1,p2,p3
single_only,190000,0.803,0.15,0.0425,0.0045
max_combo,190000,0.4615,0.2965,0.1715,0.0705
random2,190000,0.816,0.154,0.025,0.005
single_only,200000,0.7765,0.182,0.034,0.0075
max_combo,200000,0.466,0.3085,0.142,0.0835
random2,200000,0.83,0.1325,0.0295,0.008
single_only,210000,0.764,0.183,0.045,0.008
max_combo,210000,0.4625,0.298,0.1485,0.091
random2,210000,0.8225,0.136,0.033,0.0085
single_only,220000,0.752,0.203,0.0305,0.0145
max_combo,220000,0.4505,0.2915,0.157,0.101
random2,220000,0.8245,0.1325,0.026,0.017
single_only,230000,0.585,0.3115,0.0945,0.009
max_combo,230000,0.4495,0.3085,0.1645,0.0775
random2,230000,0.8175,0.1485,0.0295,0.0045
single_only,240000,0.7965,0.167,0.028,0.0085
max_combo,240000,0.4405,0.311,0.1555,0.093
random2,240000,0.7985,0.158,0.0315,0.012
single_only,250000,0.7365,0.198,0.0595,0.006
max_combo,250000,0.4755,0.293,0.156,0.0755
random2,250000,0.8165,0.15,0.025,0.0085
single_only,260000,0.68,0.256,0.058,0.006
max_combo,260000,0.4535,0.2765,0.1515,0.1185
random2,260000,0.819,0.141,0.03,0.01
single_only,270000,0.6835,0.2745,0.0365,0.0055
max_combo,270000,0.4595,0.335,0.1445,0.061
random2,270000,0.7805,0.1925,0.0215,0.0055
single_only,280000,0.785,0.1755,0.0315,0.008
max_combo,280000,0.4805,0.2825,0.154,0.083
random2,280000,0.8405,0.126,0.0255,0.008
single_only,290000,0.8265,0.1335,0.0335,0.0065
max_combo,290000,0.467,0.243,0.168,0.122
random2,290000,0.8105,0.1335,0.038,0.018
single_only,300000,0.708,0.238,0.046,0.008
max_combo,300000,0.47,0.3,0.1495,0.0805
random2,300000,0.81,0.149,0.032,0.009
single_only,310000,0.786,0.186,0.025,0.003
max_combo,310000,0.515,0.2895,0.131,0.0645
random2,310000,0.822,0.156,0.019,0.003
single_only,320000,0.653,0.257,0.0785,0.0115
max_combo,320000,0.455,0.272,0.1665,0.1065
random2,320000,0.8015,0.156,0.033,0.0095
single_only,330000,0.6265,0.2775,0.0865,0.0095
max_combo,330000,0.4545,0.321,0.153,0.0715
random2,330000,0.8025,0.1555,0.0345,0.0075
single_only,340000,0.7135,0.218,0.0595,0.009
max_combo,340000,0.435,0.3495,0.1405,0.075
random2,340000,0.823,0.147,0.025,0.005
single_only,350000,0.5005,0.3775,0.107,0.015
max_combo,350000,0.487,0.289,0.1395,0.0845
random2,350000,0.8145,0.152,0.025,0.0085
single_only,360000,0.6665,0.2525,0.07,0.011
max_combo,360000,0.4935,0.3135,0.1355,0.0575
random2,360000,0.831,0.146,0.0215,0.0015
single_only,370000,0.781,0.1785,0.034,0.0065
max_combo,370000,0.4975,0.298,0.1385,0.066
random2,370000,0.825,0.1435,0.023,0.0085
single_only,380000,0.781,0.1785,0.0325,0.008
max_combo,380000,0.49,0.307,0.127,0.076
random2,380000,0.818,0.1445,0.0295,0.008
single_only,390000,0.6685,0.2835,0.044,0.004
max_combo,390000,0.4675,0.326,0.1525,0.054
random2,390000,0.7915,0.1715,0.03,0.007
single_only,400000,0.6245,0.3075,0.061,0.007
max_combo,400000,0.505,0.312,0.125,0.058
random2,400000,0.8045,0.169,0.024,0.0025
single_only,410000,0.666,0.249,0.0695,0.0155
max_combo,410000,0.5145,0.271,0.1375,0.077
random2,410000,0.844,0.123,0.0265,0.0065
single_only,420000,0.455,0.4015,0.1245,0.019
max_combo,420000,0.506,0.292,0.1335,0.0685
random2,420000,0.803,0.1675,0.023,0.0065
single_only,430000,0.6685,0.2605,0.0615,0.0095
max_combo,430000,0.516,0.2995,0.1255,0.059
random2,430000,0.8415,0.1265,0.026,0.006
single_only,440000,0.642,0.3065,0.045,0.0065
max_combo,440000,0.5295,0.296,0.1255,0.049
random2,440000,0.83,0.144,0.019,0.007
single_only,450000,0.7725,0.1795,0.0415,0.0065
max_combo,450000,0.5045,0.287,0.1325,0.076
random2,450000,0.841,0.1265,0.026,0.0065
single_only,460000,0.7305,0.203,0.057,0.0095
max_combo,460000,0.521,0.2795,0.1395,0.06
random2,460000,0.8475,0.1165,0.0265,0.0095
single_only,470000,0.646,0.255,0.082,0.017
max_combo,470000,0.5175,0.272,0.1265,0.084
random2,470000,0.8125,0.1495,0.0285,0.0095
single_only,480000,0.715,0.209,0.066,0.01
max_combo,480000,0.538,0.2835,0.122,0.0565
random2,480000,0.8475,0.1255,0.0235,0.0035
single_only,490000,0.6405,0.2955,0.0535,0.0105
max_combo,490000,0.5185,0.2955,0.1225,0.0635
random2,490000,0.837,0.1315,0.0245,0.007
single_only,500000,0.596,0.3075,0.083,0.0135
max_combo,500000,0.5065,0.2505,0.14,0.103
random2,500000,0.811,0.143,0.0355,0.0105
