episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
500,108,0.18157864001113921,0.0,0.0,0.0,0.0,104.96618601295631
1000,115,0.20113374607171863,0.0,0.0,0.0,0.0,214.81652332190424
1500,107,0.24665336695034057,0.0,0.0,0.0,0.0,330.91714950394817
2000,123,0.2649358749622479,0.0,0.0,0.0,0.0,453.5244246679358
2500,119,0.2863182899309322,0.0,0.0,0.0,0.0,594.852244063979
3000,103,0.2626493650022894,0.0,0.0,0.0,0.0,742.6248127139406
3500,109,0.3065270580118522,0.0,0.0,0.0,0.0,902.4003419259097
4000,123,0.31304294895380735,0.0,0.0,0.0,0.0,1067.5100882289698
4500,105,0.28424068505410105,0.0,0.0,0.0,0.0,1229.7289439109154
5000,105,36.35213560797274,0.0,33.8206950109452,2.2011013480369,0.005706675001420081,1433.2738790169824
