episode,ep_length,ep_env_return_p0,ep_shaping_return_p0,ep_final_bonus_p0,ep_env_return_avg,ep_shaping_return_avg,ep_final_bonus_avg,epsilon_p0
104,107.0,3.0,0.0,0.0,1.5,0.0,0.0,0.4484220971233134
105,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.44681043853909636
106,97.0,2.0,0.0,0.0,1.5,0.0,0.0,0.4436044777740228
107,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.4397612844450907
108,124.0,2.0,0.0,0.0,1.5,0.0,0.0,0.43595138684625956
109,110.0,3.0,0.0,0.0,1.5,0.0,0.0,0.4334731618409582
110,124.0,0.0,0.0,0.0,1.5,0.0,0.0,0.4290735517772701
111,99.0,1.0,0.0,0.0,1.5,0.0,0.0,0.42548389314321755
112,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.42179768855867067
113,107.0,1.0,0.0,0.0,1.5,0.0,0.0,0.4182689002931473
114,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.41489410234192414
115,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.41117625313621725
116,108.0,1.0,0.0,0.0,1.5,0.0,0.0,0.4076140036273801
117,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.40444650854348485
118,125.0,1.0,0.0,0.0,1.5,0.0,0.0,0.4004616479609885
119,105.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3967540654547901
120,96.0,2.0,0.0,0.0,1.5,0.0,0.0,0.39426199926603817
121,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.39119826020572984
122,94.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3882748113538345
123,118.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3850264777681632
124,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.38283774234100726
125,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3800907993972667
126,113.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3765718157298231
127,118.0,1.0,0.0,0.0,1.5,0.0,0.0,0.37308541176720633
128,117.0,2.0,0.0,0.0,1.5,0.0,0.0,0.37007517628859243
129,109.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3669791020926641
130,110.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3644552848808316
131,125.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3612978052120587
132,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3582751631019318
133,120.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3553844239492881
134,127.0,2.0,0.0,0.0,1.5,0.0,0.0,0.35230553021453187
135,125.0,3.0,0.0,0.0,1.5,0.0,0.0,0.34935811809108425
136,134.0,0.0,0.0,0.0,1.5,0.0,0.0,0.34539746006743705
137,88.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3434340011861638
138,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.34117446251156125
139,126.0,1.0,0.0,0.0,1.5,0.0,0.0,0.33761034040144156
140,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3349868311893505
141,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3321843084845789
142,136.0,2.0,0.0,0.0,1.5,0.0,0.0,0.32871410315388355
143,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.3269435661559647
144,142.0,3.0,0.0,0.0,1.5,0.0,0.0,0.32401383813408474
145,104.0,1.0,0.0,0.0,1.5,0.0,0.0,0.32130311623851954
146,120.0,3.0,0.0,0.0,1.5,0.0,0.0,0.319093425467699
147,100.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3166138078699774
148,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3134943301239616
149,122.0,1.0,0.0,0.0,1.5,0.0,0.0,0.3104055874285531
150,128.0,2.0,0.0,0.0,1.5,0.0,0.0,0.30753176834591156
151,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.30505045170720746
152,113.0,2.0,0.0,0.0,1.5,0.0,0.0,0.3024076292837915
153,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.30014771832158754
154,130.0,2.0,0.0,0.0,1.5,0.0,0.0,0.29736886937215495
155,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.2945273630353434
156,102.0,2.0,0.0,0.0,1.5,0.0,0.0,0.29250181655614216
157,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2902288375668851
158,107.0,0.0,0.0,0.0,1.5,0.0,0.0,0.28719692536175795
159,99.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2853930024545355
160,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.28258113165832827
161,130.0,3.0,0.0,0.0,1.5,0.0,0.0,0.28004893361079414
162,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.27837342023696804
163,127.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2760445291941496
164,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.27389943682397194
165,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2719341495963404
166,117.0,1.0,0.0,0.0,1.5,0.0,0.0,0.26941650951516194
167,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.26748338825283696
168,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2657235477638825
169,134.0,0.0,0.0,0.0,1.5,0.0,0.0,0.26271105128241057
170,123.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2610609274769698
171,129.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2588768739307891
172,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.2566340789980193
173,118.0,2.0,0.0,0.0,1.5,0.0,0.0,0.254487060768507
174,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.2526610615042321
175,127.0,2.0,0.0,0.0,1.5,0.0,0.0,0.25024676034067844
176,98.0,1.0,0.0,0.0,1.5,0.0,0.0,0.2482276471493652
177,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2465944950243502
178,101.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2446782535710284
179,100.0,0.0,0.0,0.0,1.5,0.0,0.0,0.2424857016751156
180,121.0,0.0,0.0,0.0,1.5,0.0,0.0,0.2395928312449015
181,123.0,2.0,0.0,0.0,1.5,0.0,0.0,0.23744584961197673
182,103.0,1.0,0.0,0.0,1.5,0.0,0.0,0.23553002042593077
183,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.233840041993575
184,113.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2318141551180942
185,124.0,1.0,0.0,0.0,1.5,0.0,0.0,0.22953017671877132
186,109.0,0.0,0.0,0.0,1.5,0.0,0.0,0.22720052089619805
187,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.22536735603048622
188,108.0,1.0,0.0,0.0,1.5,0.0,0.0,0.22328084394888933
189,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.22134643730302173
190,106.0,2.0,0.0,0.0,1.5,0.0,0.0,0.21962639396359818
191,111.0,1.0,0.0,0.0,1.5,0.0,0.0,0.2177236478588387
192,118.0,0.0,0.0,0.0,1.5,0.0,0.0,0.21557849797151615
193,120.0,1.0,0.0,0.0,1.5,0.0,0.0,0.21358261379169186
194,112.0,0.0,0.0,0.0,1.5,0.0,0.0,0.21141482048915855
195,123.0,1.0,0.0,0.0,1.5,0.0,0.0,0.20945748476428272
196,124.0,3.0,0.0,0.0,1.5,0.0,0.0,0.20782982833596625
197,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.20609110980015877
198,129.0,3.0,0.0,0.0,1.5,0.0,0.0,0.20455097815945497
199,95.0,1.0,0.0,0.0,1.5,0.0,0.0,0.20283969070812505
200,119.0,2.0,0.0,0.0,1.5,0.0,0.0,0.2009617458595702
201,95.0,0.0,0.0,0.0,1.5,0.0,0.0,0.19928048617075686
202,107.0,3.0,0.0,0.0,1.5,0.0,0.0,0.19802877836255858
203,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.19643098537571974
204,116.0,2.0,0.0,0.0,1.5,0.0,0.0,0.19467077529118723
205,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1929842336478491
206,123.0,0.0,0.0,0.0,1.5,0.0,0.0,0.19108283198047904
207,113.0,2.0,0.0,0.0,1.5,0.0,0.0,0.18937054648137752
208,115.0,3.0,0.0,0.0,1.5,0.0,0.0,0.18795536864699086
209,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.18643885285395265
210,94.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1852122247477749
211,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.18366272662806074
212,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1822355166242038
213,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.18098223236131084
214,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.17941428220995875
215,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.17823387052087353
216,132.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1763190163046591
217,114.0,1.0,0.0,0.0,1.5,0.0,0.0,0.17473902875839353
218,109.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1733291488561602
219,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.1716214014075249
220,109.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16987950061355186
221,97.0,3.0,0.0,0.0,1.5,0.0,0.0,0.16911664613697916
222,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.167550918377737
223,122.0,1.0,0.0,0.0,1.5,0.0,0.0,0.16594988664460997
224,110.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16446281644822444
225,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1633317599807266
226,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1621598195580706
227,121.0,2.0,0.0,0.0,1.5,0.0,0.0,0.16070671199896464
228,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.15936222867230002
229,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15821877048849267
230,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.15661290199146924
231,115.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15534927254064104
232,109.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15414208129431425
233,122.0,0.0,0.0,0.0,1.5,0.0,0.0,0.15262337686522753
234,119.0,3.0,0.0,0.0,1.5,0.0,0.0,0.15139193685332952
235,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.15035077245518186
236,108.0,3.0,0.0,0.0,1.5,0.0,0.0,0.14936157690685095
237,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.14820091496598253
238,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.14687289258417194
239,115.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1455567705570048
240,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.14451236949730187
241,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.14351851779462946
242,99.0,2.0,0.0,0.0,1.5,0.0,0.0,0.14253150108615403
243,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.14146635434191718
244,135.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13990452769930473
245,111.0,1.0,0.0,0.0,1.5,0.0,0.0,0.13869245664393715
246,118.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1375734181062787
247,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.13642246949600945
248,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.13536235503081442
249,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.13422990432522008
250,119.0,3.0,0.0,0.0,1.5,0.0,0.0,0.13310692777955968
251,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.13227086508206
252,124.0,0.0,0.0,0.0,1.5,0.0,0.0,0.13084981406103613
253,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1296772741899516
254,118.0,3.0,0.0,0.0,1.5,0.0,0.0,0.12874681192381923
255,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.12751657258269994
256,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.12660161381420415
257,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.1256555121051664
258,106.0,0.0,0.0,0.0,1.5,0.0,0.0,0.12445481165977013
259,124.0,1.0,0.0,0.0,1.5,0.0,0.0,0.1232286048244805
260,125.0,1.0,0.0,0.0,1.5,0.0,0.0,0.12201447934774078
261,110.0,1.0,0.0,0.0,1.5,0.0,0.0,0.12099369788158923
262,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.11994546190598614
263,99.0,3.0,0.0,0.0,1.5,0.0,0.0,0.11922783651473028
264,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.11830133844875826
265,117.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11717091076288397
266,130.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11584254916537248
267,116.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11459799562996367
268,129.0,0.0,0.0,0.0,1.5,0.0,0.0,0.11329880306112988
269,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.11245211408159306
270,122.0,3.0,0.0,0.0,1.5,0.0,0.0,0.11154479545487399
271,111.0,1.0,0.0,0.0,1.5,0.0,0.0,0.11051208349758249
272,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.10968621984611411
273,121.0,1.0,0.0,0.0,1.5,0.0,0.0,0.10863811387116229
274,132.0,2.0,0.0,0.0,1.5,0.0,0.0,0.10756774305925698
275,111.0,2.0,0.0,0.0,1.5,0.0,0.0,0.10666782397541039
276,119.0,0.0,0.0,0.0,1.5,0.0,0.0,0.10542689786239018
277,88.0,1.0,0.0,0.0,1.5,0.0,0.0,0.10473326778429458
278,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.10379475722402148
279,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.10277210619849696
280,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.10224922450254838
281,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.10145466417571526
282,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.10066627823422394
283,124.0,2.0,0.0,0.0,1.5,0.0,0.0,0.09976421180218262
284,124.0,2.0,0.0,0.0,1.5,0.0,0.0,0.09881091551188353
285,128.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09819027072694725
286,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.09742725179961356
287,126.0,0.0,0.0,0.0,1.5,0.0,0.0,0.09640946570943852
288,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.09566028509749179
289,115.0,2.0,0.0,0.0,1.5,0.0,0.0,0.09488845115541723
290,123.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09415109007390743
291,120.0,2.0,0.0,0.0,1.5,0.0,0.0,0.09330740597844336
292,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09263790532032143
293,110.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09200080871568564
294,118.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09131328096831819
295,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.09084869923518597
296,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.09022390749774133
297,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08949593690762259
298,111.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08872058362576253
299,106.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08787281465414662
300,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08716381383038183
301,117.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08656436407332584
302,106.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08586592046846098
303,105.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08504542921245821
304,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08410650477495278
305,126.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08320290718820499
306,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08240786233863623
307,103.0,1.0,0.0,0.0,1.5,0.0,0.0,0.08176748566730241
308,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.08101046011696691
309,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.08052578014480737
310,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07990002879557583
311,122.0,0.0,0.0,0.0,1.5,0.0,0.0,0.07901791096410317
312,103.0,3.0,0.0,0.0,1.5,0.0,0.0,0.07845094049869225
313,101.0,3.0,0.0,0.0,1.5,0.0,0.0,0.07802838396296179
314,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0774220394301255
315,106.0,0.0,0.0,0.0,1.5,0.0,0.0,0.07663623118681605
316,93.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0760635238798897
317,132.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07529150412272574
318,113.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07461682001124022
319,127.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0739038194629908
320,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07335153163827975
321,110.0,0.0,0.0,0.0,1.5,0.0,0.0,0.07265062154501724
322,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.07219429312066543
323,89.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07174083095714452
324,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.07126882998596543
325,109.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07065138831058543
326,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.07001828408849621
327,114.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06945334234521956
328,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06891363291796525
329,119.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06833709675911034
330,113.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06774505432594767
331,104.0,3.0,0.0,0.0,1.5,0.0,0.0,0.06731953843577694
332,107.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06671629078513731
333,118.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06611844881220223
334,107.0,3.0,0.0,0.0,1.5,0.0,0.0,0.06566373387562865
335,119.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06497776938691427
336,130.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06431826639278064
337,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06385676903115449
338,128.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06326556575122061
339,125.0,1.0,0.0,0.0,1.5,0.0,0.0,0.06262344106100479
340,122.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06202504316890705
341,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.061580000175950854
342,130.0,2.0,0.0,0.0,1.5,0.0,0.0,0.060991572876582696
343,117.0,2.0,0.0,0.0,1.5,0.0,0.0,0.06046316881903898
344,111.0,3.0,0.0,0.0,1.5,0.0,0.0,0.060119457704937304
345,109.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05959860926817212
346,106.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05920649502750625
347,133.0,3.0,0.0,0.0,1.5,0.0,0.0,0.058781675722218034
348,113.0,0.0,0.0,0.0,1.5,0.0,0.0,0.058167605523149854
349,78.0,0.0,0.0,0.0,1.5,0.0,0.0,0.057715595526199495
350,107.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0571812488955114
351,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05671988262733866
352,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05631290529955423
353,113.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05584178768841316
354,112.0,0.0,0.0,0.0,1.5,0.0,0.0,0.055324789278696336
355,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05484547973216653
