episode,ep_length,ep_env_return,ep_shaping_return,ep_final_bonus
1,135.0,3.0,0.0,0.0
2,146.0,0.0,0.0,0.0
3,127.0,2.0,0.0,0.0
4,121.0,2.0,0.0,0.0
5,141.0,2.0,0.0,0.0
6,118.0,3.0,0.0,0.0
7,109.0,3.0,0.0,0.0
8,109.0,3.0,0.0,0.0
9,107.0,0.0,0.0,0.0
10,107.0,3.0,0.0,0.0
11,109.0,3.0,0.0,0.0
12,105.0,1.0,0.0,0.0
13,118.0,3.0,0.0,0.0
14,116.0,2.0,0.0,0.0
15,95.0,0.0,0.0,0.0
16,85.0,0.0,0.0,0.0
17,116.0,3.0,0.0,0.0
18,129.0,0.0,0.0,0.0
19,118.0,1.0,0.0,0.0
20,106.0,2.0,0.0,0.0
21,107.0,0.0,0.0,0.0
22,83.0,0.0,0.0,0.0
23,115.0,1.0,0.0,0.0
24,117.0,3.0,0.0,0.0
25,122.0,1.0,0.0,0.0
26,105.0,3.0,0.0,0.0
27,113.0,1.0,0.0,0.0
28,109.0,2.0,0.0,0.0
29,104.0,1.0,0.0,0.0
30,100.0,0.0,0.0,0.0
31,96.0,2.0,0.0,0.0
32,107.0,2.0,0.0,0.0
33,110.0,0.0,0.0,0.0
34,125.0,0.0,0.0,0.0
35,103.0,3.0,0.0,0.0
36,125.0,2.0,0.0,0.0
37,119.0,0.0,0.0,0.0
38,117.0,0.0,0.0,0.0
39,88.0,0.0,0.0,0.0
40,96.0,3.0,0.0,0.0
41,101.0,2.0,0.0,0.0
42,116.0,2.0,0.0,0.0
43,83.0,2.0,0.0,0.0
44,117.0,2.0,0.0,0.0
45,80.0,0.0,0.0,0.0
46,122.0,1.0,0.0,0.0
47,89.0,2.0,0.0,0.0
48,101.0,1.0,0.0,0.0
49,110.0,2.0,0.0,0.0
50,126.0,1.0,0.0,0.0
51,100.0,3.0,0.0,0.0
52,97.0,2.0,0.0,0.0
53,100.0,3.0,0.0,0.0
54,119.0,1.0,0.0,0.0
55,100.0,3.0,0.0,0.0
56,114.0,1.0,0.0,0.0
57,104.0,3.0,0.0,0.0
58,92.0,0.0,0.0,0.0
59,101.0,0.0,0.0,0.0
60,107.0,1.0,0.0,0.0
61,119.0,2.0,0.0,0.0
62,116.0,1.0,0.0,0.0
63,105.0,1.0,0.0,0.0
64,107.0,0.0,0.0,0.0
65,106.0,1.0,0.0,0.0
66,111.0,2.0,0.0,0.0
67,93.0,0.0,0.0,0.0
68,123.0,1.0,0.0,0.0
69,129.0,1.0,0.0,0.0
70,109.0,1.0,0.0,0.0
71,118.0,3.0,0.0,0.0
72,112.0,2.0,0.0,0.0
73,113.0,3.0,0.0,0.0
74,121.0,3.0,0.0,0.0
75,115.0,1.0,0.0,0.0
76,108.0,1.0,0.0,0.0
77,114.0,3.0,0.0,0.0
78,113.0,0.0,0.0,0.0
79,106.0,1.0,0.0,0.0
80,101.0,1.0,0.0,0.0
81,113.0,1.0,0.0,0.0
82,100.0,0.0,0.0,0.0
83,102.0,2.0,0.0,0.0
84,105.0,1.0,0.0,0.0
85,113.0,0.0,0.0,0.0
86,135.0,2.0,0.0,0.0
87,105.0,1.0,0.0,0.0
88,101.0,2.0,0.0,0.0
89,125.0,1.0,0.0,0.0
90,125.0,2.0,0.0,0.0
91,113.0,1.0,0.0,0.0
92,115.0,1.0,0.0,0.0
93,132.0,2.0,0.0,0.0
94,109.0,0.0,0.0,0.0
95,116.0,1.0,0.0,0.0
96,121.0,3.0,0.0,0.0
97,118.0,2.0,0.0,0.0
98,104.0,1.0,0.0,0.0
99,116.0,0.0,0.0,0.0
100,122.0,0.0,0.0,0.0
101,104.0,2.0,0.0,0.0
102,91.0,3.0,0.0,0.0
103,122.0,2.0,0.0,0.0
104,90.0,2.0,0.0,0.0
105,107.0,3.0,0.0,0.0
106,110.0,3.0,0.0,0.0
107,130.0,0.0,0.0,0.0
108,108.0,3.0,0.0,0.0
109,101.0,3.0,0.0,0.0
110,114.0,0.0,0.0,0.0
111,97.0,1.0,0.0,0.0
112,119.0,0.0,0.0,0.0
113,113.0,3.0,0.0,0.0
114,119.0,2.0,0.0,0.0
115,135.0,0.0,0.0,0.0
116,102.0,3.0,0.0,0.0
117,112.0,1.0,0.0,0.0
118,116.0,3.0,0.0,0.0
119,110.0,2.0,0.0,0.0
120,110.0,3.0,0.0,0.0
121,95.0,0.0,0.0,0.0
122,108.0,2.0,0.0,0.0
123,107.0,3.0,0.0,0.0
124,94.0,0.0,0.0,0.0
125,124.0,0.0,0.0,0.0
126,120.0,2.0,0.0,0.0
127,112.0,2.0,0.0,0.0
128,91.0,0.0,0.0,0.0
129,103.0,2.0,0.0,0.0
130,110.0,2.0,0.0,0.0
131,111.0,1.0,0.0,0.0
132,100.0,1.0,0.0,0.0
133,107.0,2.0,0.0,0.0
134,115.0,0.0,0.0,0.0
135,129.0,3.0,0.0,0.0
136,109.0,3.0,0.0,0.0
137,110.0,1.0,0.0,0.0
138,103.0,2.0,0.0,0.0
139,114.0,0.0,0.0,0.0
140,106.0,1.0,0.0,0.0
141,115.0,3.0,0.0,0.0
142,104.0,1.0,0.0,0.0
143,113.0,0.0,0.0,0.0
144,115.0,2.0,0.0,0.0
145,114.0,0.0,0.0,0.0
146,100.0,1.0,0.0,0.0
147,112.0,0.0,0.0,0.0
148,104.0,1.0,0.0,0.0
149,116.0,2.0,0.0,0.0
150,88.0,0.0,0.0,0.0
151,87.0,1.0,0.0,0.0
152,109.0,3.0,0.0,0.0
153,117.0,3.0,0.0,0.0
154,117.0,1.0,0.0,0.0
155,109.0,0.0,0.0,0.0
156,117.0,0.0,0.0,0.0
157,105.0,0.0,0.0,0.0
158,103.0,1.0,0.0,0.0
159,101.0,1.0,0.0,0.0
160,122.0,0.0,0.0,0.0
161,121.0,2.0,0.0,0.0
162,102.0,1.0,0.0,0.0
163,84.0,1.0,0.0,0.0
164,105.0,1.0,0.0,0.0
165,121.0,1.0,0.0,0.0
166,100.0,2.0,0.0,0.0
167,112.0,3.0,0.0,0.0
168,99.0,3.0,0.0,0.0
169,129.0,2.0,0.0,0.0
170,100.0,0.0,0.0,0.0
171,106.0,3.0,0.0,0.0
172,89.0,1.0,0.0,0.0
173,109.0,1.0,0.0,0.0
174,100.0,2.0,0.0,0.0
175,115.0,3.0,0.0,0.0
176,119.0,3.0,0.0,0.0
177,110.0,3.0,0.0,0.0
178,111.0,3.0,0.0,0.0
179,109.0,1.0,0.0,0.0
