episode,reward_mean,reward_std,return_mean,adv_mean_raw,adv_std_raw,policy_loss,value_loss,entropy,approx_kl,clip_frac,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,ep_length
1,0.0,0.0,-0.1239364892244339,0.09391140937805176,0.2812731862068176,1.7610462421657758e-08,0.08793395012617111,0.7050581574440002,8.127906347965563e-09,0.0,0.005961137940175831,0.0,0.0,0.0,70.0
2,0.0476190485060215,0.21295885741710663,0.5206471681594849,0.49344104528427124,0.5905678272247314,-6.528127727278843e-08,0.5922544598579407,0.6393880248069763,2.838316470743507e-09,0.0,0.0031952339923009276,1.0,0.0,0.0,77.0
3,0.1875,0.7261843681335449,2.0013649463653564,1.8174090385437012,0.678269624710083,6.426125764846802e-08,3.7630250453948975,0.5102578997612,2.60770320892334e-08,0.0,0.005622230004519224,3.0,0.0,0.0,73.0
4,0.0,0.0,0.024072593078017235,-0.15738347172737122,0.22583402693271637,-9.934107758624577e-09,0.07577056437730789,0.54250168800354,9.934107758624577e-09,0.0,0.0025334699312224984,0.0,0.0,0.0,70.0
5,0.0,0.0,0.06093979254364967,-0.1769700050354004,0.15604092180728912,6.219615045210958e-08,0.055667173117399216,0.5114114880561829,0.0,0.0,0.002534718019887805,0.0,0.0,0.0,70.0
6,0.0,0.0,0.09370309114456177,-0.20931074023246765,0.10463479161262512,-7.774518806513697e-09,0.05475941300392151,0.6149217486381531,2.5915062096260044e-08,0.0,0.0032594939693808556,0.0,0.0,0.0,74.0
7,0.0,0.0,0.08955281227827072,-0.18367734551429749,0.07811705023050308,1.525595081375286e-07,0.039839643985033035,0.6467941403388977,1.419158213167293e-08,0.0,0.0031294880900532007,0.0,0.0,0.0,70.0
8,0.0,0.0,0.030920937657356262,-0.051576875150203705,0.11629283428192139,2.073205074282214e-08,0.016184192150831223,0.7732540369033813,1.5549037613027394e-08,0.0,0.003021111013367772,0.0,0.0,0.0,70.0
9,0.0,0.0,0.0013811249518767,-0.02258506789803505,0.08253619074821472,1.8822518654815212e-08,0.007322312798351049,0.6813413500785828,1.4116889879289829e-08,0.0,0.002812432940118015,0.0,0.0,0.0,67.0
10,0.05882352963089943,0.23529411852359772,0.6858257055282593,0.5131762623786926,0.2834545969963074,9.116004662246269e-08,0.34369635581970215,0.4000970125198364,7.0123111761688506e-09,0.0,0.0029391340212896466,1.0,0.0,0.0,68.0
