version,timestamp,agent_type,num_episodes,eval_interval,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot
09,2025-08-15 14:46:38,DQN-K2,10000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_model_09/train,False,False
