episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
300,19,0.1101855169981718,0.10169392300304025,0.0,0.0,0.0,3.2784726220415905
600,20,3.613820321043022,0.08328839694149792,2.327883635996841,1.1926714319270104,0.0018823459977284074,9.7068994960282
900,24,0.1118896909756586,0.10138521599583328,0.0,0.0,0.0,12.594333493965678
1200,15,3.9065427110763267,0.12025359005201608,2.5058478949358687,1.2732180129969493,0.0011514050420373678,19.622375359991565
1500,15,0.10952796100173146,0.10211401106789708,0.0,0.0,0.0,22.876751807983965
1800,18,4.377955442061648,0.11210584407672286,2.727571819908917,1.5266522980527952,0.0012100599706172943,30.731542509049177
2100,27,0.12340768508147448,0.11222185601945966,0.0,0.0,0.0,34.059906400041655
2400,14,3.827761780936271,0.10420520498882979,2.379636274999939,1.3368028789991513,0.0011827390408143401,40.82172240805812
2700,21,0.1113618629751727,0.10176909400615841,0.0,0.0,0.0,43.665747073013335
3000,20,3.808304610894993,0.0960228560725227,2.3605110429925844,1.340325566008687,0.0017257219878956676,50.83050938101951
