opponent,episode,p0,p1,p2,p3
single_only,500,0.341,0.2195,0.2295,0.21
max_combo,500,0.0805,0.1135,0.2425,0.5635
random2,500,0.3195,0.2675,0.242,0.171
single_only,1000,0.783,0.0955,0.0675,0.054
max_combo,1000,0.1215,0.1455,0.2575,0.4755
random2,1000,0.439,0.2715,0.168,0.1215
single_only,1500,0.862,0.081,0.0355,0.0215
max_combo,1500,0.1675,0.1765,0.2485,0.4075
random2,1500,0.5535,0.2415,0.135,0.07
single_only,2000,0.863,0.0765,0.0405,0.02
max_combo,2000,0.1995,0.207,0.254,0.3395
random2,2000,0.577,0.2415,0.1125,0.069
single_only,2500,0.853,0.089,0.041,0.017
max_combo,2500,0.207,0.223,0.245,0.325
random2,2500,0.607,0.2325,0.1105,0.05
single_only,3000,0.8435,0.0965,0.0485,0.0115
max_combo,3000,0.2155,0.219,0.2555,0.31
random2,3000,0.6165,0.25,0.097,0.0365
single_only,3500,0.8635,0.0925,0.0335,0.0105
max_combo,3500,0.222,0.238,0.2505,0.2895
random2,3500,0.6205,0.2415,0.097,0.041
single_only,4000,0.8315,0.1055,0.0455,0.0175
max_combo,4000,0.212,0.223,0.262,0.303
random2,4000,0.633,0.232,0.095,0.04
single_only,4500,0.8395,0.1035,0.0435,0.0135
max_combo,4500,0.2065,0.238,0.2625,0.293
random2,4500,0.6345,0.2335,0.096,0.036
single_only,5000,0.878,0.069,0.037,0.016
max_combo,5000,0.221,0.228,0.259,0.292
random2,5000,0.6185,0.239,0.098,0.0445
single_only,5500,0.8435,0.09,0.047,0.0195
max_combo,5500,0.22,0.248,0.264,0.268
random2,5500,0.626,0.229,0.0965,0.0485
single_only,6000,0.874,0.077,0.0335,0.0155
max_combo,6000,0.225,0.2155,0.2615,0.298
random2,6000,0.6575,0.224,0.0875,0.031
single_only,6500,0.864,0.0845,0.0405,0.011
max_combo,6500,0.219,0.225,0.2685,0.2875
random2,6500,0.642,0.224,0.094,0.04
single_only,7000,0.864,0.0865,0.0365,0.013
max_combo,7000,0.22,0.2215,0.271,0.2875
