episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
500,66,0.5210984650766477,0.4855696930317208,0.0,0.0,0.0,33.87298630701844
1000,77,0.7478111690143123,0.7057233680970967,0.0,0.0,0.0,67.3332366689574
1500,74,0.5113971419632435,0.47177592606749386,0.0,0.0,0.0,95.97989252605475
2000,90,0.500246545067057,0.45228494494222105,0.0,0.0,0.0,125.60710310202558
2500,71,0.591177033027634,0.5473171230405569,0.0,0.0,0.0,150.78287261596415
3000,76,0.5278664589859545,0.4848751249955967,0.0,0.0,0.0,179.55980689800344
3500,77,0.6856094480026513,0.6367944789817557,0.0,0.0,0.0,205.15985390997957
4000,69,0.5925091200042516,0.5524533439893275,0.0,0.0,0.0,235.74378193204757
4500,73,0.6190372899873182,0.5633710869587958,0.0,0.0,0.0,267.1143137239851
5000,71,13.922347082057968,0.4748904600273818,11.36387242609635,2.0377826509065926,0.003831062000244856,306.85145208402537
5500,67,0.5462470450438559,0.5106751929270104,0.0,0.0,0.0,333.1291855419986
6000,70,0.7416181489825249,0.7043508149217814,0.0,0.0,0.0,359.9324127989821
6500,70,0.5616154749877751,0.5249900729395449,0.0,0.0,0.0,385.35899637802504
7000,66,1.2072891700081527,1.1126340390183032,0.0,0.0,0.0,412.03747498895973
7500,83,0.5247514449292794,0.4775691300164908,0.0,0.0,0.0,436.9211363149807
8000,85,0.6108668530359864,0.5601391739910468,0.0,0.0,0.0,466.24811459705234
8500,81,1.1639735710341483,1.0735390129266307,0.0,0.0,0.0,502.97467596502975
9000,75,0.7068334859795868,0.663380008074455,0.0,0.0,0.0,543.6795777130174
9500,82,0.5273196279304102,0.48436398000922054,0.0,0.0,0.0,569.4347139500314
