episode,reward_mean,reward_std,return_mean,adv_mean_raw,adv_std_raw,policy_loss,value_loss,entropy,approx_kl,clip_frac,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,ep_length
1,0.0,0.0,-0.1340218484401703,0.05080602318048477,0.35039520263671875,8.344650304081824e-09,0.12535804510116577,0.726722776889801,8.344650304081824e-09,0.0,0.005205363966524601,0.0,0.0,0.0,84.0
2,0.0,0.0,-0.08944842219352722,0.036570917814970016,0.25734010338783264,-2.721081671097636e-08,0.06756135076284409,0.6006208658218384,7.774518806513697e-09,0.0,0.002899673068895936,0.0,0.0,0.0,78.0
3,0.0,0.0,-0.01046491228044033,-0.08209548890590668,0.21365395188331604,-2.8610228852699038e-08,0.05238770321011543,0.5164481997489929,2.3841858265427618e-08,0.0,0.002381518017500639,0.0,0.0,0.0,84.0
4,0.0,0.0,0.05335734784603119,-0.1656644195318222,0.14928413927555084,7.774519161785065e-08,0.04973047226667404,0.46118101477622986,1.2957531714263837e-09,0.0,0.002351642004214227,0.0,0.0,0.0,72.0
5,0.05263157933950424,0.2232968807220459,0.6191728115081787,0.5543054938316345,0.29667210578918457,1.2548346361995755e-08,0.3952689468860626,0.5995004773139954,2.509669272399151e-08,0.0,0.002193061984144151,1.0,0.0,0.0,63.0
6,0.0,0.0,-0.03111780807375908,0.02913420833647251,0.11316781491041183,-2.167441692790817e-08,0.013655760325491428,0.5605514049530029,1.8965113923741228e-08,0.0,0.0027541889576241374,0.0,0.0,0.0,73.0
7,0.0,0.0,0.0013387666549533606,0.028406817466020584,0.10139211267232895,-3.814697180359872e-08,0.01108730211853981,0.8393000960350037,4.76837147544984e-09,0.0,0.002488449914380908,0.0,0.0,0.0,88.0
8,0.0,0.0,0.033154863864183426,0.008874169550836086,0.1503790020942688,-1.5549037613027394e-08,0.022692594677209854,0.5930062532424927,9.070271644873173e-09,0.0,0.002332570031285286,0.0,0.0,0.0,72.0
9,0.0,0.0,0.05762108415365219,-0.045291800051927567,0.14226742088794708,1.833989138333436e-08,0.02229137159883976,0.7008191347122192,9.16994569166718e-09,0.0,0.0029784420039504766,0.0,0.0,0.0,86.0
10,0.0,0.0,0.03222760558128357,0.03182700276374817,0.1798887699842453,2.709302115988521e-08,0.033372923731803894,0.6903467178344727,0.0,0.0,0.002626002999022603,0.0,0.0,0.0,65.0
11,0.0,0.0,0.0341738685965538,-0.009794888086616993,0.14517946541309357,-1.8822518654815212e-08,0.02117301896214485,0.5623754858970642,1.097980284470168e-08,0.0,0.00258619396481663,0.0,0.0,0.0,68.0
12,0.03999999910593033,0.1959591805934906,0.6085914969444275,0.4366755783557892,0.16805748641490936,-3.9100646631595737e-07,0.21892893314361572,0.7243510484695435,0.0,0.0,0.0026827550027519464,1.0,0.0,0.0,89.0
13,0.0,0.0,0.08995545655488968,-0.09340593963861465,0.19409987330436707,4.334883385581634e-08,0.04639943689107895,0.47175732254981995,5.418604231977042e-09,0.0,0.0025676839286461473,0.0,0.0,0.0,72.0
14,0.0,0.0,0.088874451816082,-0.1161239743232727,0.09804607927799225,-2.9802322387695312e-08,0.0230978075414896,0.8445795178413391,2.4835269396561444e-09,0.0,0.0026762760244309902,0.0,0.0,0.0,77.0
15,0.0,0.0,0.060559339821338654,-0.06751495599746704,0.0976429209113121,1.4305114426349519e-08,0.01409240998327732,0.6401914954185486,8.344650304081824e-09,0.0,0.0027322639944031835,0.0,0.0,0.0,82.0
16,0.0,0.0,0.044153228402137756,-0.07473763078451157,0.08189938962459564,-4.967053612858763e-08,0.012293219566345215,0.6700263023376465,2.359350581571107e-08,0.0,0.0026236349949613214,0.0,0.0,0.0,78.0
17,0.0,0.0,0.04923819378018379,-0.06764215230941772,0.08380088210105896,-7.256217315898539e-08,0.01159804780036211,0.5462719202041626,7.774518806513697e-09,0.0,0.0025023400085046887,0.0,0.0,0.0,80.0
18,0.05263157933950424,0.2232968807220459,0.6187214851379395,0.5873571038246155,0.2346775084733963,-1.4430598582748644e-07,0.4000619947910309,0.6955989003181458,1.2548346361995755e-08,0.0,0.002555427956394851,1.0,0.0,0.0,71.0
19,0.11764705926179886,0.47058823704719543,1.2858647108078003,1.239288091659546,0.4277971386909485,7.0123111761688506e-09,1.718845248222351,0.5001515746116638,2.103693397259576e-08,0.0,0.002451665000990033,2.0,0.0,0.0,74.0
20,0.0,0.0,-0.011390132829546928,0.02430865913629532,0.06245066225528717,3.4059798537100505e-08,0.004490992985665798,0.7488109469413757,1.7029899268550253e-08,0.0,0.002542456961236894,0.0,0.0,0.0,69.0
21,0.05263157933950424,0.2232968807220459,0.6151938438415527,0.53456711769104,0.32308435440063477,5.019338544798302e-08,0.390145480632782,0.7260371446609497,1.4116889879289829e-08,0.0,0.0024561319733038545,1.0,0.0,0.0,71.0
22,0.0,0.0,0.050655547529459,-0.11638019233942032,0.06489673256874084,-6.219615045210958e-08,0.017755936831235886,0.5782696008682251,1.5549037613027394e-08,0.0,0.0025485189398750663,0.0,0.0,0.0,82.0
23,0.0476190485060215,0.21295885741710663,0.6001821756362915,0.5485209226608276,0.20262272655963898,-5.960464477539063e-08,0.34193113446235657,0.4764905273914337,1.2062844945148754e-08,0.0,0.0025160469813272357,1.0,0.0,0.0,71.0
24,0.04545454680919647,0.20829889178276062,0.607048511505127,0.45339709520339966,0.2758062183856964,-3.5220924843315515e-08,0.2816380262374878,0.7823026776313782,2.573836965780174e-08,0.0,0.0023715170100331306,1.0,0.0,0.0,79.0
25,0.0,0.0,0.03623997047543526,-0.1210658848285675,0.14621175825595856,4.146410148564428e-08,0.03603481501340866,0.7776220440864563,2.4619309257900568e-08,0.0,0.0023202989250421524,0.0,0.0,0.0,77.0
26,0.20000000298023224,0.7483314871788025,2.052640438079834,1.8783022165298462,0.6162030696868896,-5.245208853921213e-07,3.907726287841797,0.544441282749176,3.1789145538141383e-08,0.0,0.0022884340723976493,3.0,0.0,0.0,73.0
27,0.0,0.0,0.07127726823091507,-0.14631980657577515,0.07678408175706863,1.503073718822634e-07,0.02730528637766838,0.7194581031799316,3.8872595808925325e-08,0.0,0.0022414360428228974,0.0,0.0,0.0,82.0
