version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,step_reward,final_reward,env_reward,normalize,seat_onehot
18,2025-08-16 11:06:03,PPO-K2,200000,10000,5000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/ppo_model_18/train,none,none,True,False,False
