opponent,episode,p0,p1,p2,p3
single_only,2000,0.545,0.1355,0.1715,0.148
max_combo,2000,0.28,0.2325,0.229,0.2585
random2,2000,0.313,0.2725,0.2345,0.18
single_only,4000,0.5245,0.168,0.1795,0.128
max_combo,4000,0.28,0.239,0.2325,0.2485
random2,4000,0.333,0.2965,0.205,0.1655
single_only,6000,0.5455,0.1465,0.1935,0.1145
max_combo,6000,0.289,0.2535,0.2285,0.229
random2,6000,0.3485,0.3,0.206,0.1455
single_only,8000,0.4805,0.201,0.1875,0.131
max_combo,8000,0.2665,0.262,0.2275,0.244
random2,8000,0.31,0.2955,0.2295,0.165
single_only,10000,0.4665,0.202,0.1835,0.148
max_combo,10000,0.2655,0.231,0.242,0.2615
random2,10000,0.325,0.304,0.212,0.159
single_only,12000,0.48,0.159,0.2245,0.1365
max_combo,12000,0.312,0.2535,0.2175,0.217
random2,12000,0.382,0.2855,0.2085,0.124
single_only,14000,0.47,0.1685,0.2275,0.134
max_combo,14000,0.2835,0.2275,0.2425,0.2465
random2,14000,0.3185,0.2745,0.26,0.147
single_only,16000,0.509,0.145,0.2225,0.1235
max_combo,16000,0.294,0.259,0.237,0.21
random2,16000,0.3535,0.292,0.2345,0.12
single_only,18000,0.47,0.193,0.209,0.128
max_combo,18000,0.3105,0.255,0.224,0.2105
random2,18000,0.36,0.3025,0.212,0.1255
single_only,20000,0.4015,0.1985,0.2535,0.1465
max_combo,20000,0.255,0.2665,0.2585,0.22
random2,20000,0.308,0.3035,0.26,0.1285
single_only,22000,0.549,0.172,0.183,0.096
max_combo,22000,0.295,0.261,0.231,0.213
random2,22000,0.365,0.3045,0.2035,0.127
single_only,24000,0.5045,0.183,0.1855,0.127
max_combo,24000,0.2915,0.2535,0.2375,0.2175
random2,24000,0.371,0.2975,0.2025,0.129
single_only,26000,0.553,0.1365,0.187,0.1235
max_combo,26000,0.3275,0.235,0.219,0.2185
random2,26000,0.364,0.2995,0.2085,0.128
single_only,28000,0.545,0.139,0.196,0.12
max_combo,28000,0.302,0.24,0.2255,0.2325
random2,28000,0.3745,0.281,0.2285,0.116
single_only,30000,0.4615,0.187,0.2275,0.124
max_combo,30000,0.276,0.2485,0.2545,0.221
random2,30000,0.328,0.3075,0.2415,0.123
single_only,32000,0.53,0.149,0.202,0.119
max_combo,32000,0.347,0.2275,0.205,0.2205
random2,32000,0.37,0.284,0.2,0.146
single_only,34000,0.533,0.153,0.196,0.118
max_combo,34000,0.327,0.231,0.206,0.236
random2,34000,0.345,0.274,0.2275,0.1535
single_only,36000,0.4075,0.1945,0.254,0.144
max_combo,36000,0.237,0.241,0.2735,0.2485
random2,36000,0.313,0.3,0.2545,0.1325
single_only,38000,0.467,0.1615,0.2225,0.149
max_combo,38000,0.3105,0.22,0.225,0.2445
random2,38000,0.328,0.29,0.2295,0.1525
single_only,40000,0.5025,0.172,0.206,0.1195
max_combo,40000,0.3,0.242,0.24,0.218
random2,40000,0.334,0.3,0.2335,0.1325
single_only,42000,0.4205,0.196,0.2465,0.137
max_combo,42000,0.2715,0.244,0.2585,0.226
random2,42000,0.3325,0.289,0.252,0.1265
single_only,44000,0.4985,0.176,0.209,0.1165
max_combo,44000,0.278,0.2475,0.248,0.2265
random2,44000,0.3285,0.3205,0.2165,0.1345
single_only,46000,0.514,0.1965,0.1965,0.093
max_combo,46000,0.32,0.2435,0.247,0.1895
random2,46000,0.3465,0.306,0.2235,0.124
single_only,48000,0.518,0.127,0.189,0.166
max_combo,48000,0.331,0.209,0.211,0.249
random2,48000,0.3535,0.262,0.2345,0.15
single_only,50000,0.5005,0.1445,0.2065,0.1485
max_combo,50000,0.3055,0.2155,0.24,0.239
random2,50000,0.358,0.2675,0.222,0.1525
single_only,52000,0.527,0.1485,0.197,0.1275
max_combo,52000,0.314,0.229,0.216,0.241
random2,52000,0.3775,0.2625,0.2195,0.1405
single_only,54000,0.379,0.1855,0.296,0.1395
max_combo,54000,0.2475,0.206,0.2925,0.254
random2,54000,0.3115,0.301,0.2725,0.115
single_only,56000,0.523,0.1365,0.2065,0.134
max_combo,56000,0.3205,0.2305,0.2305,0.2185
random2,56000,0.347,0.2745,0.2425,0.136
single_only,58000,0.534,0.158,0.2055,0.1025
max_combo,58000,0.3045,0.257,0.2255,0.213
random2,58000,0.377,0.306,0.211,0.106
single_only,60000,0.535,0.1705,0.194,0.1005
max_combo,60000,0.315,0.259,0.2265,0.1995
random2,60000,0.376,0.298,0.212,0.114
single_only,62000,0.5015,0.148,0.2245,0.126
max_combo,62000,0.291,0.223,0.257,0.229
random2,62000,0.352,0.2825,0.2305,0.135
single_only,64000,0.5135,0.154,0.211,0.1215
max_combo,64000,0.3385,0.216,0.2425,0.203
random2,64000,0.34,0.2825,0.242,0.1355
single_only,66000,0.5175,0.165,0.2015,0.116
max_combo,66000,0.2945,0.263,0.2275,0.215
random2,66000,0.356,0.309,0.208,0.127
single_only,68000,0.4715,0.182,0.2325,0.114
max_combo,68000,0.2795,0.2465,0.2665,0.2075
random2,68000,0.349,0.3315,0.2145,0.105
single_only,70000,0.463,0.1745,0.2405,0.122
max_combo,70000,0.3,0.226,0.262,0.212
random2,70000,0.3035,0.3145,0.256,0.126
single_only,72000,0.5285,0.172,0.195,0.1045
max_combo,72000,0.2815,0.2425,0.2595,0.2165
random2,72000,0.3425,0.302,0.2205,0.135
single_only,74000,0.444,0.2065,0.217,0.1325
max_combo,74000,0.305,0.251,0.248,0.196
random2,74000,0.3335,0.3155,0.2315,0.1195
single_only,76000,0.5025,0.1325,0.236,0.129
max_combo,76000,0.3025,0.238,0.247,0.2125
random2,76000,0.357,0.2805,0.231,0.1315
single_only,78000,0.4645,0.129,0.2375,0.169
max_combo,78000,0.312,0.2235,0.221,0.2435
random2,78000,0.3245,0.2715,0.2645,0.1395
single_only,80000,0.4285,0.185,0.234,0.1525
max_combo,80000,0.299,0.2385,0.2425,0.22
random2,80000,0.3405,0.292,0.2155,0.152
single_only,82000,0.5485,0.148,0.1795,0.124
max_combo,82000,0.35,0.236,0.2145,0.1995
random2,82000,0.378,0.277,0.2085,0.1365
single_only,84000,0.498,0.148,0.2185,0.1355
