opponent,episode,p0,p1,p2,p3
single_only,5000,0.522,0.147,0.2015,0.1295
max_combo,5000,0.274,0.2335,0.2475,0.245
random2,5000,0.3015,0.301,0.2285,0.169
single_only,10000,0.5045,0.172,0.2095,0.114
max_combo,10000,0.2935,0.241,0.2385,0.227
random2,10000,0.336,0.301,0.2315,0.1315
single_only,15000,0.5205,0.162,0.216,0.1015
max_combo,15000,0.285,0.2505,0.259,0.2055
random2,15000,0.3315,0.3205,0.2255,0.1225
single_only,20000,0.427,0.222,0.2375,0.1135
max_combo,20000,0.2595,0.2535,0.28,0.207
random2,20000,0.301,0.311,0.242,0.146
single_only,25000,0.4905,0.1665,0.219,0.124
max_combo,25000,0.2855,0.2515,0.261,0.202
random2,25000,0.323,0.299,0.2445,0.1335
single_only,30000,0.4585,0.191,0.224,0.1265
max_combo,30000,0.3075,0.2345,0.2405,0.2175
random2,30000,0.3315,0.299,0.242,0.1275
single_only,35000,0.509,0.189,0.1805,0.1215
max_combo,35000,0.285,0.2375,0.2465,0.231
random2,35000,0.37,0.2995,0.2075,0.123
single_only,40000,0.5375,0.1515,0.187,0.124
max_combo,40000,0.3225,0.225,0.237,0.2155
random2,40000,0.364,0.2785,0.242,0.1155
single_only,45000,0.581,0.1195,0.185,0.1145
max_combo,45000,0.313,0.252,0.236,0.199
random2,45000,0.344,0.3015,0.2355,0.119
single_only,50000,0.532,0.1505,0.1935,0.124
max_combo,50000,0.3025,0.229,0.244,0.2245
random2,50000,0.3535,0.3005,0.213,0.133
single_only,55000,0.5535,0.1415,0.1785,0.1265
max_combo,55000,0.335,0.234,0.225,0.206
random2,55000,0.348,0.2885,0.2255,0.138
single_only,60000,0.5515,0.1465,0.2115,0.0905
max_combo,60000,0.307,0.2515,0.256,0.1855
random2,60000,0.3695,0.2855,0.226,0.119
single_only,65000,0.6045,0.1265,0.177,0.092
max_combo,65000,0.32,0.221,0.262,0.197
random2,65000,0.3805,0.277,0.2115,0.131
single_only,70000,0.591,0.125,0.1975,0.0865
max_combo,70000,0.3425,0.2195,0.245,0.193
random2,70000,0.365,0.263,0.252,0.12
single_only,75000,0.5915,0.1365,0.168,0.104
max_combo,75000,0.3375,0.231,0.2355,0.196
random2,75000,0.4005,0.2765,0.2065,0.1165
single_only,80000,0.536,0.154,0.1805,0.1295
max_combo,80000,0.313,0.253,0.2385,0.1955
random2,80000,0.3445,0.3035,0.221,0.131
single_only,85000,0.563,0.1425,0.192,0.1025
max_combo,85000,0.3455,0.237,0.2395,0.178
random2,85000,0.3915,0.2505,0.255,0.103
single_only,90000,0.6005,0.135,0.1575,0.107
max_combo,90000,0.3365,0.2225,0.24,0.201
random2,90000,0.3685,0.286,0.227,0.1185
single_only,95000,0.6025,0.1285,0.173,0.096
max_combo,95000,0.34,0.234,0.2305,0.1955
random2,95000,0.371,0.274,0.2325,0.1225
single_only,100000,0.5975,0.1325,0.1695,0.1005
max_combo,100000,0.333,0.2245,0.2445,0.198
random2,100000,0.367,0.273,0.2325,0.1275
