version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot,pool_size
01,2025-08-15 13:22:41,PPO-K3-LEAGUE,10000,2000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/ppo_league_01/train,False,True,6
