episode,wall_s,steps,p0_transitions,p1_transitions,p2_transitions,p3_transitions,p0_train_calls,p1_train_calls,p2_train_calls,p3_train_calls,eps_p0,eps_p1,eps_p2,eps_p3
7152,0.181174,97,21,24,38,14,21,24,38,14,0.1,0.1,0.1,0.1
7153,0.213366,118,26,27,30,35,26,27,30,35,0.1,0.1,0.1,0.1
7154,0.200503,114,19,21,29,45,19,21,29,45,0.1,0.1,0.1,0.1
7155,0.176999,102,19,22,28,33,19,22,28,33,0.1,0.1,0.1,0.1
7156,0.212554,120,34,25,28,33,34,25,28,33,0.1,0.1,0.1,0.1
7157,0.183381,107,18,19,29,41,18,19,29,41,0.1,0.1,0.1,0.1
7158,0.196986,113,18,29,38,28,18,29,38,28,0.1,0.1,0.1,0.1
7159,0.219694,127,19,22,44,42,19,22,44,42,0.1,0.1,0.1,0.1
7160,0.209034,120,14,37,34,35,14,37,34,35,0.1,0.1,0.1,0.1
7161,0.242785,149,43,29,36,41,43,29,36,41,0.1,0.1,0.1,0.1
7162,0.233458,140,42,23,35,40,42,23,35,40,0.1,0.1,0.1,0.1
7163,0.180274,112,25,20,29,38,25,20,29,38,0.1,0.1,0.1,0.1
7164,0.215299,133,35,19,47,32,35,19,47,32,0.1,0.1,0.1,0.1
7165,0.146306,90,13,17,22,38,13,17,22,38,0.1,0.1,0.1,0.1
7166,0.202174,116,27,19,29,41,27,19,29,41,0.1,0.1,0.1,0.1
7167,0.192278,107,22,18,27,40,22,18,27,40,0.1,0.1,0.1,0.1
7168,0.21542,122,14,28,41,39,14,28,41,39,0.1,0.1,0.1,0.1
7169,0.184854,117,35,17,32,33,35,17,32,33,0.1,0.1,0.1,0.1
7170,0.167998,109,22,20,27,40,22,20,27,40,0.1,0.1,0.1,0.1
7171,0.1757,115,26,29,21,39,26,29,21,39,0.1,0.1,0.1,0.1
7172,0.182785,114,23,19,29,43,23,19,29,43,0.1,0.1,0.1,0.1
7173,0.199266,113,36,21,23,33,36,21,23,33,0.1,0.1,0.1,0.1
7174,0.251194,145,37,27,39,42,37,27,39,42,0.1,0.1,0.1,0.1
7175,0.210067,119,22,15,33,49,22,15,33,49,0.1,0.1,0.1,0.1
7176,0.312851,134,41,18,35,40,41,18,35,40,0.1,0.1,0.1,0.1
7177,0.243858,118,36,18,27,37,36,18,27,37,0.1,0.1,0.1,0.1
7178,0.247455,139,30,33,35,41,30,33,35,41,0.1,0.1,0.1,0.1
7179,0.162329,107,20,22,26,39,20,22,26,39,0.1,0.1,0.1,0.1
7180,0.213017,125,41,17,27,40,41,17,27,40,0.1,0.1,0.1,0.1
7181,0.192203,107,26,20,23,38,26,20,23,38,0.1,0.1,0.1,0.1
7182,0.217727,124,29,29,28,38,29,29,28,38,0.1,0.1,0.1,0.1
7183,0.182671,114,29,27,24,34,29,27,24,34,0.1,0.1,0.1,0.1
7184,0.229502,132,41,27,24,40,41,27,24,40,0.1,0.1,0.1,0.1
7185,0.208809,128,30,33,36,29,30,33,36,29,0.1,0.1,0.1,0.1
7186,0.196841,130,39,34,26,31,39,34,26,31,0.1,0.1,0.1,0.1
7187,0.206542,138,35,29,30,44,35,29,30,44,0.1,0.1,0.1,0.1
7188,0.267459,150,38,39,29,44,38,39,29,44,0.1,0.1,0.1,0.1
7189,0.199765,126,39,20,26,41,39,20,26,41,0.1,0.1,0.1,0.1
7190,0.192178,106,23,18,26,39,23,18,26,39,0.1,0.1,0.1,0.1
7191,0.203668,111,24,25,27,35,24,25,27,35,0.1,0.1,0.1,0.1
7192,0.189412,111,23,27,29,32,23,27,29,32,0.1,0.1,0.1,0.1
7193,0.168274,107,27,13,30,37,27,13,30,37,0.1,0.1,0.1,0.1
7194,0.150528,96,28,13,18,37,28,13,18,37,0.1,0.1,0.1,0.1
7195,0.178144,113,35,21,24,33,35,21,24,33,0.1,0.1,0.1,0.1
7196,0.152375,101,20,31,23,27,20,31,23,27,0.1,0.1,0.1,0.1
7197,0.185229,123,39,24,26,34,39,24,26,34,0.1,0.1,0.1,0.1
7198,0.185884,124,34,26,27,37,34,26,27,37,0.1,0.1,0.1,0.1
7199,0.17274,106,28,23,16,39,28,23,16,39,0.1,0.1,0.1,0.1
7200,0.188908,116,30,16,33,37,30,16,33,37,0.1,0.1,0.1,0.1
7201,0.197378,122,31,23,33,35,31,23,33,35,0.1,0.1,0.1,0.1
7202,0.188307,104,20,24,27,33,20,24,27,33,0.1,0.1,0.1,0.1
7203,0.249681,136,41,31,25,39,41,31,25,39,0.1,0.1,0.1,0.1
7204,0.206494,125,22,34,38,31,22,34,38,31,0.1,0.1,0.1,0.1
7205,0.206302,127,34,23,37,33,34,23,37,33,0.1,0.1,0.1,0.1
7206,0.164784,101,23,21,21,36,23,21,21,36,0.1,0.1,0.1,0.1
7207,0.190146,118,31,20,35,32,31,20,35,32,0.1,0.1,0.1,0.1
7208,0.146031,94,21,13,23,37,21,13,23,37,0.1,0.1,0.1,0.1
7209,0.209001,134,40,24,32,38,40,24,32,38,0.1,0.1,0.1,0.1
7210,0.200064,118,26,28,24,40,26,28,24,40,0.1,0.1,0.1,0.1
7211,0.183582,103,22,20,25,36,22,20,25,36,0.1,0.1,0.1,0.1
7212,0.200634,113,34,25,22,32,34,25,22,32,0.1,0.1,0.1,0.1
7213,0.209759,115,35,33,19,28,35,33,19,28,0.1,0.1,0.1,0.1
7214,0.220086,121,26,27,28,40,26,27,28,40,0.1,0.1,0.1,0.1
7215,0.249881,138,38,35,29,36,38,35,29,36,0.1,0.1,0.1,0.1
7216,0.202239,112,24,26,30,32,24,26,30,32,0.1,0.1,0.1,0.1
7217,0.239359,132,33,26,35,38,33,26,35,38,0.1,0.1,0.1,0.1
7218,0.20035,112,26,28,21,37,26,28,21,37,0.1,0.1,0.1,0.1
7219,0.18814,109,29,17,38,25,29,17,38,25,0.1,0.1,0.1,0.1
7220,0.219836,128,37,26,30,35,37,26,30,35,0.1,0.1,0.1,0.1
7221,0.230925,123,35,25,30,33,35,25,30,33,0.1,0.1,0.1,0.1
7222,0.213225,116,30,31,19,36,30,31,19,36,0.1,0.1,0.1,0.1
7223,0.188653,111,27,26,14,44,27,26,14,44,0.1,0.1,0.1,0.1
7224,0.175099,114,37,25,17,35,37,25,17,35,0.1,0.1,0.1,0.1
7225,0.243696,147,31,34,42,40,31,34,42,40,0.1,0.1,0.1,0.1
7226,0.159091,96,14,19,24,39,14,19,24,39,0.1,0.1,0.1,0.1
7227,0.187511,116,26,33,21,36,26,33,21,36,0.1,0.1,0.1,0.1
7228,0.192538,117,33,16,36,32,33,16,36,32,0.1,0.1,0.1,0.1
7229,0.255216,153,43,37,41,32,43,37,41,32,0.1,0.1,0.1,0.1
7230,0.161226,102,26,28,14,34,26,28,14,34,0.1,0.1,0.1,0.1
7231,0.17682,102,20,22,25,35,20,22,25,35,0.1,0.1,0.1,0.1
7232,0.224107,120,27,26,28,39,27,26,28,39,0.1,0.1,0.1,0.1
7233,0.229366,129,33,23,35,38,33,23,35,38,0.1,0.1,0.1,0.1
7234,0.253274,144,27,45,32,40,27,45,32,40,0.1,0.1,0.1,0.1
7235,0.222922,134,33,34,36,31,33,34,36,31,0.1,0.1,0.1,0.1
7236,0.22597,131,25,34,32,40,25,34,32,40,0.1,0.1,0.1,0.1
7237,0.170926,112,17,33,30,32,17,33,30,32,0.1,0.1,0.1,0.1
7238,0.180142,109,28,17,31,33,28,17,31,33,0.1,0.1,0.1,0.1
7239,0.225793,125,38,29,21,37,38,29,21,37,0.1,0.1,0.1,0.1
7240,0.214635,118,32,24,26,36,32,24,26,36,0.1,0.1,0.1,0.1
7241,0.209735,116,19,31,27,39,19,31,27,39,0.1,0.1,0.1,0.1
7242,0.240504,140,43,27,28,42,43,27,28,42,0.1,0.1,0.1,0.1
7243,0.195004,111,22,24,26,39,22,24,26,39,0.1,0.1,0.1,0.1
7244,0.167206,107,19,24,25,39,19,24,25,39,0.1,0.1,0.1,0.1
7245,0.218896,116,28,26,25,37,28,26,25,37,0.1,0.1,0.1,0.1
7246,0.218172,118,33,23,25,37,33,23,25,37,0.1,0.1,0.1,0.1
7247,0.184621,115,29,24,25,37,29,24,25,37,0.1,0.1,0.1,0.1
7248,0.18857,122,32,22,26,42,32,22,26,42,0.1,0.1,0.1,0.1
7249,0.215171,137,28,30,32,47,28,30,32,47,0.1,0.1,0.1,0.1
7250,0.203905,129,33,24,35,37,33,24,35,37,0.1,0.1,0.1,0.1
7251,0.154688,98,21,18,23,36,21,18,23,36,0.1,0.1,0.1,0.1
7252,0.170112,91,23,24,14,30,23,24,14,30,0.1,0.1,0.1,0.1
7253,0.206778,110,32,24,25,29,32,24,25,29,0.1,0.1,0.1,0.1
7254,0.221148,123,27,30,31,35,27,30,31,35,0.1,0.1,0.1,0.1
7255,0.202931,127,37,30,25,35,37,30,25,35,0.1,0.1,0.1,0.1
7256,0.211773,136,24,43,27,42,24,43,27,42,0.1,0.1,0.1,0.1
7257,0.21647,134,31,27,34,42,31,27,34,42,0.1,0.1,0.1,0.1
7258,0.212437,122,27,23,29,43,27,23,29,43,0.1,0.1,0.1,0.1
7259,0.197621,114,29,30,22,33,29,30,22,33,0.1,0.1,0.1,0.1
7260,0.204952,121,29,30,30,32,29,30,30,32,0.1,0.1,0.1,0.1
7261,0.167882,101,19,23,24,35,19,23,24,35,0.1,0.1,0.1,0.1
7262,0.187141,109,18,20,37,34,18,20,37,34,0.1,0.1,0.1,0.1
7263,0.201364,108,31,25,20,32,31,25,20,32,0.1,0.1,0.1,0.1
7264,0.175835,111,24,27,18,42,24,27,18,42,0.1,0.1,0.1,0.1
7265,0.19093,121,28,29,30,34,28,29,30,34,0.1,0.1,0.1,0.1
7266,0.252899,143,44,28,29,42,44,28,29,42,0.1,0.1,0.1,0.1
7267,0.201228,112,32,20,25,35,32,20,25,35,0.1,0.1,0.1,0.1
7268,0.13988,80,15,14,20,31,15,14,20,31,0.1,0.1,0.1,0.1
7269,0.236897,135,27,24,43,41,27,24,43,41,0.1,0.1,0.1,0.1
7270,0.223044,129,34,37,25,33,34,37,25,33,0.1,0.1,0.1,0.1
7271,0.213411,123,39,26,20,38,39,26,20,38,0.1,0.1,0.1,0.1
7272,0.187581,106,25,25,32,24,25,25,32,24,0.1,0.1,0.1,0.1
7273,0.219512,119,20,33,35,31,20,33,35,31,0.1,0.1,0.1,0.1
7274,0.184556,101,15,23,27,36,15,23,27,36,0.1,0.1,0.1,0.1
7275,0.188673,118,33,22,25,38,33,22,25,38,0.1,0.1,0.1,0.1
7276,0.190616,121,30,33,21,37,30,33,21,37,0.1,0.1,0.1,0.1
7277,0.208719,131,28,30,31,42,28,30,31,42,0.1,0.1,0.1,0.1
7278,0.179894,109,33,21,25,30,33,21,25,30,0.1,0.1,0.1,0.1
7279,0.204802,116,32,34,21,29,32,34,21,29,0.1,0.1,0.1,0.1
7280,0.165889,102,35,20,21,26,35,20,21,26,0.1,0.1,0.1,0.1
7281,0.149792,97,16,25,19,37,16,25,19,37,0.1,0.1,0.1,0.1
7282,0.203738,133,28,32,34,39,28,32,34,39,0.1,0.1,0.1,0.1
7283,0.19191,122,41,23,18,40,41,23,18,40,0.1,0.1,0.1,0.1
7284,0.187194,122,33,27,19,43,33,27,19,43,0.1,0.1,0.1,0.1
7285,0.225318,128,27,29,31,41,27,29,31,41,0.1,0.1,0.1,0.1
7286,0.207842,119,23,26,29,41,23,26,29,41,0.1,0.1,0.1,0.1
7287,0.176196,105,27,24,16,38,27,24,16,38,0.1,0.1,0.1,0.1
7288,0.187349,112,37,19,24,32,37,19,24,32,0.1,0.1,0.1,0.1
7289,0.245097,147,41,24,42,40,41,24,42,40,0.1,0.1,0.1,0.1
7290,0.213694,127,40,19,29,39,40,19,29,39,0.1,0.1,0.1,0.1
7291,0.231893,136,21,40,36,39,21,40,36,39,0.1,0.1,0.1,0.1
7292,0.203828,119,24,26,27,42,24,26,27,42,0.1,0.1,0.1,0.1
7293,0.173135,97,17,26,22,32,17,26,22,32,0.1,0.1,0.1,0.1
7294,0.179134,103,20,21,23,39,20,21,23,39,0.1,0.1,0.1,0.1
7295,0.188942,108,32,19,24,33,32,19,24,33,0.1,0.1,0.1,0.1
7296,0.2616,136,27,39,37,33,27,39,37,33,0.1,0.1,0.1,0.1
7297,0.198687,115,27,29,26,33,27,29,26,33,0.1,0.1,0.1,0.1
7298,0.230959,133,30,37,31,35,30,37,31,35,0.1,0.1,0.1,0.1
7299,0.224736,125,34,24,26,41,34,24,26,41,0.1,0.1,0.1,0.1
7300,0.23583,133,38,28,31,36,38,28,31,36,0.1,0.1,0.1,0.1
7301,0.199075,113,26,22,27,38,26,22,27,38,0.1,0.1,0.1,0.1
7302,0.176478,102,28,29,18,27,28,29,18,27,0.1,0.1,0.1,0.1
7303,0.202511,112,25,17,27,43,25,17,27,43,0.1,0.1,0.1,0.1
7304,0.19649,114,31,33,21,29,31,33,21,29,0.1,0.1,0.1,0.1
7305,0.227534,132,35,36,29,32,35,36,29,32,0.1,0.1,0.1,0.1
7306,0.207937,115,31,18,27,39,31,18,27,39,0.1,0.1,0.1,0.1
7307,0.195883,115,25,17,30,43,25,17,30,43,0.1,0.1,0.1,0.1
7308,0.198017,112,32,32,19,29,32,32,19,29,0.1,0.1,0.1,0.1
7309,0.2098,118,28,21,30,39,28,21,30,39,0.1,0.1,0.1,0.1
7310,0.220304,121,30,20,34,37,30,20,34,37,0.1,0.1,0.1,0.1
7311,0.198291,120,34,26,28,32,34,26,28,32,0.1,0.1,0.1,0.1
7312,0.219759,126,28,35,30,33,28,35,30,33,0.1,0.1,0.1,0.1
7313,0.19937,112,24,26,23,39,24,26,23,39,0.1,0.1,0.1,0.1
7314,0.216922,137,38,34,28,37,38,34,28,37,0.1,0.1,0.1,0.1
7315,0.176823,118,38,21,23,36,38,21,23,36,0.1,0.1,0.1,0.1
7316,0.195199,121,23,29,34,35,23,29,34,35,0.1,0.1,0.1,0.1
7317,0.202172,118,19,38,26,35,19,38,26,35,0.1,0.1,0.1,0.1
7318,0.181459,105,30,22,25,28,30,22,25,28,0.1,0.1,0.1,0.1
7319,0.191523,112,21,23,26,42,21,23,26,42,0.1,0.1,0.1,0.1
7320,0.198694,116,29,30,25,32,29,30,25,32,0.1,0.1,0.1,0.1
7321,0.215176,129,28,26,30,45,28,26,30,45,0.1,0.1,0.1,0.1
7322,0.188273,118,30,30,22,36,30,30,22,36,0.1,0.1,0.1,0.1
7323,0.181237,103,35,18,20,30,35,18,20,30,0.1,0.1,0.1,0.1
7324,0.174695,101,16,19,25,41,16,19,25,41,0.1,0.1,0.1,0.1
7325,0.20394,111,22,24,26,39,22,24,26,39,0.1,0.1,0.1,0.1
7326,0.205647,122,31,34,27,30,31,34,27,30,0.1,0.1,0.1,0.1
7327,0.185672,110,27,29,20,34,27,29,20,34,0.1,0.1,0.1,0.1
7328,0.193248,121,25,27,29,40,25,27,29,40,0.1,0.1,0.1,0.1
7329,0.167757,106,31,23,18,34,31,23,18,34,0.1,0.1,0.1,0.1
7330,0.162636,105,16,27,29,33,16,27,29,33,0.1,0.1,0.1,0.1
7331,0.174101,110,25,19,27,39,25,19,27,39,0.1,0.1,0.1,0.1
7332,0.236366,141,41,28,32,40,41,28,32,40,0.1,0.1,0.1,0.1
7333,0.193477,129,28,31,33,37,28,31,33,37,0.1,0.1,0.1,0.1
7334,0.239337,133,38,31,28,36,38,31,28,36,0.1,0.1,0.1,0.1
7335,0.2103,116,26,19,36,35,26,19,36,35,0.1,0.1,0.1,0.1
7336,0.229406,129,22,35,38,34,22,35,38,34,0.1,0.1,0.1,0.1
7337,0.172993,115,26,22,30,37,26,22,30,37,0.1,0.1,0.1,0.1
7338,0.207916,125,35,33,23,34,35,33,23,34,0.1,0.1,0.1,0.1
7339,0.183094,107,29,23,18,37,29,23,18,37,0.1,0.1,0.1,0.1
7340,0.156212,95,14,23,26,32,14,23,26,32,0.1,0.1,0.1,0.1
7341,0.197917,121,21,28,29,43,21,28,29,43,0.1,0.1,0.1,0.1
7342,0.188938,102,22,19,24,37,22,19,24,37,0.1,0.1,0.1,0.1
7343,0.184754,119,28,28,22,41,28,28,22,41,0.1,0.1,0.1,0.1
7344,0.143559,89,27,18,14,30,27,18,14,30,0.1,0.1,0.1,0.1
7345,0.180619,118,39,18,23,38,39,18,23,38,0.1,0.1,0.1,0.1
7346,0.196825,130,37,28,31,34,37,28,31,34,0.1,0.1,0.1,0.1
7347,0.151721,100,27,19,28,26,27,19,28,26,0.1,0.1,0.1,0.1
7348,0.153687,100,27,21,22,30,27,21,22,30,0.1,0.1,0.1,0.1
7349,0.167799,109,22,26,30,31,22,26,30,31,0.1,0.1,0.1,0.1
7350,0.206036,117,31,32,28,26,31,32,28,26,0.1,0.1,0.1,0.1
7351,0.250094,141,33,35,36,37,33,35,36,37,0.1,0.1,0.1,0.1
7352,0.192325,118,27,28,29,34,27,28,29,34,0.1,0.1,0.1,0.1
7353,0.182634,114,26,22,31,35,26,22,31,35,0.1,0.1,0.1,0.1
7354,0.196986,115,27,29,35,24,27,29,35,24,0.1,0.1,0.1,0.1
7355,0.185553,116,20,29,39,28,20,29,39,28,0.1,0.1,0.1,0.1
7356,0.195147,129,36,31,33,29,36,31,33,29,0.1,0.1,0.1,0.1
7357,0.168814,113,34,29,26,24,34,29,26,24,0.1,0.1,0.1,0.1
7358,0.162163,108,25,29,30,24,25,29,30,24,0.1,0.1,0.1,0.1
7359,0.16536,111,28,31,25,27,28,31,25,27,0.1,0.1,0.1,0.1
7360,0.179348,119,30,27,28,34,30,27,28,34,0.1,0.1,0.1,0.1
7361,0.169247,110,29,21,27,33,29,21,27,33,0.1,0.1,0.1,0.1
7362,0.201583,109,31,26,23,29,31,26,23,29,0.1,0.1,0.1,0.1
7363,0.18178,113,28,29,25,31,28,29,25,31,0.1,0.1,0.1,0.1
7364,0.227696,138,37,34,32,35,37,34,32,35,0.1,0.1,0.1,0.1
7365,0.16315,94,13,30,25,26,13,30,25,26,0.1,0.1,0.1,0.1
7366,0.18464,112,22,32,25,33,22,32,25,33,0.1,0.1,0.1,0.1
7367,0.207712,127,26,28,38,35,26,28,38,35,0.1,0.1,0.1,0.1
7368,0.187619,108,21,31,29,27,21,31,29,27,0.1,0.1,0.1,0.1
7369,0.236369,136,30,32,34,40,30,32,34,40,0.1,0.1,0.1,0.1
7370,0.214612,124,28,23,34,39,28,23,34,39,0.1,0.1,0.1,0.1
7371,0.190208,124,34,30,32,28,34,30,32,28,0.1,0.1,0.1,0.1
7372,0.204281,111,22,30,26,33,22,30,26,33,0.1,0.1,0.1,0.1
7373,0.225549,133,30,32,36,35,30,32,36,35,0.1,0.1,0.1,0.1
7374,0.210109,125,34,29,30,32,34,29,30,32,0.1,0.1,0.1,0.1
7375,0.186519,105,28,29,26,22,28,29,26,22,0.1,0.1,0.1,0.1
7376,0.185754,110,27,28,32,23,27,28,32,23,0.1,0.1,0.1,0.1
7377,0.267601,150,39,40,33,38,39,40,33,38,0.1,0.1,0.1,0.1
7378,0.185677,107,27,34,21,25,27,34,21,25,0.1,0.1,0.1,0.1
7379,0.16387,106,31,23,26,26,31,23,26,26,0.1,0.1,0.1,0.1
7380,0.197153,113,29,32,25,27,29,32,25,27,0.1,0.1,0.1,0.1
7381,0.163634,106,29,20,24,33,29,20,24,33,0.1,0.1,0.1,0.1
7382,0.233838,140,34,36,37,33,34,36,37,33,0.1,0.1,0.1,0.1
7383,0.202668,112,29,25,27,31,29,25,27,31,0.1,0.1,0.1,0.1
7384,0.177391,101,26,28,23,24,26,28,23,24,0.1,0.1,0.1,0.1
7385,0.175493,110,28,29,31,22,28,29,31,22,0.1,0.1,0.1,0.1
7386,0.201669,118,30,26,29,33,30,26,29,33,0.1,0.1,0.1,0.1
7387,0.210399,123,33,29,30,31,33,29,30,31,0.1,0.1,0.1,0.1
7388,0.14534,93,22,20,24,27,22,20,24,27,0.1,0.1,0.1,0.1
7389,0.191018,122,29,32,34,27,29,32,34,27,0.1,0.1,0.1,0.1
7390,0.146809,93,29,26,17,21,29,26,17,21,0.1,0.1,0.1,0.1
7391,0.165755,105,25,20,31,29,25,20,31,29,0.1,0.1,0.1,0.1
7392,0.165786,100,29,23,21,27,29,23,21,27,0.1,0.1,0.1,0.1
7393,0.205861,113,22,30,32,29,22,30,32,29,0.1,0.1,0.1,0.1
7394,0.242388,133,38,33,34,28,38,33,34,28,0.1,0.1,0.1,0.1
7395,0.214124,122,26,29,32,35,26,29,32,35,0.1,0.1,0.1,0.1
7396,0.184102,115,24,28,30,33,24,28,30,33,0.1,0.1,0.1,0.1
7397,0.198692,121,22,36,29,34,22,36,29,34,0.1,0.1,0.1,0.1
7398,0.162809,96,16,26,29,25,16,26,29,25,0.1,0.1,0.1,0.1
7399,0.18182,110,27,30,26,27,27,30,26,27,0.1,0.1,0.1,0.1
7400,0.194403,118,24,25,33,36,24,25,33,36,0.1,0.1,0.1,0.1
7401,0.241606,134,33,34,37,30,33,34,37,30,0.1,0.1,0.1,0.1
7402,0.205257,124,33,25,36,30,33,25,36,30,0.1,0.1,0.1,0.1
7403,0.186118,113,32,27,30,24,32,27,30,24,0.1,0.1,0.1,0.1
7404,0.206161,126,38,25,27,36,38,25,27,36,0.1,0.1,0.1,0.1
7405,0.205261,125,32,28,29,36,32,28,29,36,0.1,0.1,0.1,0.1
7406,0.210791,122,29,33,28,32,29,33,28,32,0.1,0.1,0.1,0.1
7407,0.189752,118,24,30,32,32,24,30,32,32,0.1,0.1,0.1,0.1
7408,0.226276,137,31,32,38,36,31,32,38,36,0.1,0.1,0.1,0.1
7409,0.182915,114,21,31,33,29,21,31,33,29,0.1,0.1,0.1,0.1
7410,0.18551,117,21,33,28,35,21,33,28,35,0.1,0.1,0.1,0.1
7411,0.222365,124,34,30,28,32,34,30,28,32,0.1,0.1,0.1,0.1
7412,0.207273,118,24,25,35,34,24,25,35,34,0.1,0.1,0.1,0.1
7413,0.225946,137,37,38,26,36,37,38,26,36,0.1,0.1,0.1,0.1
7414,0.17654,111,26,31,27,27,26,31,27,27,0.1,0.1,0.1,0.1
7415,0.204749,130,37,29,31,33,37,29,31,33,0.1,0.1,0.1,0.1
7416,0.197525,125,33,29,35,28,33,29,35,28,0.1,0.1,0.1,0.1
7417,0.168499,96,19,20,23,34,19,20,23,34,0.1,0.1,0.1,0.1
7418,0.216733,116,33,31,29,23,33,31,29,23,0.1,0.1,0.1,0.1
7419,0.206532,130,38,33,36,23,38,33,36,23,0.1,0.1,0.1,0.1
7420,0.173702,109,29,30,23,27,29,30,23,27,0.1,0.1,0.1,0.1
7421,0.186217,117,34,26,24,33,34,26,24,33,0.1,0.1,0.1,0.1
7422,0.176873,113,26,27,31,29,26,27,31,29,0.1,0.1,0.1,0.1
7423,0.159558,102,23,31,27,21,23,31,27,21,0.1,0.1,0.1,0.1
7424,0.172686,112,33,25,24,30,33,25,24,30,0.1,0.1,0.1,0.1
7425,0.17496,113,24,33,26,30,24,33,26,30,0.1,0.1,0.1,0.1
7426,0.228672,139,32,38,34,35,32,38,34,35,0.1,0.1,0.1,0.1
7427,0.216513,124,38,29,24,33,38,29,24,33,0.1,0.1,0.1,0.1
7428,0.202547,110,23,31,26,30,23,31,26,30,0.1,0.1,0.1,0.1
7429,0.216782,119,26,37,20,36,26,37,20,36,0.1,0.1,0.1,0.1
7430,0.177167,104,27,29,15,33,27,29,15,33,0.1,0.1,0.1,0.1
7431,0.187351,109,32,25,28,24,32,25,28,24,0.1,0.1,0.1,0.1
7432,0.234477,133,34,37,29,33,34,37,29,33,0.1,0.1,0.1,0.1
7433,0.17269,102,27,22,29,24,27,22,29,24,0.1,0.1,0.1,0.1
7434,0.216867,125,26,29,34,36,26,29,34,36,0.1,0.1,0.1,0.1
7435,0.210604,121,32,28,30,31,32,28,30,31,0.1,0.1,0.1,0.1
7436,0.175328,103,32,24,19,28,32,24,19,28,0.1,0.1,0.1,0.1
7437,0.197544,115,31,21,27,36,31,21,27,36,0.1,0.1,0.1,0.1
7438,0.207614,121,34,38,28,21,34,38,28,21,0.1,0.1,0.1,0.1
7439,0.201889,104,24,23,28,29,24,23,28,29,0.1,0.1,0.1,0.1
7440,0.172545,108,26,26,30,26,26,26,30,26,0.1,0.1,0.1,0.1
7441,0.199097,125,34,30,28,33,34,30,28,33,0.1,0.1,0.1,0.1
7442,0.181958,116,33,25,28,30,33,25,28,30,0.1,0.1,0.1,0.1
7443,0.184388,121,22,34,32,33,22,34,32,33,0.1,0.1,0.1,0.1
7444,0.168233,111,34,20,36,21,34,20,36,21,0.1,0.1,0.1,0.1
7445,0.211901,139,37,32,34,36,37,32,34,36,0.1,0.1,0.1,0.1
7446,0.193077,113,30,26,33,24,30,26,33,24,0.1,0.1,0.1,0.1
7447,0.199156,113,31,23,33,26,31,23,33,26,0.1,0.1,0.1,0.1
7448,0.212621,123,31,26,33,33,31,26,33,33,0.1,0.1,0.1,0.1
7449,0.13865,82,13,21,24,24,13,21,24,24,0.1,0.1,0.1,0.1
7450,0.230976,126,30,25,33,38,30,25,33,38,0.1,0.1,0.1,0.1
7451,0.187213,105,28,31,24,22,28,31,24,22,0.1,0.1,0.1,0.1
7452,0.199584,114,31,23,27,33,31,23,27,33,0.1,0.1,0.1,0.1
7453,0.173635,109,25,24,31,29,25,24,31,29,0.1,0.1,0.1,0.1
7454,0.126374,82,9,27,22,24,9,27,22,24,0.1,0.1,0.1,0.1
7455,0.164609,103,32,20,23,28,32,20,23,28,0.1,0.1,0.1,0.1
7456,0.22208,123,33,28,30,32,33,28,30,32,0.1,0.1,0.1,0.1
7457,0.202531,126,36,31,35,24,36,31,35,24,0.1,0.1,0.1,0.1
7458,0.237743,150,40,37,34,39,40,37,34,39,0.1,0.1,0.1,0.1
7459,0.205639,130,31,36,26,37,31,36,26,37,0.1,0.1,0.1,0.1
7460,0.214945,128,34,36,33,25,34,36,33,25,0.1,0.1,0.1,0.1
7461,0.220914,128,30,30,33,35,30,30,33,35,0.1,0.1,0.1,0.1
7462,0.200469,114,34,20,27,33,34,20,27,33,0.1,0.1,0.1,0.1
7463,0.22474,127,30,37,34,26,30,37,34,26,0.1,0.1,0.1,0.1
7464,0.21131,120,38,25,29,28,38,25,29,28,0.1,0.1,0.1,0.1
7465,0.259326,146,33,36,38,39,33,36,38,39,0.1,0.1,0.1,0.1
7466,0.158142,96,28,26,20,22,28,26,20,22,0.1,0.1,0.1,0.1
7467,0.184708,112,17,32,30,33,17,32,30,33,0.1,0.1,0.1,0.1
7468,0.218444,131,36,30,31,34,36,30,31,34,0.1,0.1,0.1,0.1
7469,0.209769,116,23,32,34,27,23,32,34,27,0.1,0.1,0.1,0.1
7470,0.186741,102,29,15,31,27,29,15,31,27,0.1,0.1,0.1,0.1
7471,0.208291,119,31,26,29,33,31,26,29,33,0.1,0.1,0.1,0.1
7472,0.203229,116,28,32,34,22,28,32,34,22,0.1,0.1,0.1,0.1
7473,0.169802,106,32,23,24,27,32,23,24,27,0.1,0.1,0.1,0.1
7474,0.231663,145,38,40,33,34,38,40,33,34,0.1,0.1,0.1,0.1
7475,0.202279,119,34,30,32,23,34,30,32,23,0.1,0.1,0.1,0.1
7476,0.251341,143,32,36,39,36,32,36,39,36,0.1,0.1,0.1,0.1
7477,0.189019,107,22,24,28,33,22,24,28,33,0.1,0.1,0.1,0.1
7478,0.257577,120,22,31,33,34,22,31,33,34,0.1,0.1,0.1,0.1
7479,0.255721,119,35,28,25,31,35,28,25,31,0.1,0.1,0.1,0.1
7480,0.225245,127,28,31,35,33,28,31,35,33,0.1,0.1,0.1,0.1
7481,0.252094,136,36,32,33,35,36,32,33,35,0.1,0.1,0.1,0.1
7482,0.198958,121,33,20,34,34,33,20,34,34,0.1,0.1,0.1,0.1
