version,timestamp,agent_type,num_episodes,save_interval,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot,opponents
10,2025-08-15 16:00:25,DQN-K4-SHARED,200000,10000,10000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_model_10/train,False,False,"max_combo,max_combo,max_combo"
