opponent,episode,p0,p1,p2,p3
single_only,5000,0.6685,0.1085,0.152,0.071
max_combo,5000,0.3045,0.25,0.23375,0.21175
random2,5000,0.32225,0.29075,0.24825,0.13875
v_table,5000,0.2,0.197,0.23175,0.37125
single_only,10000,0.67825,0.10675,0.147,0.068
max_combo,10000,0.31025,0.25575,0.23625,0.19775
random2,10000,0.34475,0.2865,0.23575,0.133
v_table,10000,0.1905,0.2225,0.221,0.366
single_only,15000,0.6595,0.112,0.161,0.0675
max_combo,15000,0.3055,0.24925,0.23225,0.213
random2,15000,0.32925,0.30825,0.22125,0.14125
v_table,15000,0.167,0.21975,0.2265,0.38675
single_only,20000,0.664,0.1085,0.156,0.0715
max_combo,20000,0.28725,0.2425,0.242,0.22825
random2,20000,0.33575,0.29375,0.2305,0.14
v_table,20000,0.16475,0.233,0.22425,0.378
single_only,25000,0.67225,0.119,0.14175,0.067
max_combo,25000,0.33575,0.2395,0.22225,0.2025
random2,25000,0.35425,0.29825,0.2165,0.131
v_table,25000,0.176,0.2395,0.23425,0.35025
single_only,30000,0.6585,0.12275,0.144,0.07475
max_combo,30000,0.319,0.2525,0.2245,0.204
random2,30000,0.3585,0.3035,0.21075,0.12725
v_table,30000,0.18725,0.24875,0.222,0.342
single_only,35000,0.6615,0.1165,0.1495,0.0725
max_combo,35000,0.328,0.24225,0.22825,0.2015
random2,35000,0.35025,0.2935,0.22125,0.135
v_table,35000,0.1835,0.25,0.2175,0.349
single_only,40000,0.6765,0.1185,0.13825,0.06675
max_combo,40000,0.344,0.24675,0.2135,0.19575
random2,40000,0.374,0.2875,0.2155,0.123
v_table,40000,0.1875,0.24275,0.2345,0.33525
single_only,45000,0.678,0.11475,0.145,0.06225
max_combo,45000,0.32225,0.22975,0.238,0.21
random2,45000,0.33425,0.2895,0.23975,0.1365
v_table,45000,0.209,0.22125,0.2215,0.34825
single_only,50000,0.66,0.12175,0.15325,0.065
max_combo,50000,0.34075,0.245,0.223,0.19125
random2,50000,0.3885,0.28375,0.20325,0.1245
v_table,50000,0.2005,0.2405,0.223,0.336
single_only,55000,0.6785,0.10925,0.1455,0.06675
max_combo,55000,0.33175,0.23725,0.2215,0.2095
random2,55000,0.3715,0.29475,0.20425,0.1295
v_table,55000,0.19925,0.2415,0.2075,0.35175
single_only,60000,0.67225,0.10775,0.149,0.071
max_combo,60000,0.31975,0.22625,0.23575,0.21825
random2,60000,0.35425,0.30175,0.207,0.137
v_table,60000,0.18575,0.22225,0.221,0.371
single_only,65000,0.6545,0.11575,0.16075,0.069
max_combo,65000,0.3425,0.244,0.21075,0.20275
random2,65000,0.37025,0.289,0.21,0.13075
v_table,65000,0.18925,0.24425,0.21825,0.34825
single_only,70000,0.684,0.11425,0.142,0.05975
max_combo,70000,0.33675,0.243,0.2195,0.20075
random2,70000,0.367,0.2945,0.208,0.1305
v_table,70000,0.19575,0.2575,0.21075,0.336
single_only,75000,0.67825,0.1105,0.14175,0.0695
max_combo,75000,0.33025,0.24125,0.22,0.2085
random2,75000,0.348,0.31125,0.21625,0.1245
v_table,75000,0.18325,0.2465,0.21025,0.36
single_only,80000,0.68375,0.1045,0.1345,0.07725
max_combo,80000,0.33525,0.2445,0.22725,0.193
random2,80000,0.3795,0.28175,0.21025,0.1285
v_table,80000,0.2005,0.2425,0.2105,0.3465
single_only,85000,0.662,0.1175,0.157,0.0635
max_combo,85000,0.3415,0.25,0.2135,0.195
random2,85000,0.38225,0.278,0.2095,0.13025
v_table,85000,0.191,0.2405,0.2195,0.349
single_only,90000,0.67125,0.118,0.1515,0.05925
max_combo,90000,0.31975,0.24675,0.23625,0.19725
random2,90000,0.35375,0.29275,0.219,0.1345
v_table,90000,0.181,0.233,0.237,0.349
single_only,95000,0.663,0.118,0.14625,0.07275
max_combo,95000,0.307,0.254,0.2225,0.2165
random2,95000,0.37525,0.27525,0.21525,0.13425
v_table,95000,0.18225,0.234,0.22625,0.3575
single_only,100000,0.676,0.116,0.13775,0.07025
max_combo,100000,0.32675,0.23875,0.223,0.2115
random2,100000,0.37225,0.277,0.21925,0.1315
v_table,100000,0.19025,0.2365,0.21325,0.36
